partnerid,MaxSameIpCount,NoOfUniqueIp,IpClickRatio,IpVariance,MaxSameAgentCount,NoOfUniqueAgent,AgentClickRatio,AgentVariance,MaxSameCidCount,NoOfUniqueCid,CidClickRatio,CidVariance,MaxSameCntrCount,NoOfUniqueCntr,CntrClickRatio,CntrVariance,TotalClicks,NoOfUniqueReferer,RefererClickRatio,NonRefererClickRatio,AvgClickPer1Min,AvgClickPer5Min,AvgClickPer3Hr,AvgClickPer6Hr,MaxClickPer1Min,MaxClickPer5Min,MaxClickPer3Hr,MaxClickPer6Hr,TimeatVariance1Min,TimeatVariance5Min,TimeatVariance3Hr,TimeatVariance6Hr,Skew1Min,Skew5Min,Skew3Hr,Skew6Hr,EntropyIplong,EntropyCid,EntropyAgent,EntropyCntr,CategoryPrior,status
8i90i,1,2,1,0,1,2,1,0,1,2,1,0,1,2,1,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,OK
8i90k,677,1442,0.62,316.76,153,273,0.12,351.72,193,154,0.07,871.16,1063,13,0.01,74774.52,2310,13,0.01,0.99,1.32,3.03,92.4,177.69,5,10,157,273,0.35,2.93,998.4,3783.44,1.97,0.9,0.03,-1.01,8.23,5.79,6.58,2.53,2310,Fraud
8i90m,254,489,0.52,133.12,79,223,0.24,79.66,131,198,0.21,116.8,559,53,0.06,5819.31,945,126,0.13,0.87,1.17,1.86,37.8,72.69,4,9,121,179,0.19,1.49,512.32,1617.29,2.93,1.98,1.9,0.98,7.06,6.38,6.55,2.76,945,OK
8i91i,3716,2551,0.28,5417.3,607,723,0.08,1277.1,405,442,0.05,2009.05,940,101,0.01,35387.97,9085,5047,0.56,0.44,2.51,10.52,363.4,698.85,11,39,640,1192,2.38,27.47,17187.12,74120.59,1.29,1.01,0.3,-0.18,7.22,7.15,7.71,4.83,9085,OK
8i922,5441,3436,0.22,8658.12,1437,865,0.05,3662.13,1271,499,0.03,12007.1,2413,112,0.01,112935.47,15783,7237,0.46,0.54,3.86,18.27,631.32,1214.08,18,61,1229,2114,6.03,82.98,65523.5,270184.53,1.34,1.35,0.58,0.07,7.77,6.62,7.82,4.84,15783,OK
8i92t,5214,2946,0.3,9232.39,289,875,0.09,639.8,1398,396,0.04,10480.05,1527,117,0.01,31801.31,9894,1491,0.15,0.85,2.85,11.86,395.76,761.08,13,42,966,1792,3.56,53.08,53067.62,210443.76,1.4,0.93,0.69,0.58,6.11,6,8.19,5.35,9894,OK
8i92u,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8i930,142,286,0.51,70.83,67,83,0.15,121.39,56,109,0.19,75.05,456,19,0.03,10170.04,560,12,0.02,0.98,1.11,1.6,22.4,43.08,3,6,60,90,0.12,0.91,221.68,644.53,3.32,1.66,0.65,0.07,6.67,5.65,5.25,1.29,560,Observation
8i932,1,5,1,0,1,5,1,0,1,5,1,0,4,2,0.4,2.25,5,4,0.8,0.2,1,1,1.25,1.25,1,1,2,2,0,0,0.19,0.19,0,0,1.15,1.15,2.32,2.32,2.32,0.72,5,OK
8i936,283,343,0.46,231.23,48,199,0.27,35.39,122,228,0.31,79.36,240,37,0.05,2664.35,746,50,0.07,0.93,1.17,1.78,29.84,57.38,4,14,95,132,0.19,1.7,348.93,1118.85,2.73,3.5,1.88,0.85,6.07,6.51,6.67,3.03,746,OK
8i93o,8,14,0.64,3.24,3,16,0.73,0.61,2,21,0.95,0.05,12,8,0.36,12.69,22,6,0.27,0.73,1,1.16,2.44,4.4,1,2,6,8,0,0.13,2.91,3.84,0,1.88,1.17,1.03,3.28,4.37,3.81,2.2,22,OK
8i93q,109,258,0.58,47.02,31,166,0.37,11.21,39,114,0.26,44.29,182,49,0.11,761.43,443,46,0.1,0.9,1.08,1.37,17.72,34.08,3,6,51,84,0.09,0.5,126.6,428.38,3.79,2.54,1.28,0.89,6.57,5.68,6.73,3.45,443,OK
8i941,48,101,0.65,21.73,7,81,0.52,1.65,127,26,0.17,585.85,84,24,0.15,276.08,156,79,0.51,0.49,1.03,1.15,6.24,12,3,4,17,25,0.05,0.18,12.82,38.31,7.09,3.58,1.05,0.55,5.45,1.54,6.07,2.74,156,OK
8i949,192,297,0.54,122.7,38,192,0.35,17.94,333,104,0.19,1047.29,181,65,0.12,577.63,551,74,0.13,0.87,1.09,1.52,22.04,42.38,5,8,57,76,0.12,0.85,101.88,269.78,5.21,2.58,1.49,-0.13,6.18,3.43,6.81,4.23,551,OK
8i94e,1,2,1,0,1,2,1,0,2,1,0.5,0,1,2,1,0,2,1,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,OK
8i94n,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8i94y,49,14,0.19,149.74,28,7,0.1,83.39,23,11,0.15,50.96,73,1,0.01,0,73,37,0.51,0.49,1.06,1.11,3.32,5.62,2,3,8,11,0.05,0.13,4.85,12.24,3.78,3.52,0.74,-0.09,2.01,2.69,2.26,0,73,OK
8i95z,25,65,0.67,8.74,11,52,0.54,3.19,9,55,0.57,2.44,29,28,0.29,31.18,97,3,0.03,0.97,1.01,1.08,4.04,7.46,2,3,8,14,0.01,0.09,3.54,13.17,9.64,4.24,0.09,0.19,5.24,5.39,5.27,3.81,97,OK
8i969,147,186,0.44,115.95,32,136,0.32,18.64,12,182,0.43,5.26,214,40,0.09,1145.35,422,166,0.39,0.61,1.11,1.45,16.88,32.46,3,6,46,61,0.11,0.7,90.75,249.48,3.08,2.53,1.63,0.5,5.57,7.01,6.32,3.03,422,OK
8i96u,31,26,0.37,33.21,30,33,0.47,24.65,7,26,0.37,2.67,70,1,0.01,0,70,14,0.2,0.8,1.01,1.11,3.18,5.38,2,2,8,11,0.01,0.1,4.24,7.16,8.12,2.47,0.85,0.31,3.44,4.44,3.77,0,70,OK
8i96x,6,9,0.64,2.47,4,9,0.64,0.91,2,13,0.93,0.07,7,7,0.5,4.29,14,5,0.36,0.64,1.08,1.08,1.27,1.75,2,2,3,4,0.07,0.07,0.38,0.94,3.18,3.18,2.08,1.34,2.7,3.66,2.95,2.26,14,OK
8i98h,3,3,0.6,0.89,3,3,0.6,0.89,2,4,0.8,0.19,4,2,0.4,2.25,5,3,0.6,0.4,1.25,1.67,1.67,1.67,2,3,3,3,0.19,0.89,0.89,0.89,1.15,0.71,0.71,0.71,1.37,1.92,1.37,0.72,5,OK
8i99h,4,11,0.61,0.96,6,13,0.72,1.78,2,15,0.83,0.16,8,5,0.28,8.24,18,10,0.56,0.44,1,1.06,1.8,2,1,2,6,8,0,0.06,2.16,4.67,0,3.75,2.24,2.31,3.24,3.84,3.31,1.86,18,OK
8i9a2,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8i9at,4,10,0.67,0.85,3,10,0.67,0.45,3,13,0.87,0.28,12,3,0.2,24.67,15,7,0.47,0.53,1,1.25,1.5,1.67,1,2,2,3,0,0.19,0.25,0.44,0,1.15,0,0.5,3.11,3.59,3.19,0.91,15,OK
8i9aw,182,200,0.32,168.31,125,112,0.18,203.97,166,84,0.13,382.51,597,12,0.02,26959.58,630,59,0.09,0.91,1.12,1.58,25.2,48.46,4,5,65,86,0.14,0.77,199.92,410.4,3.55,1.62,1.36,0.08,5.83,4.61,5.25,0.46,630,OK
8i9b4,2,5,0.83,0.16,2,5,0.83,0.16,1,6,1,0,2,5,0.83,0.16,6,4,0.67,0.33,1,1,1.2,1.5,1,1,2,2,0,0,0.16,0.25,0,0,1.5,0,2.25,2.58,2.25,2.25,6,OK
8i9bj,3,14,0.88,0.27,3,13,0.81,0.33,4,9,0.56,1.28,14,3,0.19,37.56,16,6,0.38,0.63,1.07,1.07,2.67,2.67,2,2,6,6,0.06,0.06,4.22,4.22,3.47,3.47,0.68,0.68,3.7,2.91,3.58,0.67,16,OK
8i9bm,74,108,0.35,51.59,74,74,0.24,105.21,94,36,0.12,331.92,299,4,0.01,16540.69,305,20,0.07,0.93,1.16,1.63,13.26,23.46,3,6,64,77,0.17,1.12,229.84,396.09,2.62,2.1,1.93,1.34,5.55,3.47,4.71,0.16,305,OK
8i9bs,8,1,0.13,0,7,2,0.25,9,6,3,0.38,5.56,7,2,0.25,9,8,1,0.13,0.88,1,1,1.6,2,1,1,2,3,0,0,0.24,0.5,0,0,-0.41,0,0,1.06,0.54,0.54,8,OK
8i9bw,9,17,0.68,3.54,8,11,0.44,4.56,7,15,0.6,2.36,7,7,0.28,4.24,25,13,0.52,0.48,1.14,1.14,1.47,2.5,2,2,4,4,0.12,0.12,0.6,0.85,2.12,2.12,1.99,-0.38,3.5,3.51,2.98,2.55,25,OK
8i9bx,5,9,0.64,1.58,7,4,0.29,6.75,4,9,0.64,0.91,11,4,0.29,18.75,14,8,0.57,0.43,1.08,1.08,1.27,1.56,2,2,2,3,0.07,0.07,0.2,0.47,3.18,3.18,1.02,0.84,2.84,2.95,1.57,1.09,14,OK
8i9cn,23,34,0.5,14.06,6,40,0.59,1.56,7,34,0.5,1.59,27,19,0.28,32.56,68,52,0.76,0.24,1.05,1.15,3.24,5.23,2,4,9,17,0.04,0.23,5.61,17.87,4.33,4.05,1.22,1.42,4.13,4.85,5.02,3.31,68,OK
8i9co,6,22,0.76,1.13,8,15,0.52,3.66,11,15,0.52,6.2,28,2,0.07,182.25,29,5,0.17,0.83,1.04,1.16,1.81,2.9,2,2,4,5,0.03,0.13,1.28,1.69,5,1.85,1.15,0.46,4.19,3.24,3.42,0.22,29,OK
8i9cr,4,19,0.68,0.78,8,16,0.57,3.06,10,11,0.39,6.79,23,2,0.07,81,28,6,0.21,0.79,1.04,1.12,1.75,2.8,2,2,5,6,0.04,0.11,1.44,3.36,4.9,2.34,1.58,0.49,4.04,2.91,3.54,0.68,28,OK
8i9d0,2,3,0.6,0.22,2,3,0.6,0.22,2,4,0.8,0.19,5,1,0.2,0,5,3,0.6,0.4,1.25,1.25,1.25,1.25,2,2,2,2,0.19,0.19,0.19,0.19,1.15,1.15,1.15,1.15,1.52,1.92,1.52,0,5,OK
8i9d1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8i9d5,11,31,0.63,3.28,7,32,0.65,1.37,7,28,0.57,2.26,48,2,0.04,552.25,49,11,0.22,0.78,1.04,1.09,2.88,4.45,2,2,7,11,0.04,0.08,3.75,8.07,4.53,2.89,0.89,0.94,4.48,4.42,4.72,0.14,49,OK
8i9da,62,86,0.37,43.68,50,60,0.26,52.51,52,31,0.13,201.66,220,6,0.03,6600.89,230,25,0.11,0.89,1.19,1.84,10.45,20.91,4,11,70,80,0.24,2.09,309.25,560.45,3.18,2.99,2.41,1.53,5.28,3.3,4.77,0.36,230,OK
8i9db,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8i9dg,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,3,2,0.67,0.33,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.58,1.58,1.58,1.58,3,OK
8i9dp,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8i9dv,14,10,0.3,15.01,5,13,0.39,1.94,5,19,0.58,1.56,11,6,0.18,10.92,33,26,0.79,0.21,1.14,1.27,2.36,3.3,2,4,5,7,0.12,0.5,2.09,3.81,2.1,2.78,0.36,0.3,2.59,3.94,3.47,2.31,33,OK
8i9e1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8i9e9,64,74,0.45,52.89,21,70,0.42,9.06,8,85,0.51,2.3,95,12,0.07,663.47,166,109,0.66,0.34,1.09,1.24,6.64,12.77,4,4,15,23,0.14,0.38,12.63,33.56,4.99,2.92,0.55,-0.25,4.65,6.07,5.48,2.08,166,OK
8i9ed,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8i9eg,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8i9eq,1,3,1,0,3,1,0.33,0,1,3,1,0,3,1,0.33,0,3,1,0.33,0.67,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.58,1.58,0,0,3,OK
8i9f0,1,4,1,0,3,2,0.5,1,3,2,0.5,1,3,2,0.5,1,4,1,0.25,0.75,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0.81,0.81,0.81,4,OK
8i9fl,3,3,0.6,0.89,1,5,1,0,4,2,0.4,2.25,3,3,0.6,0.89,5,3,0.6,0.4,1,1,1.25,1.67,1,1,2,2,0,0,0.19,0.22,0,0,1.15,-0.71,1.37,0.72,2.32,1.37,5,OK
8i9fv,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8i9g2,15,29,0.62,6.51,5,27,0.57,1.45,6,31,0.66,1.35,47,1,0.02,0,47,35,0.74,0.26,1.02,1.07,2.61,3.92,2,2,6,7,0.02,0.06,2.57,5.74,6.56,3.43,0.81,0.13,4.14,4.66,4.48,0,47,OK
8i9gl,1,4,1,0,1,4,1,0,1,4,1,0,1,4,1,0,4,2,0.5,0.5,1,1,1.33,2,1,1,2,3,0,0,0.22,1,0,0,0.71,0,2,2,2,2,4,OK
8i9h8,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8i9hj,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8i9hm,19,83,0.77,3.92,60,25,0.23,140.14,12,44,0.41,5.48,107,2,0.02,2809,108,45,0.42,0.58,1.04,1.16,4.5,8.31,2,3,9,14,0.04,0.16,5.17,10.21,4.8,2.35,0.2,-0.42,5.87,4.98,2.64,0.08,108,OK
8i9hn,7,20,0.74,1.73,11,8,0.3,10.98,3,21,0.78,0.39,25,2,0.07,132.25,27,16,0.59,0.41,1.04,1.04,1.5,2.25,2,2,3,4,0.04,0.04,0.47,1.02,4.8,4.8,1.03,0.45,3.95,4.25,2.41,0.38,27,OK
8i9ht,429,7,0.02,22430.69,149,102,0.23,213.84,114,10,0.02,1119.45,435,1,0,0,435,133,0.31,0.69,1.19,1.88,18.91,33.46,4,8,67,112,0.21,1.48,468.43,1522.25,2.66,1.8,1.05,1.02,0.14,2.84,5.01,0,435,OK
8i9hu,120,257,0.47,61.22,74,71,0.13,162.41,167,12,0.02,3271.58,517,3,0.01,55726.22,551,106,0.19,0.81,1.38,2.81,34.44,55.1,4,15,169,198,0.47,4.86,2107.37,5393.29,1.96,1.82,1.68,1.05,6.48,2.53,4.95,0.35,551,OK
8i9hw,2,1,0.5,0,1,2,1,0,1,2,1,0,2,1,0.5,0,2,2,1,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,2,OK
8i9hx,187,355,0.6,97.32,56,99,0.17,91.19,567,3,0.01,67848.22,596,1,0,0,596,58,0.1,0.9,1.42,2.88,25.91,45.85,5,11,183,347,0.51,6.21,2638.34,8530.13,1.85,1.38,2.29,2.65,6.64,0.33,5.56,0,596,OK
8i9hz,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8i9i1,330,261,0.1,1079.58,256,294,0.11,727.74,1535,27,0.01,97269.55,2729,1,0,0,2729,1100,0.4,0.6,1.49,3.89,109.16,209.92,6,15,266,407,0.63,6.05,4124.37,11774.84,1.92,1.01,0.22,-0.16,6.08,1.97,6.2,0,2729,OK
8i9i3,2027,1315,0.36,3119.79,382,261,0.07,1749.96,1356,52,0.01,46393.13,3648,2,0,999999.99,3651,1811,0.5,0.5,1.84,5.47,146.04,280.85,12,38,438,803,1.48,18.73,14422.12,47723.21,2.16,1.98,0.76,0.86,5.5,3.08,5.84,0.01,3651,OK
8i9i4,2,25,0.93,0.07,4,15,0.56,0.83,13,5,0.19,18.24,27,1,0.04,0,27,19,0.7,0.3,1.04,1.42,6.75,9,2,3,13,23,0.04,0.35,24.19,98.67,4.8,1.07,0.07,0.69,4.61,1.89,3.74,0,27,OK
8i9i5,304,240,0.37,384.99,66,127,0.19,62.62,268,30,0.05,2659.6,651,2,0,105625,652,377,0.58,0.42,1.23,2.13,31.05,50.15,5,9,114,152,0.28,1.94,1134.9,3636.13,2.68,1.64,0.83,0.61,4.93,3.08,6.05,0.02,652,Observation
8i9i7,38,63,0.55,22.22,14,43,0.38,8.79,14,32,0.28,11.75,113,2,0.02,3136,114,45,0.39,0.61,1.04,1.18,4.96,8.77,2,3,27,32,0.04,0.21,30.04,64.18,4.95,2.63,2.83,1.71,4.72,4.41,4.79,0.07,114,OK
8i9i9,22,15,0.41,27.32,4,17,0.46,0.73,27,3,0.08,108.22,37,1,0.03,0,37,31,0.84,0.16,1.12,1.48,18.5,37,2,4,29,37,0.11,0.73,110.25,0,2.32,1.99,0,0,2.5,1.1,3.97,0,37,OK
8i9ia,164,309,0.43,124.22,83,170,0.24,56.79,413,5,0.01,27402,707,2,0,122150.25,715,174,0.24,0.76,1.36,2.89,59.58,102.14,4,10,163,277,0.4,3.89,2623.24,9346.12,1.85,1.06,0.57,0.75,6.15,1.26,6.43,0.09,715,OK
8i9ib,6,11,0.65,2.07,3,13,0.76,0.37,12,4,0.24,20.19,17,1,0.06,0,17,6,0.35,0.65,1,1.21,3.4,4.25,1,2,12,12,0,0.17,18.64,20.19,0,1.39,1.47,1.13,3.06,1.32,3.57,0,17,OK
8i9ic,176,113,0.35,268.92,43,131,0.41,19.3,71,17,0.05,503.83,318,2,0.01,25122.25,319,193,0.61,0.39,1.12,1.55,13.87,26.58,4,9,85,116,0.18,1.57,306.98,928.24,3.82,3.73,2.9,2.05,3.93,3.15,6.13,0.03,319,OK
8i9id,16,52,0.32,10.72,34,59,0.36,24.81,73,26,0.16,208.84,165,1,0.01,0,165,47,0.28,0.72,1.08,1.22,8.68,16.5,2,3,21,40,0.07,0.23,33.69,112.85,3.14,2.1,0.61,0.88,5.11,3,4.86,0,165,OK
8i9ie,38,34,0.41,38.72,8,38,0.46,2.68,31,7,0.08,128.69,83,1,0.01,0,83,8,0.1,0.9,1.2,1.8,20.75,41.5,3,6,47,54,0.19,1.42,260.19,156.25,1.99,1.77,0.8,0,3.66,2.09,4.91,0,83,OK
8i9ig,490,288,0.34,827.59,41,157,0.18,53.32,259,33,0.04,2794.7,859,1,0,0,859,571,0.66,0.34,1.2,1.86,34.36,66.08,4,9,88,164,0.22,1.6,577.43,2035.46,2.47,2.29,0.64,0.76,4.39,3.38,6.44,0,859,OK
8i9ih,20,85,0.65,5.54,13,46,0.35,8.09,52,23,0.18,110.65,131,1,0.01,0,131,64,0.49,0.51,1.03,1.21,7.71,11.91,2,4,21,36,0.03,0.28,42.44,156.81,5.36,2.81,0.82,0.95,5.76,3.29,4.98,0,131,OK
8i9ii,1808,1,0,0,355,201,0.11,1138.22,1773,6,0,433206.22,1808,1,0,0,1808,624,0.35,0.65,1.34,2.77,72.32,139.08,5,10,131,248,0.37,3.08,1777.02,6761.3,1.88,1.11,-0.13,-0.09,0,0.17,5.38,0,1808,Observation
8i9ij,2,52,0.87,0.13,29,13,0.22,51.93,33,4,0.07,144.5,60,1,0.02,0,60,57,0.95,0.05,1.36,2.5,60,60,3,6,60,60,0.28,1.83,0,0,1.03,0.86,0,0,5.64,1.48,2.71,0,60,OK
8i9ik,451,9,0.02,20000,359,54,0.12,2321.21,430,8,0.02,19840.48,459,1,0,0,459,43,0.09,0.91,1.2,1.75,19.96,35.31,4,8,61,90,0.22,1.42,293.69,889.14,2.72,2.36,0.69,0.64,0.18,0.5,1.91,0,459,OK
8i9im,259,226,0.43,293.38,27,162,0.31,17.69,249,6,0.01,11572.22,518,3,0.01,58939.56,524,305,0.58,0.42,1.08,1.47,21.83,40.31,3,5,49,95,0.09,0.61,227.72,795.6,3.88,1.87,0.22,0.26,4.87,1.39,6.58,0.1,524,OK
8i9in,203,306,0.23,229.18,380,139,0.11,1277.33,559,20,0.02,18292.89,1024,7,0.01,124367.67,1305,521,0.4,0.6,1.52,3.82,65.25,108.75,6,12,259,412,0.64,6.38,5256.99,17795.85,1.87,0.98,0.99,0.97,6.23,2.46,4.73,0.88,1305,OK
8i9ip,1,5,1,0,2,4,0.8,0.19,2,4,0.8,0.19,5,1,0.2,0,5,1,0.2,0.8,1,1,1,1.25,1,1,1,2,0,0,0,0.19,0,0,0,1.15,2.32,1.92,1.92,0,5,OK
8i9j4,299,215,0.13,783.76,115,239,0.14,255.75,1370,9,0.01,179856.84,1691,2,0,712336,1694,507,0.3,0.7,1.73,4.35,70.58,130.31,6,20,363,647,1.22,16.31,10302.83,29646.37,1.65,1.39,1.72,2.01,5.57,0.98,6.32,0.02,1694,OK
8i9j6,9692,5376,0.29,17487.38,2431,576,0.03,25452.51,4926,73,0,642931.74,18461,1,0,0,18461,7936,0.43,0.57,5.28,21.69,738.44,1420.08,24,90,2104,3957,18.58,395.05,419754.25,999999.99,1.08,0.93,0.91,1.21,6.39,3.55,6.15,0,18461,Observation
8i9jf,1,2,1,0,1,2,1,0,2,1,0.5,0,2,1,0.5,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,OK
8i9jg,78,203,0.44,59.42,38,133,0.29,20.52,203,3,0.01,2360.22,446,5,0.01,31401.84,458,112,0.24,0.76,1.51,3.44,76.33,152.67,5,10,181,290,0.61,5.46,3451.22,9814.22,1.56,0.72,0.6,0.58,6.03,1.51,6.33,0.22,458,OK
8i9ji,8,11,0.58,4.02,2,17,0.89,0.1,6,10,0.53,2.69,19,1,0.05,0,19,10,0.53,0.47,1.06,1.36,1.9,2.38,2,4,6,6,0.05,0.66,2.69,2.73,3.88,2.47,1.66,1.22,2.88,2.91,4.04,0,19,OK
8i9jj,213,136,0.27,331.96,54,133,0.26,39.73,354,6,0.01,15584.33,504,1,0,0,504,272,0.54,0.46,2.95,7.64,38.77,50.4,11,35,423,462,4.6,82.05,12421.72,18876.44,0.99,1.13,3.12,2.65,4.66,1.31,6.07,0,504,OK
8i9jr,1,2,1,0,1,2,1,0,2,1,0.5,0,2,1,0.5,0,2,1,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,OK
8i9kq,53,94,0.56,28.81,12,86,0.51,3.54,89,50,0.3,150.94,49,31,0.19,121.91,167,58,0.35,0.65,1.06,1.23,6.68,12.85,2,7,17,28,0.06,0.5,19.26,51.51,3.57,5.39,0.83,0.32,5.25,3.5,5.98,3.41,167,OK
8i9ky,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8i9nd,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,3,3,1,0,1,1,1,1.5,1,1,1,2,0,0,0,0.25,0,0,0,0,1.58,1.58,1.58,1.58,3,OK
8i9ng,5,10,0.71,1.44,4,9,0.64,1.14,12,3,0.21,26.89,14,1,0.07,0,14,3,0.21,0.79,1,1.08,1.75,2.33,1,2,5,6,0,0.07,1.94,3.22,0,3.18,1.56,1.22,2.98,0.73,2.9,0,14,OK
8i9np,23,48,0.49,10.12,29,51,0.52,15.48,24,31,0.32,24.97,86,9,0.09,706.77,98,18,0.18,0.82,1.14,1.26,4.67,8.17,5,6,21,25,0.26,0.6,30.03,50.31,5.49,4.48,2.08,1.3,4.89,3.9,4.7,0.86,98,OK
8i9os,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8i9ot,946,966,0.5,923.49,38,568,0.3,15.98,157,259,0.13,315.8,337,14,0.01,18359.06,1922,7,0,1,1,2.28,76.88,147.85,2,4,99,189,0,0.6,293.87,1792.59,14.48,-0.04,-2.01,-2.39,6.03,6.5,8.5,2.94,1922,OK
8i9p1,2,7,0.88,0.12,7,2,0.25,9,3,6,0.75,0.56,4,3,0.38,1.56,8,2,0.25,0.75,1,1,1.14,1.14,1,1,2,2,0,0,0.12,0.12,0,0,2.04,2.04,2.75,2.41,0.54,1.41,8,OK
8i9p3,3,8,0.8,0.44,6,4,0.4,4.25,2,8,0.8,0.19,9,2,0.2,16,10,1,0.1,0.9,1,1,1.43,1.43,1,1,4,4,0,0,1.1,1.1,0,0,2.04,2.04,2.85,2.92,1.57,0.47,10,OK
8i9p4,1,5,1,0,1,5,1,0,2,4,0.8,0.19,3,3,0.6,0.89,5,1,0.2,0.8,1,1.25,1.25,1.25,1,2,2,2,0,0.19,0.19,0.19,0,1.15,1.15,1.15,2.32,1.92,2.32,1.37,5,OK
8i9p7,11,23,0.68,4.16,7,22,0.65,1.98,7,21,0.62,1.85,14,6,0.18,23.22,34,32,0.94,0.06,1,1.03,2.27,3.4,1,2,6,12,0,0.03,2.46,9.44,0,5.48,1.62,2.1,3.91,4.05,4.08,2.06,34,OK
8i9p8,13,10,0.43,12.81,3,16,0.7,0.5,3,17,0.74,0.35,6,8,0.35,4.11,23,18,0.78,0.22,1,1.05,1.44,2.09,1,2,3,4,0,0.04,0.5,0.99,0,4.36,1.3,0.37,2.35,3.97,3.85,2.65,23,OK
8i9pt,1,2,1,0,1,2,1,0,1,2,1,0,2,1,0.5,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2,OK
8i9q6,1,6,1,0,1,6,1,0,1,6,1,0,6,1,0.17,0,6,4,0.67,0.33,1,1,1.2,1.5,1,1,2,3,0,0,0.16,0.75,0,0,1.5,1.15,2.58,2.58,2.58,0,6,OK
8i9ql,2206,2519,0.46,1930.04,627,421,0.08,2466.9,323,263,0.05,2039.4,4936,37,0.01,637494.3,5457,1575,0.29,0.71,1.94,6.6,218.28,419.77,7,21,410,684,1.31,15.47,10923.16,31533.87,1.44,0.65,-0.06,-0.3,7.56,6.31,6.35,0.83,5457,OK
8i9qu,29,24,0.38,31.32,26,20,0.32,30.73,7,33,0.52,2.45,50,9,0.14,231.56,63,12,0.19,0.81,1.11,1.26,4.2,7,2,3,11,12,0.09,0.31,7.09,12.67,2.57,2.05,0.99,-0.35,3.29,4.69,3.22,1.33,63,OK
8i9s9,13,70,0.28,10.5,108,55,0.22,206.24,18,88,0.35,9.07,242,3,0.01,12492.67,252,32,0.13,0.87,1.09,1.35,10.5,19.38,3,6,25,36,0.12,0.64,43.67,120.39,4.31,3.27,0.52,-0.04,5.62,5.9,3.92,0.26,252,OK
