"partnerid","AvgClickPer5Min","AvgClickPer3Hr","AvgClickPer6Hr","status"
"8kuqd","2.07","6.20","6.20","OK"
"8kuql","1.22","2.20","2.20","OK"
"8kuro","1.25","1.67","2.50","OK"
"8kus3","1.45","20.84","40.08","OK"
"8kus9","1.75","39.28","75.54","OK"
"8kusa","3.58","102.96","198.00","OK"
"8kusb","5.96","188.20","361.92","OK"
"8kusi","1.00","1.00","1.00","OK"
"8kusr","1.13","1.31","1.89","OK"
"8kuti","1.00","1.00","1.00","OK"
"8kuto","102.89","308.67","308.67","OK"
"8kutv","1.00","1.00","1.67","OK"
"8kuuh","1.00","1.00","1.00","OK"
"8kuv3","1.00","1.00","1.00","OK"
"8kuv8","1.00","1.00","1.00","OK"
"8kuv9","2.16","34.68","66.69","Observation"
"8kuva","1.25","13.64","26.23","OK"
"8kuvb","7.15","236.12","454.08","Fraud"
"8kuvj","1.28","11.50","23.00","OK"
"8kuvn","1.00","1.70","2.13","OK"
"8kuvt","121.84","4210.84","8097.77","OK"
"8kuvy","1.00","1.00","1.00","OK"
"8kux8","1.20","1.64","1.80","OK"
"8kuxa","75.78","2619.04","5036.62","Observation"
"8kuxc","1.00","1.00","1.00","OK"
"8kuxg","1.00","1.00","1.00","OK"
"8kuxh","1.00","2.50","2.50","OK"
"8kuxi","1.33","4.00","4.00","OK"
"8kuxj","2.00","5.00","5.00","OK"
"8kuxk","1.00","1.00","1.00","OK"
"8kuxp","1.00","1.00","1.50","OK"
"8kuy3","1.00","1.00","1.00","OK"
"8kuy4","1.00","1.00","1.00","OK"
"8kuy9","1.00","1.00","1.00","OK"
"8kuyg","2.71","74.52","143.31","OK"
"8kuyp","1.00","1.00","1.00","OK"
"8kuys","7.20","24.00","24.00","OK"
"8kuze","1.17","1.17","1.40","OK"
"8kuzg","2.67","3.20","4.00","OK"
"8kuzj","1.32","6.35","12.17","OK"
"8kuzl","1.00","3.75","7.50","OK"
"8kv08","55.30","732.75","732.75","OK"
"8kv0e","1.17","4.53","6.80","OK"
"8kv0o","1.20","2.00","2.00","OK"
"8kv0s","15.17","438.00","842.31","Observation"
"8kv3c","1.30","2.17","2.17","OK"
"8kv3v","2.31","11.96","22.08","Fraud"
"8kv42","1.00","2.00","2.00","OK"
"8kv4a","1.20","1.50","1.50","OK"
"8kv4d","1.00","1.00","1.00","OK"
"8kv4k","4.50","9.00","18.00","OK"
"8kv4v","1.38","9.20","17.69","OK"
"8kv4x","1.00","1.00","1.00","OK"
"8kv5a","1.00","1.00","1.00","OK"
"8kv5w","4.32","33.08","44.11","Fraud"
"8kv5y","1.00","1.00","1.00","OK"
"8kv6q","1.00","1.00","1.00","OK"
"8kv6v","1.54","15.12","29.08","Fraud"
"8kv6y","1.07","2.00","3.67","OK"
"8kv74","1.46","7.56","12.36","OK"
"8kv77","1.25","2.50","2.50","OK"
"8kv7n","2.88","17.87","29.78","Fraud"
"8kv7x","2.82","15.50","27.56","Fraud"
"8kv80","1.75","7.00","7.00","OK"
"8kv8i","1.00","1.00","1.33","OK"
"8kv8s","1.19","1.73","2.38","OK"
"8kv90","2.62","7.69","11.18","OK"
"8kv97","1.15","7.67","15.33","OK"
"8kv9a","1.06","3.11","4.67","OK"
"8kv9b","1.07","1.45","2.29","OK"
"8kvad","1.67","9.27","12.75","OK"
"8kvas","1.16","5.06","7.17","OK"
"8kvax","1.13","4.83","9.25","OK"
"8kvb3","1.00","1.00","1.00","OK"
"8kvbe","1.00","1.80","1.80","OK"
"8kvbi","2.00","2.00","2.00","OK"
"8kvc4","9.75","39.00","39.00","OK"
"8kvc7","2.17","5.20","5.20","OK"
"8kvc8","1.00","3.00","3.00","OK"
"8kvcs","1.00","1.00","1.00","OK"
"8kvct","1.00","1.00","1.00","OK"
"8kvdh","1.00","1.40","1.40","OK"
"8kve7","1.13","8.58","15.85","OK"
"8kvec","1.08","3.58","7.17","OK"
"8kven","1.07","2.75","4.40","OK"
"8kveo","1.33","5.60","10.77","OK"
"8kveq","1.10","2.13","3.09","OK"
"8kvey","1.00","1.17","1.17","OK"
"8kvfl","1.00","1.00","1.00","OK"
"8kvfn","1.25","1.25","1.25","OK"
"8kvfr","1.94","41.92","80.62","OK"
"8kvg3","1.00","1.00","1.00","OK"
"8kvgc","1.00","1.00","1.00","OK"
"8kvgp","1.00","1.00","1.00","OK"
"8kvgr","1.00","1.50","1.67","OK"
"8kvgs","1.08","1.63","1.86","OK"
"8kvh1","1.00","1.44","2.17","OK"
"8kvh9","1.33","2.00","2.00","OK"
"8kvhd","1.25","1.43","1.67","OK"
"8kvhi","3.34","97.92","188.31","OK"
"8kvhp","1.00","1.33","1.33","OK"
"8kvhz","1.00","1.00","1.00","OK"
"8kvie","1.00","1.00","1.00","OK"
"8kvil","1.00","1.00","1.17","OK"
"8kvim","1.64","29.24","56.23","OK"
"8kviw","1.42","18.68","35.92","OK"
"8kvj1","1.47","6.46","12.00","OK"
"8kvjl","1.00","1.00","1.00","OK"
"8kvkh","1.00","1.00","1.00","OK"
"8kvkj","1.80","3.00","3.00","OK"
"8kvkq","1.10","3.86","7.08","OK"
"8kvkw","1.31","11.17","20.62","OK"
"8kvl0","1.35","6.46","11.92","OK"
"8kvl1","1.73","7.45","12.42","OK"
"8kvl2","1.57","25.48","49.00","OK"
"8kvl6","1.48","15.76","30.31","OK"
"8kvl7","2.62","32.44","62.38","OK"
"8kvl8","1.00","1.00","1.00","OK"
"8kvlp","1.46","18.56","35.69","OK"
"8kvlq","1.13","1.50","1.50","OK"
"8kvm0","1.56","15.53","24.00","OK"
"8kvm1","1.97","25.13","40.20","OK"
"8kvm2","2.55","51.04","98.15","OK"
"8kvm6","1.69","22.67","41.85","OK"
"8kvm7","1.17","5.73","7.00","OK"
"8kvma","1.00","1.00","1.00","OK"
"8kvmd","1.00","1.00","1.00","OK"
"8kvmf","1.09","2.67","4.00","OK"
"8kvmo","4.83","9.67","14.50","OK"
"8kvmr","1.36","15.60","30.00","OK"
"8kvna","1.96","48.80","93.85","OK"
"8kvnb","1.67","21.88","43.75","Observation"
"8kvnu","1.00","1.60","1.60","OK"
"8kvo1","1.15","3.92","7.23","OK"
"8kvos","1.20","1.20","1.20","OK"
"8kvot","1.00","1.30","1.44","OK"
"8kvpb","1.10","2.46","3.20","OK"
"8kvpc","1.06","2.71","3.17","OK"
"8kvpe","1.20","2.00","3.00","OK"
"8kvpg","1.00","1.67","2.50","OK"
"8kvpr","1.00","1.00","1.00","OK"
"8kvpw","1.18","1.73","2.89","OK"
"8kvq0","1.14","2.00","3.20","OK"
"8kvqh","1.00","1.61","2.64","OK"
"8kvqm","1.11","3.50","7.00","OK"
"8kvqp","1.33","2.00","2.00","OK"
"8kvr5","1.00","1.00","1.00","OK"
"8kvr9","1.00","1.00","1.00","OK"
"8kvrh","1.00","1.00","1.00","OK"
"8kvrr","1.00","1.00","1.00","OK"
"8kvry","1.00","1.33","2.00","OK"
"8kvs0","1.28","5.62","9.08","OK"
"8kvs1","1.00","1.00","1.00","OK"
"8kvs9","1.00","1.43","1.67","OK"
"8kvsu","1.18","4.44","5.00","OK"
"8kvtr","1.00","1.00","1.00","OK"
"8kvtw","1.00","1.00","1.00","OK"
"8kvty","1.88","42.92","82.54","OK"
"8kvu3","1.00","1.00","1.00","OK"
"8kvu7","1.00","1.43","1.67","OK"
"8kvug","1.54","5.53","9.40","OK"
"8kvuh","1.04","1.75","2.33","OK"
"8kvv2","1.49","12.96","24.92","Observation"
"8kvv3","1.33","2.00","2.00","OK"
"8kvv4","1.35","18.96","36.46","OK"
"8kvv6","6.88","146.13","269.77","OK"
"8kvv7","1.37","7.83","15.67","OK"
"8kvv8","1.00","1.00","1.00","OK"
"8kvvd","3.91","46.54","85.92","OK"
"8kvvh","1.75","19.89","32.55","Observation"
"8kvxs","1.00","1.00","1.00","OK"
"8kvy3","1.00","1.00","1.50","OK"
"8kvyf","1.16","1.81","2.64","OK"
"8kvyo","1.50","24.20","46.54","OK"
"8kvyr","1.06","2.24","3.45","OK"
"8kvzp","1.00","1.00","1.00","OK"
"8kw03","1.00","1.00","1.00","OK"
"8kw0f","37.64","276.00","276.00","Observation"
"8kw0n","1.09","1.71","2.00","OK"
"8kw15","2.67","4.00","4.00","OK"
"8kw19","1.43","22.64","43.54","OK"
"8kw1q","1.17","2.33","3.11","OK"
"8kw28","1.00","1.00","2.00","OK"
"8kw2n","1.00","1.00","1.00","OK"
"8kw39","1.00","1.00","1.00","OK"
"8kw3g","2.49","64.72","124.46","OK"
"8kw4u","1.00","1.00","1.33","OK"
"8kw4v","3.98","123.96","238.38","Fraud"
"8kw4x","1.00","1.50","2.40","OK"
"8kw4z","1.54","8.96","15.85","OK"
"8kw53","1.17","1.75","1.75","OK"
"8kw5p","1.00","1.00","2.00","OK"
"8kw5u","4.52","36.50","51.10","Fraud"
"8kw6d","1.25","1.67","1.67","OK"
"8kw70","1.00","1.00","1.00","OK"
"8kwzo","1.53","7.25","9.67","OK"
"8kwzv","1.14","4.29","7.30","OK"
"8kwzx","24.69","53.50","53.50","Fraud"
"8kwzy","3.29","11.20","11.20","OK"
"8kx0a","1.00","1.00","1.00","OK"
"8kx0h","1.33","1.60","2.67","OK"
"8kx0o","1.59","28.00","46.67","OK"
"8kx0y","17.33","26.00","26.00","OK"
"8kx17","1.00","3.00","3.00","OK"
"8kx19","1.03","1.89","3.60","OK"
"8kx1q","1.00","1.00","1.00","OK"
"8kx1z","1.00","1.00","1.00","Observation"
"8kx21","1.00","1.00","1.00","OK"
"8kx25","6.33","19.00","19.00","OK"
"8kx29","1.00","1.00","1.00","OK"
"8kx2a","1.00","1.00","1.00","OK"
"8kx2d","1.91","31.30","52.17","Fraud"
"8kx2g","1.00","1.00","1.00","OK"
"8kx2r","1.00","1.40","1.75","OK"
"8kx2u","1.92","22.44","33.67","Fraud"
"8kx2w","5.56","25.00","25.00","OK"
"8kx31","12.47","423.12","813.69","OK"
"8kx33","1.50","3.00","3.00","OK"
"8kx37","1.15","5.30","8.83","OK"
"8kx3a","1.14","10.67","16.00","OK"
"8kx3b","1.00","1.67","1.67","OK"
"8kx3c","3.33","25.00","25.00","OK"
"8kx3f","1.73","12.89","23.20","OK"
"8kx3i","2.00","5.00","6.67","OK"
"8kx3q","1.34","20.08","34.43","OK"
"8kx3r","1.00","1.00","1.50","OK"
"8kx47","6.00","6.00","6.00","OK"
"8kx4j","1.50","1.50","1.50","OK"
"8kx5a","15.04","115.33","173.00","OK"
"8kx5c","1.27","6.33","9.50","OK"
"8kx5g","1.14","6.25","8.33","OK"
"8kx5q","1.00","1.00","1.00","Observation"
"8kx6b","1.00","1.00","1.00","Observation"
"8kx86","2.00","2.00","2.00","Observation"
"8kxdu","1.11","2.00","2.50","OK"
"8kxe3","1.00","1.33","1.33","OK"
"8kxee","3.82","101.83","152.75","OK"
"8kxef","1.00","1.00","1.00","OK"
"8kxel","5.00","10.00","10.00","Fraud"
"8kxem","11.00","11.00","11.00","Fraud"
"8kxep","9.50","19.00","19.00","OK"
"8kxer","1.45","4.88","9.38","OK"
"8kxev","1.00","1.00","1.00","OK"
"8kxew","1.00","1.00","1.00","OK"
"8kxez","1.00","1.00","1.00","OK"
"8kxf2","88.60","443.00","443.00","OK"
"8kxf4","1.06","3.17","6.33","OK"
"8kxfb","1.39","4.85","8.82","OK"
"8kxfu","1.00","1.00","1.00","OK"
"8kxgk","1.20","2.00","2.00","OK"
"8kxgm","4.17","10.00","16.67","OK"
"8kxgs","3.63","46.12","78.40","Fraud"
"8kxgt","2.47","13.67","25.63","OK"
"8kxgu","1.55","22.44","43.15","OK"
"8kxgv","4.08","36.28","65.30","Fraud"
"8kxgy","1.00","2.33","2.33","OK"
"8kxhd","1.00","1.00","1.00","OK"
"8kxhn","1.05","1.67","2.22","OK"
"8kxhp","1.00","1.00","1.00","OK"
"8kxhq","41.05","475.50","713.25","OK"
"8kxij","36.85","479.00","718.50","Fraud"
"8kxik","1.25","1.67","1.67","OK"
"8kxim","1.00","1.00","1.00","OK"
"8kxj4","1.00","1.17","1.40","OK"
"8kxj8","11.00","27.50","27.50","OK"
"8kxjw","2.47","11.33","15.11","OK"
"8kxjy","1.49","7.45","14.90","OK"
"8kxkx","3.23","59.72","114.85","Observation"
"8kxl2","1.00","1.00","1.00","OK"
"8kxl3","33.39","551.00","551.00","Fraud"
"8kxla","1.20","4.44","7.89","OK"
"8kxlk","1.78","38.16","73.38","OK"
"8kxll","2.94","49.12","94.46","OK"
"8kxlo","1.14","2.21","3.50","OK"
"8kxlp","2.44","40.24","77.38","OK"
"8kxlq","1.06","3.82","7.00","OK"
"8kxlr","2.60","75.36","144.92","OK"
"8kxlt","2.46","16.12","31.00","OK"
"8kxlv","2.65","32.80","63.08","Fraud"
"8kxly","18.22","89.69","166.57","Fraud"
"8kxm0","6.00","9.60","16.00","OK"
"8kxm9","5.65","9.42","12.56","OK"
"8kxmh","1.95","25.75","37.45","Fraud"
"8kxml","4.25","10.20","17.00","OK"
"8kxmm","1.00","1.00","1.00","OK"
"8kxmo","1.09","1.50","2.00","OK"
"8kxn2","1.00","1.00","1.00","OK"
"8kxn5","1.37","3.08","4.11","OK"
"8kxnk","2.25","2.25","2.25","OK"
"8kxnl","48.74","487.43","682.40","OK"
"8kxnm","18.52","137.57","240.75","Fraud"
"8kxnn","21.25","42.50","56.67","Observation"
"8kxnw","1.10","5.71","9.70","OK"
"8kxo5","1.00","1.00","1.00","OK"
"8kxoj","1.41","16.92","31.23","Observation"
"8kxom","2.03","5.75","8.63","OK"
"8kxor","1.00","2.40","3.00","OK"
"8kxos","1.00","1.00","1.00","OK"
"8kxox","1.00","2.20","2.75","OK"
"8kxoy","1.22","12.42","22.92","Fraud"
"8kxp5","1.00","1.00","1.00","OK"
"8kxpa","1.00","1.00","1.00","OK"
"8kxpd","1.00","1.76","2.50","OK"
"8kxpq","1.95","5.38","6.14","OK"
"8kxpv","20.67","124.00","124.00","OK"
"8kxq6","3.27","43.54","80.38","OK"
"8kxqd","3.12","10.60","13.25","OK"
"8kxqf","1.00","1.00","1.00","OK"
"8kxqj","1.33","9.60","16.00","OK"
"8kxqk","3.94","95.00","171.00","Observation"
"8kxqm","2.47","9.67","12.89","OK"
"8kxqw","1.37","5.14","9.00","OK"
"8kxr9","2.24","49.67","99.33","Observation"
"8kxrb","1.68","13.17","15.80","Observation"
"8kxrc","2.30","23.00","46.00","OK"
"8kxre","2.39","65.16","125.31","Observation"
"8kxri","1.09","2.33","4.45","OK"
"8kxrj","1.12","1.71","2.64","OK"
"8kxrs","1.32","6.43","9.00","OK"
"8kxtp","1.00","2.25","3.27","OK"
"8kxvk","1.27","14.68","28.23","OK"
"8kxxf","1.11","3.26","5.17","OK"
"8kxzn","1.00","1.00","2.00","OK"
"8kxzu","1.46","22.44","43.15","OK"
"8ky0g","1.00","1.00","1.00","OK"
"8ky0o","1.00","1.14","1.33","OK"
"8ky15","1.03","2.12","3.27","OK"
"8ky18","1.00","1.00","1.00","OK"
"8ky1v","1.00","1.43","1.67","OK"
"8ky22","1.18","2.00","2.89","OK"
"8ky2b","1.00","1.50","1.50","OK"
"8ky2f","1.00","1.00","1.00","OK"
"8ky2l","1.00","1.00","1.00","OK"
"8ky2n","1.00","1.00","1.00","OK"
"8ky46","1.30","8.11","14.60","OK"
"8ky4j","1.23","3.20","4.00","OK"
"8ky4k","1.10","2.56","3.83","OK"
"8ky4n","1.17","1.40","1.75","OK"
"8ky4r","1.00","1.00","1.00","OK"
"8ky4x","1.00","1.00","1.00","OK"
"8ky50","1.00","1.00","1.00","OK"
"8ky5c","1.15","3.00","3.00","OK"
"8ky5s","1.00","1.00","1.00","OK"
"8ky6d","1.00","1.50","1.50","OK"
"8ky6h","2.88","75.83","151.67","Fraud"
"8ky6n","3.38","73.83","147.67","Fraud"
"8ky6u","1.33","12.00","12.00","OK"
"8ky6v","2.28","13.20","16.50","OK"
"8ky77","1.33","1.33","1.33","OK"
"8ky8n","1.00","1.50","1.50","OK"
"8ky8r","1.00","1.00","1.50","OK"
"8ky93","1.00","1.25","1.67","OK"
"8ky9n","1.00","1.00","1.00","OK"
"8kyao","1.00","2.00","2.00","OK"
"8kyb9","1.00","1.00","1.40","OK"
"8kybc","1.00","1.00","1.00","OK"
"8kybl","6.54","222.68","428.23","OK"
"8kybu","1.00","1.00","1.00","OK"
"8kyc0","1.25","1.25","1.25","OK"
"8kycf","1.00","1.00","1.00","OK"
"8kycw","1.19","7.71","15.42","OK"
"8kydv","1.63","33.00","63.46","Fraud"
"8kygk","1.14","3.30","3.67","OK"
"8kygl","3.00","3.00","3.00","OK"
"8kygo","1.00","1.00","1.00","OK"
"8kygq","1.32","8.96","17.17","OK"
"8kygz","1.00","1.00","1.00","OK"
"8kyhj","1.00","1.00","1.00","OK"
"8kyiq","1.08","1.40","1.75","OK"
"8kyjt","1.00","1.33","1.50","OK"
"8kyk5","1.09","3.74","6.62","OK"
"8kyka","1.00","1.00","1.00","OK"
"8kyl4","1.20","4.41","8.08","OK"
"8kyl5","3.08","13.33","13.33","OK"
"8kyld","1.11","2.94","4.55","OK"
"8kymr","1.00","1.50","1.50","OK"
"8kynd","1.11","1.25","1.67","OK"
"8kynk","1.00","1.50","1.50","OK"
"8kyov","3.05","76.08","146.31","Fraud"
"8kyow","1.67","1.67","1.67","OK"
"8kyoy","1.00","1.00","1.00","OK"
"8kyp1","2.42","8.38","9.91","OK"
"8kyp7","1.00","2.00","2.00","OK"
"8kyp8","1.00","1.40","1.75","OK"
"8kypd","1.14","3.75","6.92","OK"
"8kypr","1.05","1.64","2.88","OK"
"8kyqu","1.00","1.00","1.00","OK"
"8kyre","1.00","1.00","1.00","OK"
"8kysj","1.00","1.09","1.33","OK"
"8kyss","1.00","1.00","1.00","OK"
"8kytg","1.00","1.00","1.00","OK"
"8kyu8","1.00","1.50","1.50","OK"
"8kyvb","5.66","190.96","367.23","OK"
"8kyvg","1.00","1.00","1.00","OK"
"8kyvt","1.00","2.00","2.00","OK"
"8kyvw","1.11","1.76","2.50","OK"
"8kyw0","1.00","1.00","1.33","OK"
"8kyw6","1.80","4.50","5.40","OK"
"8kywb","1.24","4.18","7.08","OK"
"8kywm","1.00","1.00","1.00","OK"
"8kywq","1.00","1.00","1.00","OK"
"8kywy","1.24","4.52","8.69","OK"
"8kyxs","1.00","1.00","1.00","OK"
"8kyxz","1.00","1.00","1.00","OK"
"8kyyv","1.00","1.27","1.56","OK"
"8kyz1","1.00","1.27","1.75","OK"
"8kyzp","74.87","2554.72","4912.92","OK"
"8kz2d","1.50","2.00","2.00","OK"
"8kz2e","1.00","1.00","1.00","OK"
"8kz2y","1.00","1.00","1.00","OK"
"8kz4p","1.00","1.00","1.00","OK"
"8kz5j","1.14","1.33","1.33","OK"
"8kz64","1.12","4.42","8.15","OK"
"8kz6l","1.00","1.00","1.00","OK"
"8kz6p","1.81","35.24","67.77","Fraud"
"8kz6r","1.00","1.00","1.00","OK"
"8kz74","1.00","1.00","1.00","OK"
"8kz7h","1.00","2.00","2.00","OK"
"8kz7i","1.00","1.00","1.00","OK"
"8kz7z","1.08","2.00","2.33","OK"
"8kz81","1.10","2.44","3.14","OK"
"8kz84","1.23","12.79","23.62","OK"
"8kz8a","1.03","2.27","3.40","OK"
"8kz9c","1.11","1.67","1.67","OK"
"8kz9e","1.13","1.13","1.13","OK"
"8kz9f","3.20","91.04","175.08","OK"
"8kz9k","1.00","1.00","1.00","OK"
"8kz9x","1.00","1.00","1.00","OK"
"8kzaf","1.00","1.00","1.00","OK"
"8kzbb","15.98","528.76","1016.85","OK"
"8kzbg","1.27","1.58","2.11","OK"
"8kzd5","1.00","1.33","1.33","OK"
"8kzds","1.00","1.25","1.43","OK"
"8kzen","1.12","1.71","2.90","OK"
"8kzep","1.14","2.41","3.73","OK"
"8kzer","1.19","1.58","2.11","OK"
"8kzes","1.00","1.00","1.00","OK"
"8kzf2","1.00","1.00","1.00","OK"
"8kzf5","1.00","1.00","1.00","OK"
"8kzfo","1.16","4.10","7.17","OK"
"8kzgc","1.00","1.00","1.00","OK"
"8kzgf","1.00","1.00","1.50","OK"
"8kzhr","1.00","1.50","1.50","OK"
"8kzhu","1.00","1.00","1.00","OK"
"8kzhz","1.00","1.80","2.00","OK"
"8kzi1","1.00","1.00","1.00","OK"
"8kzi5","1.00","1.00","1.00","OK"
"8kzjk","1.34","14.29","24.30","Fraud"
"8kzjq","1.08","2.15","3.11","OK"
"8kzjy","1.00","1.50","1.50","OK"
"8kzkc","1.25","1.25","1.25","OK"
"8kzkl","1.13","2.53","3.91","OK"
"8kzkp","1.00","1.33","1.33","OK"
"8kzkq","1.00","1.00","1.00","OK"
"8kzl3","1.50","1.50","1.50","OK"
"8kzl6","1.00","2.00","2.00","OK"
"8kzlb","1.00","1.00","1.00","OK"
"8kzll","1.10","4.46","8.23","OK"
"8kzlm","1.00","1.00","1.00","OK"
"8kzm1","1.47","20.52","39.46","Fraud"
"8kzmh","1.00","1.00","1.00","OK"
"8kzmx","1.00","1.00","1.00","OK"
"8kzmy","1.05","3.00","5.25","OK"
"8kzna","4.42","132.72","255.23","OK"
"8kznn","2.05","51.80","99.62","OK"
"8kznw","1.08","4.04","7.75","OK"
"8kzo4","1.00","1.14","1.60","OK"
"8kzom","1.00","1.00","1.00","OK"
"8kzpi","1.00","1.14","1.33","OK"
"8kzq3","1.00","2.00","2.00","OK"
"8kzqd","1.47","20.36","39.15","OK"
"8kzqe","1.00","1.33","2.00","OK"
"8kzqo","2.00","2.00","2.00","OK"
"8kzr4","1.13","3.46","5.63","OK"
"8kzr5","1.28","3.47","5.36","OK"
"8kzr6","1.16","4.13","6.60","OK"
"8kzr7","1.18","6.00","11.25","OK"
"8kzr9","1.16","4.00","6.50","OK"
"8kzss","1.22","3.13","5.00","OK"
"8kzst","1.23","3.53","5.30","OK"
"8kzsu","1.14","2.93","4.56","OK"
"8kzt1","4.54","134.12","257.92","OK"
"8kztj","1.00","1.00","1.00","OK"
"8kztp","1.00","1.00","1.00","OK"
"8kztq","1.21","5.63","10.38","OK"
"8kzu3","1.00","1.00","1.17","OK"
"8kzuk","1.07","2.35","3.92","OK"
"8kzv1","1.23","10.04","20.08","OK"
"8kzvn","7.35","252.04","484.69","OK"
"8kzw1","1.06","2.06","3.08","OK"
"8kzwc","1.00","1.22","1.38","OK"
"8kzwu","1.97","12.22","21.62","OK"
"8kzx6","1.12","1.90","3.17","OK"
"8kzxc","1.15","3.07","3.83","OK"
"8kzxk","1.20","6.50","13.00","OK"
"8kzxo","1.80","3.00","3.00","OK"
"8kzxz","10.86","85.50","105.23","OK"
"8kzy2","1.50","3.00","3.00","OK"
"8kzy5","2.49","68.00","130.77","OK"
"8kzyi","3.09","87.28","167.85","Observation"
"8kzyz","1.50","3.00","3.00","OK"
"8l004","1.00","1.00","1.00","OK"
"8l00g","5.72","182.64","351.23","OK"
"8l00h","1.26","7.39","14.17","Fraud"
"8l00x","1.00","1.00","1.00","OK"
"8l014","1.50","1.50","2.00","OK"
"8l01a","1.00","1.80","1.80","OK"
"8l01b","1.00","1.00","1.00","OK"
"8l01g","1.06","3.40","6.18","OK"
"8l01w","1.00","1.00","1.00","OK"
"8l01y","1.09","1.60","2.00","OK"
"8l029","1.29","1.50","1.50","OK"
"8l02e","1.00","1.00","1.00","OK"
"8l02g","1.00","1.00","1.50","OK"
"8l02m","1.00","2.00","2.00","OK"
"8l02n","1.00","1.00","1.00","OK"
"8l02t","1.14","1.67","2.50","OK"
"8l02x","1.14","6.08","11.23","OK"
"8l03g","1.00","1.00","1.00","OK"
"8l03j","1.03","2.54","4.13","OK"
"8l046","1.00","1.00","1.00","OK"
"8l04m","1.24","2.36","3.71","OK"
"8l04x","3.00","18.00","27.00","OK"
"8l04z","1.40","12.33","24.67","OK"
"8l050","2.55","12.75","17.00","OK"
"8l051","2.78","16.67","25.00","OK"
"8l052","2.75","14.67","22.00","OK"
"8l053","2.55","17.00","25.50","OK"
"8l05k","2.00","2.00","2.00","OK"
"8l05l","1.43","18.56","35.69","OK"
"8l05z","1.00","1.00","1.50","OK"
"8l061","1.15","3.00","5.45","OK"
"8l063","1.00","1.83","2.75","OK"
"8l06b","1.00","1.00","1.00","OK"
"8l071","1.24","11.68","22.46","OK"
"8l07i","1.31","14.38","28.75","OK"
"8l07n","1.25","1.25","1.67","OK"
"8l07q","1.00","1.00","1.00","OK"
"8l07t","1.00","1.00","1.00","OK"
"8l08l","1.00","1.00","1.00","OK"
"8l09b","2.78","5.93","8.09","OK"
"8l0a0","1.05","2.95","5.00","OK"
"8l0aq","1.07","1.60","2.00","OK"
"8l0b4","1.31","8.88","16.38","OK"
"8l0bl","2.04","45.16","86.85","Observation"
"8l0bm","1.00","2.17","3.25","OK"
"8l0c2","1.14","1.92","2.78","OK"
"8l0ca","1.41","16.32","31.38","OK"
"8l0cx","2.90","7.25","9.67","OK"
"8l0e4","1.13","4.48","8.58","OK"
"8l0f6","1.08","1.86","2.89","OK"
"8l0fs","1.00","1.00","1.00","OK"
"8l0fv","2.00","2.00","2.00","OK"
"8l0fx","1.00","1.00","1.00","OK"
"8l0gr","1.31","2.13","3.40","OK"
"8l0ho","1.25","2.00","2.00","OK"
"8l0i4","1.00","1.00","1.00","OK"
"8l0io","1.20","3.77","6.13","OK"
"8l0iu","1.17","2.83","3.78","OK"
"8l0iv","1.19","3.45","5.43","OK"
"8l0j8","1.00","1.00","1.00","OK"
"8l0jf","1.05","2.47","3.82","OK"
"8l0k0","1.00","1.00","1.00","OK"
"8l0k9","1.00","1.00","1.00","OK"
"8l0l8","1.00","1.00","1.00","OK"
"8l0lh","1.11","1.67","2.22","OK"
"8l0lm","1.00","1.00","1.00","OK"
"8l0lv","1.40","1.75","1.75","OK"
"8l0m2","2.00","2.00","2.00","OK"
"8l0m9","1.11","2.28","3.73","OK"
"8l0mw","1.00","1.17","1.17","OK"
"8l0n5","1.00","1.17","1.17","OK"
"8l0ng","1.00","1.57","1.83","OK"
"8l0nw","1.00","1.50","2.25","OK"
"8l0p1","1.26","2.88","5.44","OK"
"8l0p8","1.00","1.00","1.25","OK"
"8l0q6","6.74","217.20","417.69","Fraud"
"8l0r9","1.20","3.00","3.00","OK"
"8l0rb","2.21","10.29","20.58","Fraud"
"8l0rp","1.42","5.55","9.38","OK"
"8l0rq","2.30","61.28","117.85","OK"
"8l0rr","1.18","4.95","8.67","OK"
"8l0sm","5.06","168.12","323.31","OK"
"8l0sw","1.00","1.14","1.60","OK"
"8l0t1","1.17","2.10","2.63","OK"
"8l0t3","1.00","1.00","1.00","OK"
"8l0t6","1.00","1.11","1.43","OK"
"8l0td","1.00","1.00","1.00","OK"
"8l0ty","1.00","1.00","1.50","OK"
"8l0u5","1.00","1.33","1.33","OK"
"8l0uu","1.33","3.08","4.44","OK"
"8l0v8","2.72","58.84","113.15","Observation"
"8l0v9","12.64","417.56","803.00","OK"
"8l0w0","1.00","1.00","1.00","OK"
"8l0wx","1.25","9.46","18.92","OK"
"8l0wz","1.25","1.67","1.67","OK"
"8l0x3","1.54","20.36","39.15","OK"
"8l0x4","1.50","1.50","3.00","OK"
"8l0x9","1.00","1.00","1.00","OK"
