"partnerid","EntropyIplong","EntropyCid","EntropyAgent","EntropyCntr","status"
"8j6b8","0.00","0.00","0.00","0.00","OK"
"8j6em","5.76","5.87","6.19","1.43","OK"
"8j6en","4.99","3.65","5.05","0.15","OK"
"8j6eq","0.00","0.00","0.00","0.00","OK"
"8j6es","7.18","5.42","7.52","5.51","OK"
"8j6f7","6.61","1.97","5.82","1.58","OK"
"8j6fg","4.67","6.00","5.49","1.54","OK"
"8j6go","1.42","1.20","2.61","0.00","OK"
"8j6he","4.45","5.10","4.50","0.67","OK"
"8j6jw","4.75","1.89","4.80","2.73","OK"
"8j6mc","1.00","0.00","1.00","0.00","OK"
"8j6nz","2.75","2.00","1.55","1.06","OK"
"8j6oi","7.36","6.44","7.16","3.59","OK"
"8j6p7","1.58","1.58","1.58","0.92","OK"
"8j6pj","0.92","1.58","0.92","0.92","OK"
"8j6pm","7.93","2.46","6.40","1.23","OK"
"8j6ze","0.00","1.00","1.00","1.00","OK"
"8j6zf","5.51","5.74","6.85","3.20","OK"
"8j70l","6.20","5.81","5.88","1.92","OK"
"8j72c","1.25","2.58","2.58","2.58","OK"
"8j732","0.00","1.58","1.58","1.58","OK"
"8j73t","8.22","6.23","7.38","3.88","OK"
"8j76o","9.05","4.78","5.89","0.00","OK"
"8j77b","6.67","2.43","6.37","3.14","OK"
"8j78u","3.37","6.19","6.76","3.19","OK"
"8j79o","4.57","2.39","4.40","0.08","OK"
"8j7ao","0.00","0.00","0.00","0.00","OK"
"8j7ba","0.00","0.00","0.00","0.00","OK"
"8j7ct","4.59","4.35","2.77","0.17","OK"
"8j7dc","0.00","0.00","0.00","0.00","OK"
"8j7ia","0.00","0.00","0.00","0.00","OK"
"8j7ic","0.00","1.58","0.00","0.00","OK"
"8j7iy","2.95","2.73","2.42","0.76","OK"
"8j7jh","3.42","3.58","3.25","0.41","OK"
"8j7mj","2.00","2.00","0.00","0.00","OK"
"8j7si","2.00","1.50","1.50","1.50","OK"
"8j7t8","4.24","5.23","4.82","2.47","OK"
"8j7tm","7.33","4.01","6.91","3.91","Fraud"
"8j7tt","1.92","2.32","1.92","0.72","OK"
"8j7xq","3.11","4.39","4.63","3.89","OK"
"8j7yi","0.00","0.00","0.00","0.00","OK"
"8j7yr","5.69","6.61","6.89","4.28","OK"
"8j80q","1.67","3.10","3.28","3.10","OK"
"8j82j","4.08","4.00","3.72","0.17","OK"
"8j839","0.00","0.00","0.00","0.00","OK"
"8j83j","2.72","1.93","3.74","0.44","OK"
"8j83r","0.00","0.00","0.00","0.00","OK"
"8j83y","1.92","1.92","1.92","0.00","OK"
"8j87g","5.96","5.71","4.41","0.36","OK"
"8j87i","1.15","2.52","1.66","1.15","OK"
"8j8b5","0.92","0.92","0.92","0.92","OK"
"8j8bn","2.32","1.52","0.00","0.00","OK"
"8j8bu","2.25","1.92","0.65","0.00","OK"
"8j8eb","0.00","0.00","0.00","0.00","OK"
"8j8eo","1.00","1.00","1.00","1.00","OK"
"8j8et","3.10","3.28","3.28","2.66","OK"
"8j8gw","0.00","0.00","0.00","0.00","OK"
"8j8h8","0.00","0.00","0.00","0.00","OK"
"8j8ho","4.18","5.41","5.56","1.89","OK"
"8j8hq","0.00","0.00","0.00","0.00","OK"
"8j8hr","0.00","2.64","2.73","0.00","OK"
"8j8i3","6.14","5.51","4.89","0.76","OK"
"8j8j4","2.98","3.33","4.13","2.29","OK"
"8j8jd","8.91","1.31","5.82","1.35","OK"
"8j8jg","0.00","1.50","0.81","0.81","OK"
"8j8k3","1.00","1.00","0.00","0.00","OK"
"8j8mt","4.00","3.26","3.57","0.00","OK"
"8j8mz","6.89","4.50","6.94","3.18","OK"
"8j8o4","7.08","2.99","7.53","4.71","OK"
"8j8op","3.69","4.57","3.92","1.52","OK"
"8j8or","2.00","0.81","0.00","0.00","OK"
"8j8ou","1.00","0.00","0.00","0.00","OK"
"8j8q3","2.25","1.25","2.25","1.79","OK"
"8j8rh","0.00","0.00","0.00","0.00","OK"
"8j8sa","0.00","0.00","0.00","0.00","OK"
"8j8se","4.69","5.21","4.89","1.26","OK"
"8j8sf","4.41","5.92","5.45","3.59","OK"
"8j8sv","3.25","4.61","5.04","2.03","OK"
"8j8t2","5.63","5.86","5.52","0.91","OK"
"8j8tf","3.90","4.26","4.41","1.48","OK"
"8j8u2","5.23","5.78","5.42","1.11","OK"
"8j8wj","1.00","1.00","1.00","1.00","OK"
"8j8yz","7.21","3.09","6.83","3.50","OK"
"8j8zb","5.05","2.24","5.68","3.30","OK"
"8j90l","0.00","0.00","0.00","0.00","OK"
"8j90q","2.75","2.41","2.16","2.16","OK"
"8j92i","6.34","6.55","6.81","2.94","OK"
"8j94o","0.00","0.00","0.00","0.00","OK"
"8j94s","0.00","0.00","0.00","0.00","OK"
"8j94z","4.52","1.70","4.89","1.66","OK"
"8j95g","0.92","1.58","0.92","0.92","OK"
"8j967","7.23","3.12","6.69","2.64","OK"
"8j9a2","3.62","4.04","4.04","2.38","OK"
"8j9a5","1.88","0.99","1.45","0.50","OK"
"8j9aa","2.75","3.00","2.00","1.55","OK"
"8j9d9","4.97","5.80","5.72","3.28","OK"
"8j9eq","4.84","3.47","4.03","1.32","OK"
"8j9ey","1.00","1.00","1.00","1.00","OK"
"8j9ge","0.00","0.00","0.00","0.00","OK"
"8j9h2","1.00","1.00","1.00","0.00","OK"
"8j9h9","0.00","0.00","0.00","0.00","OK"
"8j9i6","8.15","5.20","6.82","5.31","OK"
"8j9i7","5.39","3.95","6.50","3.54","OK"
"8j9i9","5.81","3.84","6.98","1.69","OK"
"8j9jc","0.00","0.00","0.00","0.00","OK"
"8j9m9","3.79","2.65","5.09","0.75","OK"
"8j9ml","2.87","2.33","3.93","0.26","OK"
"8j9o0","6.08","2.69","6.41","3.60","OK"
"8j9p4","5.01","3.06","6.47","3.37","Observation"
"8j9pe","4.19","5.18","4.79","1.58","OK"
"8j9q3","2.45","2.29","3.42","2.19","OK"
"8jb5v","0.00","0.00","0.00","0.00","OK"
"8jc3s","7.10","7.37","6.85","3.20","OK"
"8jc5o","5.29","5.59","4.84","1.10","OK"
"8jc8u","0.00","0.00","0.00","0.00","OK"
"8jc8v","7.91","7.85","6.91","3.58","OK"
"8jccm","3.86","3.83","5.50","1.78","OK"
"8jcez","1.25","2.25","1.79","1.79","OK"
"8jcfz","0.00","0.00","0.00","0.00","OK"
"8jcgp","1.35","3.06","3.03","1.86","OK"
"8jch5","4.49","5.69","4.98","2.28","OK"
"8jchh","5.01","5.27","5.52","3.36","OK"
"8jciv","5.44","5.36","5.38","0.98","OK"
"8jclv","5.59","7.08","7.09","5.14","OK"
"8jcoh","0.00","0.00","0.00","0.00","OK"
"8jcru","1.66","3.17","2.95","2.42","OK"
"8jcuw","0.00","0.00","0.00","0.00","OK"
"8jg20","7.61","5.05","6.65","2.09","OK"
"8jg2a","2.25","2.58","2.58","1.25","OK"
"8jg49","0.00","0.00","0.00","0.00","OK"
"8jg5r","2.17","2.37","2.32","2.05","OK"
"8jg82","0.00","0.00","0.00","0.00","OK"
"8jg8w","1.58","1.58","1.58","0.92","OK"
"8jg9s","2.99","4.71","4.26","2.43","OK"
"8jgac","6.44","5.18","4.96","0.70","OK"
"8jgbu","8.92","2.30","6.85","2.51","OK"
"8jgcj","3.68","5.17","4.88","3.00","OK"
"8jgcw","5.35","6.05","4.59","1.28","OK"
"8jgel","2.00","2.00","2.00","1.50","OK"
"8jgf3","0.00","0.00","0.00","0.00","OK"
"8jgg3","5.19","5.76","6.10","2.56","OK"
"8jggg","0.00","0.00","0.00","0.00","OK"
"8jgk9","0.00","0.00","0.00","0.00","OK"
"8jgkk","8.59","6.45","5.88","0.37","Observation"
"8jgl8","0.00","0.00","0.00","0.00","OK"
"8jgls","5.62","2.44","5.17","1.65","OK"
"8jgok","1.58","1.58","0.92","0.00","OK"
"8jgq9","1.00","1.00","0.00","0.00","OK"
"8jgqa","3.80","5.36","5.52","3.90","OK"
"8jgqb","1.17","4.29","3.42","2.51","OK"
"8jgqr","0.00","0.00","0.00","0.00","OK"
"8jgt1","4.77","3.78","4.70","0.53","OK"
"8jgts","4.81","3.76","3.39","1.26","OK"
"8jgu2","0.00","0.00","0.00","0.00","OK"
"8jgul","4.20","4.71","4.64","1.70","OK"
"8jgvx","0.00","0.00","0.00","0.00","OK"
"8jh5s","0.00","0.00","0.00","0.00","OK"
"8jh5u","0.00","0.00","0.00","0.00","OK"
"8jh5v","0.00","0.00","0.00","0.00","OK"
"8jh60","0.00","1.58","0.00","0.00","OK"
"8jh7b","5.67","5.34","5.57","2.13","OK"
"8jh9c","3.13","4.92","5.01","3.49","OK"
"8jhbl","6.04","6.82","6.56","2.66","OK"
"8jhcs","0.00","0.00","1.00","0.00","OK"
"8jhct","1.58","1.58","1.58","0.92","OK"
"8jhdz","3.97","3.10","0.32","0.32","OK"
"8jhep","2.17","2.92","2.32","0.97","OK"
"8jhfv","6.92","7.71","7.39","4.26","OK"
"8jhge","3.80","5.15","5.11","3.66","OK"
"8jhgj","0.00","0.00","0.00","0.00","OK"
"8jhgx","8.62","6.70","6.90","2.41","OK"
"8jhh0","4.11","3.91","1.49","2.02","OK"
"8jhi5","0.92","1.58","0.92","0.00","OK"
"8jhis","1.00","1.00","1.00","0.00","OK"
"8jhit","3.82","3.46","3.52","0.55","OK"
"8jhle","0.00","0.00","0.00","0.00","OK"
"8jhlw","0.92","1.58","0.92","0.92","OK"
"8jhmk","0.00","0.00","0.00","0.00","OK"
"8jhnz","8.27","5.83","6.55","1.53","OK"
"8jhou","3.23","3.98","4.89","2.56","OK"
"8jhp2","2.22","3.28","3.28","2.37","OK"
"8jhsv","1.00","1.00","1.00","0.00","OK"
"8jhtq","0.00","0.00","0.00","0.00","OK"
"8jhw3","4.44","3.81","5.84","1.90","OK"
"8jhw9","2.00","2.00","2.00","0.81","OK"
"8jhyg","2.52","2.13","1.84","1.84","OK"
"8ji11","2.25","2.58","2.25","1.46","OK"
"8ji1d","1.50","2.00","2.00","0.81","OK"
"8ji1k","3.66","5.04","6.95","3.19","OK"
"8ji1l","4.44","6.11","4.49","2.97","OK"
"8ji1s","8.12","3.27","5.67","0.00","OK"
"8ji1u","4.75","4.44","3.87","1.79","Observation"
"8ji2e","0.00","0.00","0.00","0.00","OK"
"8ji49","3.24","4.42","4.51","2.48","OK"
"8ji4k","6.67","6.87","7.28","4.40","OK"
"8ji4m","4.55","4.96","5.22","3.15","OK"
"8ji4n","2.71","4.05","3.97","3.46","OK"
"8ji60","0.00","0.00","0.00","0.00","OK"
"8ji8h","5.40","4.76","5.44","2.56","OK"
"8ji8l","1.00","0.00","1.00","0.00","OK"
"8ji9t","1.00","1.00","0.00","1.00","OK"
"8jiak","0.00","0.00","0.00","0.00","OK"
"8jiam","1.00","1.00","0.00","1.00","OK"
"8jian","1.50","1.50","0.00","1.50","OK"
"8jibl","4.77","4.44","4.75","2.28","OK"
"8jibp","0.00","0.00","0.00","0.00","OK"
"8jict","4.55","1.31","4.27","1.40","OK"
"8jid2","0.00","0.00","0.00","0.00","OK"
"8jiex","5.97","3.47","6.43","2.94","OK"
"8jif4","1.58","1.58","1.58","0.00","OK"
"8jifa","3.25","1.04","2.28","1.83","OK"
"8jiff","4.30","5.76","5.20","3.37","OK"
"8jigh","4.52","4.09","5.30","1.50","OK"
"8jik8","0.00","0.00","0.00","0.00","OK"
"8jil2","2.64","2.95","2.95","2.42","OK"
"8jim2","1.00","1.00","1.00","0.00","OK"
"8jin3","3.33","3.83","3.22","3.30","OK"
"8jior","5.11","2.99","6.48","3.11","OK"
"8jisx","4.60","5.07","5.49","3.02","OK"
"8jith","0.92","1.58","0.00","0.00","OK"
"8jiu2","0.00","0.00","0.00","0.00","OK"
"8jiuc","5.41","6.00","5.09","0.54","OK"
"8jiwm","1.00","1.00","0.00","1.00","OK"
"8jiy2","5.35","2.90","5.29","2.56","OK"
"8jiy8","1.92","1.52","1.92","0.00","OK"
"8jiz8","0.92","0.92","0.92","0.92","OK"
"8jj05","1.00","1.00","1.00","1.00","OK"
"8jj1n","5.56","6.10","6.41","2.54","OK"
"8jj1s","0.00","0.00","0.00","0.00","OK"
"8jj35","0.00","0.00","0.00","0.00","OK"
"8jj3f","2.58","2.58","2.25","0.00","OK"
"8jj6m","5.55","1.99","4.18","3.10","OK"
"8jj7t","8.86","5.35","6.69","3.55","OK"
"8jj80","0.00","0.00","0.00","0.00","OK"
"8jj96","1.00","1.00","1.00","0.00","OK"
"8jj9d","2.13","4.09","3.50","2.34","OK"
"8jjao","4.51","5.59","5.44","0.94","Observation"
"8jjap","6.58","7.08","6.64","2.44","OK"
"8jjc5","5.23","5.01","7.21","1.57","OK"
"8jjds","4.27","5.18","4.70","2.21","OK"
"8jjhc","0.00","0.00","0.00","0.00","OK"
"8jjji","7.02","7.50","7.00","4.15","OK"
"8jjo9","5.14","4.84","6.45","3.16","OK"
"8jjph","0.00","0.00","0.00","0.00","OK"
"8jjs6","7.97","7.16","6.66","1.91","Fraud"
"8jjsg","0.80","3.84","5.08","2.82","OK"
"8jjve","2.57","3.79","3.61","2.44","OK"
"8jjvh","3.46","2.04","2.05","2.05","OK"
"8jjxl","1.50","2.00","1.50","1.00","OK"
"8jk01","8.60","5.58","5.69","1.13","OK"
"8jk02","3.98","2.88","5.12","0.33","OK"
"8jk0d","3.04","0.47","0.12","0.12","Fraud"
"8jk15","7.53","7.32","6.22","2.02","OK"
"8jk1x","6.38","7.20","7.25","3.98","OK"
"8jk3i","5.44","6.62","6.72","4.03","OK"
"8jk4m","7.26","5.55","6.70","3.19","OK"
"8jk57","4.56","3.02","5.55","3.16","OK"
"8jk7c","2.00","2.00","2.00","0.81","OK"
"8jk8e","0.99","1.84","1.84","1.84","OK"
"8jk8g","7.85","6.70","7.02","4.52","OK"
"8jk8n","0.00","0.00","0.00","0.00","OK"
"8jka2","1.37","0.00","0.72","1.37","OK"
"8jkce","3.51","3.46","3.11","1.10","OK"
"8jkdf","4.75","5.74","5.56","0.05","OK"
"8jkdr","4.94","5.69","6.06","4.14","OK"
"8jkea","7.23","7.13","7.35","5.35","OK"
"8jkec","5.47","5.88","6.89","4.31","OK"
"8jked","6.03","5.91","7.74","3.54","OK"
"8jkfd","6.38","5.15","5.21","0.78","OK"
"8jkff","4.15","0.00","4.82","0.00","OK"
"8jkh1","5.81","4.95","4.80","2.27","Observation"
"8jkhu","1.00","1.00","0.00","0.00","OK"
"8jkhv","1.00","1.00","1.00","1.00","OK"
"8jkij","8.08","3.52","5.82","4.74","OK"
"8jkk9","0.00","0.00","0.00","0.00","OK"
"8jkmi","5.88","4.63","4.80","0.00","OK"
"8jkof","6.99","5.52","5.71","1.16","OK"
"8jkor","7.87","6.35","6.95","2.49","OK"
"8jkp0","6.98","6.05","7.40","5.08","OK"
"8jkp1","6.84","7.59","7.36","4.55","OK"
"8jkqn","5.91","5.59","5.60","1.12","OK"
"8jkrj","5.22","4.02","4.80","0.81","OK"
"8jks4","3.43","4.21","3.89","2.89","OK"
"8jksm","4.90","5.55","5.70","3.98","OK"
"8jkt3","1.00","1.00","1.00","1.00","OK"
"8jktn","8.65","3.41","6.48","0.53","OK"
"8jku2","0.00","0.00","0.00","0.00","OK"
"8jkul","9.29","5.00","6.71","3.83","OK"
"8jkv1","5.40","6.15","4.77","0.84","OK"
"8jkv9","2.71","4.66","4.22","2.42","OK"
"8jkve","8.89","4.93","6.03","0.02","OK"
"8jkwc","7.06","7.88","7.55","4.40","OK"
"8jkwu","2.98","3.58","2.64","1.47","OK"
"8jky9","5.96","4.73","7.04","4.40","OK"
"8jl02","1.98","3.68","3.93","0.88","OK"
"8jl05","3.77","6.29","5.84","3.23","OK"
"8jl0l","5.91","3.68","4.07","1.85","OK"
"8jl0o","0.00","0.00","0.00","0.00","OK"
"8jl1o","5.18","3.65","4.94","0.67","OK"
"8jl1u","5.07","6.14","5.49","3.17","OK"
"8jl23","2.65","2.92","2.45","1.16","OK"
"8jl39","0.00","0.00","0.00","0.00","OK"
"8jl3n","4.92","4.77","5.33","2.67","OK"
"8jl3y","6.41","1.18","5.77","0.58","Fraud"
"8jl43","2.82","4.50","4.08","3.30","OK"
"8jl4l","2.24","2.52","2.52","2.24","OK"
"8jl61","4.30","0.84","5.32","3.56","OK"
"8jl6e","9.01","5.90","6.46","1.19","OK"
"8jl7q","6.53","8.56","7.22","3.76","OK"
"8jla6","6.19","6.21","5.87","0.45","OK"
"8jlad","0.00","0.00","0.00","0.00","OK"
"8jlah","1.58","1.58","1.58","0.92","OK"
"8jlc5","4.37","2.88","5.89","0.59","OK"
"8jli0","4.95","4.37","5.35","0.25","OK"
"8jlic","4.93","3.62","3.48","0.35","OK"
"8jlii","5.02","6.86","6.41","4.46","OK"
"8jlis","7.29","5.45","5.66","0.74","OK"
"8jljk","0.00","1.00","0.00","0.00","OK"
"8jljl","0.00","0.00","0.00","0.00","OK"
"8jljm","4.67","4.90","5.05","0.38","OK"
"8jljq","2.75","2.50","0.81","0.81","OK"
"8jljr","7.66","6.60","7.05","3.02","OK"
"8jlju","4.73","5.45","4.78","1.41","OK"
"8jlk3","7.89","0.87","6.83","0.94","OK"
"8jlkt","2.02","3.87","4.96","2.80","OK"
"8jlms","4.67","1.09","5.47","1.70","OK"
"8jlmv","3.51","2.39","3.62","1.06","OK"
"8jlmz","0.00","0.00","0.00","0.00","OK"
"8jln6","5.27","2.98","5.73","2.90","OK"
"8jlnl","6.04","5.59","5.59","1.82","OK"
"8jlos","5.84","5.62","5.76","1.97","OK"
"8jlpw","8.31","7.24","7.71","4.07","OK"
"8jlpz","6.80","5.19","4.65","1.64","OK"
"8jlr2","0.00","1.00","0.00","0.00","OK"
"8jlru","2.00","1.50","1.50","1.50","OK"
"8jlt1","8.84","7.20","7.25","3.17","OK"
"8jlu6","2.94","4.48","7.12","2.69","Fraud"
"8jlus","6.00","6.49","6.29","2.01","OK"
"8jlyt","1.00","1.00","1.00","0.00","OK"
"8jlzr","7.38","5.84","6.47","2.48","OK"
"8jm0h","1.00","1.00","1.00","0.00","OK"
"8jm0y","0.00","0.00","0.00","0.00","OK"
"8jm18","2.50","3.82","3.66","1.92","OK"
"8jm4d","3.93","1.54","1.31","0.90","OK"
"8jm4h","6.43","7.04","6.96","2.58","OK"
"8jm4p","0.00","0.00","0.00","0.00","OK"
"8jm4v","4.58","4.13","6.24","1.38","OK"
"8jm5b","2.77","3.75","2.47","0.99","OK"
"8jm5w","7.45","7.18","6.94","3.82","OK"
"8jm90","6.25","7.19","6.74","3.24","OK"
"8jm9p","8.07","6.80","6.23","0.36","OK"
"8jmbn","1.58","1.58","1.58","0.92","OK"
"8jmch","3.08","4.81","7.01","2.51","OK"
"8kuma","1.00","1.00","1.00","0.00","OK"
"8kump","2.94","2.84","3.37","1.14","OK"
"8kumu","4.55","4.57","5.52","2.74","Fraud"
"8kun0","0.92","0.92","0.92","0.92","OK"
"8kun1","5.34","3.10","6.06","4.26","OK"
"8kun5","2.32","2.65","2.32","0.00","Fraud"
"8kuno","0.00","0.00","0.00","0.00","OK"
"8kunr","3.08","4.36","4.06","0.50","OK"
"8kunx","4.22","6.18","5.94","4.52","OK"
"8kuo4","1.00","1.00","1.00","1.00","OK"
"8kuo5","4.45","6.22","5.99","3.21","OK"
"8kuov","1.22","2.95","2.20","0.76","OK"
"8kuph","1.00","1.00","1.00","1.00","OK"
"8kupw","1.00","1.00","1.00","1.00","OK"
"8kupz","0.00","0.00","0.00","0.00","OK"
"8kuq2","3.66","2.41","2.56","0.37","OK"
"8kuqa","3.68","1.76","5.73","1.66","OK"
"8kuqd","1.90","3.78","1.73","1.42","OK"
"8kuql","1.24","2.23","0.44","0.00","OK"
"8kuro","1.77","2.72","2.17","1.69","OK"
"8kus3","6.15","7.11","6.43","2.46","OK"
"8kus9","5.84","6.79","6.27","2.31","OK"
"8kusa","6.48","4.92","6.28","1.79","OK"
"8kusb","9.01","6.20","6.33","0.36","OK"
"8kusi","1.58","0.92","1.58","0.92","OK"
"8kusr","3.40","3.97","2.53","0.64","OK"
"8kuti","0.00","0.00","0.00","0.00","OK"
"8kuto","0.00","2.67","0.00","0.00","OK"
"8kutv","2.32","0.72","2.32","1.52","OK"
"8kuuh","1.00","1.00","1.00","1.00","OK"
"8kuv3","0.00","0.00","0.00","0.00","OK"
"8kuv8","0.00","0.00","0.00","0.00","OK"
"8kuv9","7.50","4.94","0.52","2.06","Observation"
"8kuva","6.45","2.95","6.38","2.41","OK"
"8kuvb","7.54","3.76","6.52","2.76","Fraud"
"8kuvj","5.82","0.34","5.73","2.51","OK"
"8kuvn","3.97","3.41","3.29","1.85","OK"
"8kuvt","9.00","6.19","5.21","4.34","OK"
"8kuvy","1.00","1.00","1.00","1.00","OK"
"8kux8","2.37","3.35","1.99","0.00","OK"
"8kuxa","10.40","3.05","6.99","4.20","Observation"
"8kuxc","0.00","0.00","0.00","0.00","OK"
"8kuxg","2.81","2.81","2.81","2.13","OK"
"8kuxh","2.87","2.92","3.51","0.70","OK"
"8kuxi","0.00","0.81","1.50","0.00","OK"
"8kuxj","0.57","2.53","2.42","1.34","OK"
"8kuxk","0.00","0.00","0.00","0.00","OK"
"8kuxp","1.58","1.58","1.58","1.58","OK"
"8kuy3","0.00","0.00","0.00","0.00","OK"
"8kuy4","0.00","0.00","0.00","0.00","OK"
"8kuy9","0.00","0.00","0.00","0.00","OK"
"8kuyg","5.49","5.60","6.84","2.69","OK"
"8kuyp","0.00","0.00","0.00","0.00","OK"
"8kuys","4.04","4.26","5.76","0.00","OK"
"8kuze","1.66","1.15","2.52","2.13","OK"
"8kuzg","1.67","2.13","1.20","0.34","OK"
"8kuzj","4.14","5.80","4.57","3.68","OK"
"8kuzl","3.77","0.84","2.79","0.00","OK"
"8kv08","0.00","3.46","0.00","0.00","OK"
"8kv0e","4.88","3.13","4.46","1.48","OK"
"8kv0o","1.46","1.92","0.65","1.46","OK"
"8kv0s","10.96","2.42","5.31","0.14","Observation"
"8kv3c","2.93","3.09","2.51","0.62","OK"
"8kv3v","5.80","4.85","6.01","2.61","Fraud"
"8kv42","0.00","1.00","0.00","0.00","OK"
"8kv4a","1.46","2.58","1.92","1.46","OK"
"8kv4d","0.00","0.00","0.00","0.00","OK"
"8kv4k","1.97","3.87","1.42","1.97","OK"
"8kv4v","4.18","6.22","5.48","3.48","OK"
"8kv4x","1.58","1.58","1.58","0.92","OK"
"8kv5a","0.00","0.00","0.00","0.00","OK"
"8kv5w","1.34","3.76","2.50","2.71","Fraud"
"8kv5y","0.00","0.00","0.00","0.00","OK"
"8kv6q","0.00","0.00","0.00","0.00","OK"
"8kv6v","2.41","3.87","5.10","0.58","Fraud"
"8kv6y","4.00","5.05","4.79","3.36","OK"
"8kv74","4.02","2.81","4.72","0.00","OK"
"8kv77","1.37","1.92","0.97","0.97","OK"
"8kv7n","2.02","2.14","0.97","1.57","Fraud"
"8kv7x","2.03","2.17","1.02","1.59","Fraud"
"8kv80","0.00","0.00","0.00","0.00","OK"
"8kv8i","2.00","2.00","2.00","0.81","OK"
"8kv8s","3.00","3.83","3.39","0.59","OK"
"8kv90","2.73","5.80","4.13","2.41","OK"
"8kv97","5.28","2.57","5.61","3.24","OK"
"8kv9a","3.97","2.75","5.18","2.67","OK"
"8kv9b","2.91","1.31","3.75","2.52","OK"
"8kvad","4.77","2.53","5.26","0.24","OK"
"8kvas","2.41","2.61","5.20","0.09","OK"
"8kvax","3.84","5.47","5.74","2.14","OK"
"8kvb3","2.00","0.81","1.50","1.00","OK"
"8kvbe","3.17","2.64","2.42","0.99","OK"
"8kvbi","0.00","0.00","1.00","0.00","OK"
"8kvc4","0.00","2.00","0.00","0.00","OK"
"8kvc7","0.47","3.64","0.47","0.39","OK"
"8kvc8","1.58","0.92","0.92","0.00","OK"
"8kvcs","1.00","1.00","1.00","0.00","OK"
"8kvct","0.00","0.00","0.00","0.00","OK"
"8kvdh","2.52","1.84","2.13","1.38","OK"
"8kve7","6.17","6.15","5.22","1.91","OK"
"8kvec","3.91","5.15","5.52","1.99","OK"
"8kven","4.16","5.19","4.86","3.57","OK"
"8kveo","2.84","6.06","5.35","4.02","OK"
"8kveq","3.85","4.62","4.77","3.05","OK"
"8kvey","2.81","0.59","2.13","1.15","OK"
"8kvfl","0.00","0.00","0.00","0.00","OK"
"8kvfn","2.32","2.32","1.92","0.72","OK"
"8kvfr","6.78","1.40","6.35","2.22","OK"
"8kvg3","0.00","0.00","0.00","0.00","OK"
"8kvgc","0.00","0.00","0.00","0.00","OK"
"8kvgp","0.00","0.00","0.00","0.00","OK"
"8kvgr","3.91","3.77","3.77","2.04","OK"
"8kvgs","2.03","2.65","1.35","2.29","OK"
"8kvh1","3.33","1.35","3.55","2.57","OK"
"8kvh9","1.50","0.00","0.00","0.00","OK"
"8kvhd","2.32","2.52","2.32","0.47","OK"
"8kvhi","5.79","6.04","5.38","1.27","OK"
"8kvhp","0.81","2.00","2.00","0.00","OK"
"8kvhz","0.00","0.00","0.00","0.00","OK"
"8kvie","0.81","2.00","2.00","0.00","OK"
"8kvil","2.52","2.13","2.52","2.52","OK"
"8kvim","7.08","4.13","6.23","0.68","OK"
"8kviw","6.90","3.44","6.38","2.97","OK"
"8kvj1","3.13","5.56","4.55","1.11","OK"
"8kvjl","0.00","0.00","0.00","0.00","OK"
"8kvkh","0.00","0.00","0.00","0.00","OK"
"8kvkj","2.20","2.06","1.97","0.00","OK"
"8kvkq","4.93","5.53","5.13","0.86","OK"
"8kvkw","4.79","6.60","6.59","3.94","OK"
"8kvl0","4.60","5.89","5.71","4.12","OK"
"8kvl1","5.29","5.63","4.50","2.05","OK"
"8kvl2","5.09","6.55","6.96","4.47","OK"
"8kvl6","5.85","5.98","6.32","3.38","OK"
"8kvl7","6.39","6.03","5.78","1.68","OK"
"8kvl8","0.00","0.00","0.00","0.00","OK"
"8kvlp","7.12","5.82","6.17","1.20","OK"
"8kvlq","2.95","2.73","2.95","0.00","OK"
"8kvm0","4.99","2.37","4.41","0.41","OK"
"8kvm1","5.95","2.02","4.34","0.90","OK"
"8kvm2","8.08","2.26","4.93","0.06","OK"
"8kvm6","0.00","2.42","4.93","0.00","OK"
"8kvm7","0.00","1.45","3.39","0.00","OK"
"8kvma","0.00","0.00","0.00","0.00","OK"
"8kvmd","1.58","0.92","1.58","0.92","OK"
"8kvmf","2.79","4.63","4.74","3.22","OK"
"8kvmo","1.58","4.44","1.58","1.58","OK"
"8kvmr","6.20","6.22","6.24","2.44","OK"
"8kvna","6.17","7.31","7.15","3.87","OK"
"8kvnb","6.31","1.94","2.40","0.19","Observation"
"8kvnu","2.50","3.00","2.50","1.06","OK"
"8kvo1","1.44","3.66","4.86","0.95","OK"
"8kvos","2.25","0.92","2.25","2.25","OK"
"8kvot","3.09","3.70","3.55","2.35","OK"
"8kvpb","1.73","2.43","0.00","2.23","OK"
"8kvpc","1.46","3.08","3.68","1.99","OK"
"8kvpe","3.45","4.00","2.75","1.76","OK"
"8kvpg","0.00","0.97","0.00","0.00","OK"
"8kvpr","0.00","0.00","0.00","0.00","OK"
"8kvpw","2.47","3.98","4.06","2.54","OK"
"8kvq0","3.74","2.99","4.05","0.97","OK"
"8kvqh","2.27","4.53","3.90","2.13","OK"
"8kvqm","4.51","4.76","5.18","2.85","OK"
"8kvqp","0.81","2.00","0.00","0.00","OK"
"8kvr5","0.00","1.58","1.58","0.00","OK"
"8kvr9","0.00","0.00","0.00","0.00","OK"
"8kvrh","1.00","0.00","1.00","1.00","OK"
"8kvrr","1.58","0.92","0.00","1.58","OK"
"8kvry","0.00","0.81","1.50","0.81","OK"
"8kvs0","5.06","3.51","3.51","0.00","OK"
"8kvs1","0.00","0.00","0.00","0.00","OK"
