"partnerid","TotalClicks","NoOfUniqueReferer","RefererClickRatio","NonRefererClickRatio","status"
"8kump","95","2","0.02","0.98","OK"
"8kumu","1359","743","0.55","0.45","Fraud"
"8kun0","3","3","1.00","0.00","OK"
"8kun1","256","39","0.15","0.85","OK"
"8kun5","10","4","0.40","0.60","Fraud"
"8kuno","1","1","1.00","0.00","OK"
"8kunr","27","1","0.04","0.96","OK"
"8kunx","211","97","0.46","0.54","OK"
"8kuo4","2","2","1.00","0.00","OK"
"8kuo5","192","93","0.48","0.52","OK"
"8kuov","9","2","0.22","0.78","OK"
"8kuph","2","2","1.00","0.00","OK"
"8kupw","2","1","0.50","0.50","OK"
"8kupz","1","1","1.00","0.00","OK"
"8kuq2","14","1","0.07","0.93","OK"
"8kuqa","121","40","0.33","0.67","OK"
"8kuqd","31","6","0.19","0.81","OK"
"8kuql","11","1","0.09","0.91","OK"
"8kuro","10","1","0.10","0.90","OK"
"8kus3","521","142","0.27","0.73","OK"
"8kus9","982","139","0.14","0.86","OK"
"8kusa","2574","1073","0.42","0.58","OK"
"8kusb","4705","1639","0.35","0.65","OK"
"8kusi","3","2","0.67","0.33","OK"
"8kusr","17","10","0.59","0.41","OK"
"8kuti","2","2","1.00","0.00","OK"
"8kuto","926","1","0.00","1.00","OK"
"8kutv","5","5","1.00","0.00","OK"
"8kuuh","2","1","0.50","0.50","OK"
"8kuv3","1","1","1.00","0.00","OK"
"8kuv8","1","1","1.00","0.00","OK"
"8kuv9","867","4","0.00","1.00","Observation"
"8kuva","341","4","0.01","0.99","OK"
"8kuvb","5903","4","0.00","1.00","Fraud"
"8kuvj","276","133","0.48","0.52","OK"
"8kuvn","17","1","0.06","0.94","OK"
"8kuvt","105271","316","0.00","1.00","OK"
"8kuvy","2","2","1.00","0.00","OK"
"8kux8","18","5","0.28","0.72","OK"
"8kuxa","65476","79","0.00","1.00","Observation"
"8kuxc","1","1","1.00","0.00","OK"
"8kuxg","7","6","0.86","0.14","OK"
"8kuxh","15","7","0.47","0.53","OK"
"8kuxi","4","1","0.25","0.75","OK"
"8kuxj","20","5","0.25","0.75","OK"
"8kuxk","1","1","1.00","0.00","OK"
"8kuxp","3","2","0.67","0.33","OK"
"8kuy3","1","1","1.00","0.00","OK"
"8kuy4","1","1","1.00","0.00","OK"
"8kuy9","1","1","1.00","0.00","OK"
"8kuyg","1863","551","0.30","0.70","OK"
"8kuyp","1","1","1.00","0.00","OK"
"8kuys","72","2","0.03","0.97","OK"
"8kuze","7","3","0.43","0.57","OK"
"8kuzg","16","4","0.25","0.75","OK"
"8kuzj","146","116","0.79","0.21","OK"
"8kuzl","15","9","0.60","0.40","OK"
"8kv08","2931","1","0.00","1.00","OK"
"8kv0e","68","35","0.51","0.49","OK"
"8kv0o","6","1","0.17","0.83","OK"
"8kv0s","10950","14","0.00","1.00","Observation"
"8kv3c","13","4","0.31","0.69","OK"
"8kv3v","287","6","0.02","0.98","Fraud"
"8kv42","2","2","1.00","0.00","OK"
"8kv4a","6","1","0.17","0.83","OK"
"8kv4d","1","1","1.00","0.00","OK"
"8kv4k","36","5","0.14","0.86","OK"
"8kv4v","230","12","0.05","0.95","OK"
"8kv4x","3","1","0.33","0.67","OK"
"8kv5a","1","1","1.00","0.00","OK"
"8kv5w","397","4","0.01","0.99","Fraud"
"8kv5y","1","1","1.00","0.00","OK"
"8kv6q","1","1","1.00","0.00","OK"
"8kv6v","378","105","0.28","0.72","Fraud"
"8kv6y","44","1","0.02","0.98","OK"
"8kv74","136","1","0.01","0.99","OK"
"8kv77","5","1","0.20","0.80","OK"
"8kv7n","268","1","0.00","1.00","Fraud"
"8kv7x","248","2","0.01","0.99","Fraud"
"8kv80","7","1","0.14","0.86","OK"
"8kv8i","4","3","0.75","0.25","OK"
"8kv8s","19","13","0.68","0.32","OK"
"8kv90","123","14","0.11","0.89","OK"
"8kv97","184","116","0.63","0.37","OK"
"8kv9a","56","7","0.13","0.88","OK"
"8kv9b","16","8","0.50","0.50","OK"
"8kvad","102","47","0.46","0.54","OK"
"8kvas","86","65","0.76","0.24","OK"
"8kvax","111","58","0.52","0.48","OK"
"8kvb3","4","1","0.25","0.75","OK"
"8kvbe","9","3","0.33","0.67","OK"
"8kvbi","2","1","0.50","0.50","OK"
"8kvc4","39","2","0.05","0.95","OK"
"8kvc7","26","2","0.08","0.92","OK"
"8kvc8","3","2","0.67","0.33","OK"
"8kvcs","2","2","1.00","0.00","OK"
"8kvct","1","1","1.00","0.00","OK"
"8kvdh","7","5","0.71","0.29","OK"
"8kve7","206","94","0.46","0.54","OK"
"8kvec","86","42","0.49","0.51","OK"
"8kven","44","16","0.36","0.64","OK"
"8kveo","140","45","0.32","0.68","OK"
"8kveq","34","17","0.50","0.50","OK"
"8kvey","7","5","0.71","0.29","OK"
"8kvfl","1","1","1.00","0.00","OK"
"8kvfn","5","2","0.40","0.60","OK"
"8kvfr","1048","340","0.32","0.68","OK"
"8kvg3","1","1","1.00","0.00","OK"
"8kvgc","1","1","1.00","0.00","OK"
"8kvgp","1","1","1.00","0.00","OK"
"8kvgr","15","5","0.33","0.67","OK"
"8kvgs","13","2","0.15","0.85","OK"
"8kvh1","13","7","0.54","0.46","OK"
"8kvh9","4","2","0.50","0.50","OK"
"8kvhd","10","7","0.70","0.30","OK"
"8kvhi","2448","126","0.05","0.95","OK"
"8kvhp","4","2","0.50","0.50","OK"
"8kvhz","1","1","1.00","0.00","OK"
"8kvie","4","2","0.50","0.50","OK"
"8kvil","7","6","0.86","0.14","OK"
"8kvim","731","43","0.06","0.94","OK"
"8kviw","467","10","0.02","0.98","OK"
"8kvj1","84","45","0.54","0.46","OK"
"8kvjl","1","1","1.00","0.00","OK"
"8kvkh","1","1","1.00","0.00","OK"
"8kvkj","9","1","0.11","0.89","OK"
"8kvkq","85","46","0.54","0.46","OK"
"8kvkw","268","131","0.49","0.51","OK"
"8kvl0","155","56","0.36","0.64","OK"
"8kvl1","149","30","0.20","0.80","OK"
"8kvl2","637","287","0.45","0.55","OK"
"8kvl6","394","193","0.49","0.51","OK"
"8kvl7","811","298","0.37","0.63","OK"
"8kvl8","1","1","1.00","0.00","OK"
"8kvlp","464","145","0.31","0.69","OK"
"8kvlq","9","6","0.67","0.33","OK"
"8kvm0","264","25","0.09","0.91","OK"
"8kvm1","201","3","0.01","0.99","OK"
"8kvm2","1276","119","0.09","0.91","OK"
"8kvm6","544","145","0.27","0.73","OK"
"8kvm7","63","7","0.11","0.89","OK"
"8kvma","1","1","1.00","0.00","OK"
"8kvmd","3","3","1.00","0.00","OK"
"8kvmf","48","29","0.60","0.40","OK"
"8kvmo","29","5","0.17","0.83","OK"
"8kvmr","390","137","0.35","0.65","OK"
"8kvna","1220","915","0.75","0.25","OK"
"8kvnb","175","5","0.03","0.97","Observation"
"8kvnu","8","7","0.88","0.13","OK"
"8kvo1","94","33","0.35","0.65","OK"
"8kvos","6","5","0.83","0.17","OK"
"8kvot","13","3","0.23","0.77","OK"
"8kvpb","32","1","0.03","0.97","OK"
"8kvpc","19","2","0.11","0.89","OK"
"8kvpe","24","5","0.21","0.79","OK"
"8kvpg","5","3","0.60","0.40","OK"
"8kvpr","1","1","1.00","0.00","OK"
"8kvpw","26","2","0.08","0.92","OK"
"8kvq0","32","3","0.09","0.91","OK"
"8kvqh","29","7","0.24","0.76","OK"
"8kvqm","63","29","0.46","0.54","OK"
"8kvqp","4","3","0.75","0.25","OK"
"8kvr5","3","3","1.00","0.00","OK"
"8kvr9","1","1","1.00","0.00","OK"
"8kvrh","2","2","1.00","0.00","OK"
"8kvrr","3","2","0.67","0.33","OK"
"8kvry","4","3","0.75","0.25","OK"
"8kvs0","118","9","0.08","0.92","OK"
"8kvs1","1","1","1.00","0.00","OK"
"8kvs9","10","10","1.00","0.00","OK"
"8kvsu","40","2","0.05","0.95","OK"
"8kvtr","2","2","1.00","0.00","OK"
"8kvtw","1","1","1.00","0.00","OK"
"8kvty","1073","524","0.49","0.51","OK"
"8kvu3","1","1","1.00","0.00","OK"
"8kvu7","10","10","1.00","0.00","OK"
"8kvug","94","33","0.35","0.65","OK"
"8kvuh","28","17","0.61","0.39","OK"
"8kvv2","324","42","0.13","0.87","Observation"
"8kvv3","4","3","0.75","0.25","OK"
"8kvv4","474","6","0.01","0.99","OK"
"8kvv6","3507","34","0.01","0.99","OK"
"8kvv7","188","11","0.06","0.94","OK"
"8kvv8","1","1","1.00","0.00","OK"
"8kvvd","1117","16","0.01","0.99","OK"
"8kvvh","358","17","0.05","0.95","Observation"
"8kvxs","1","1","1.00","0.00","OK"
"8kvy3","3","3","1.00","0.00","OK"
"8kvyf","29","7","0.24","0.76","OK"
"8kvyo","605","100","0.17","0.83","OK"
"8kvyr","38","13","0.34","0.66","OK"
"8kvzp","2","1","0.50","0.50","OK"
"8kw03","4","1","0.25","0.75","OK"
"8kw0f","828","333","0.40","0.60","Observation"
"8kw0n","12","9","0.75","0.25","OK"
"8kw15","8","1","0.13","0.88","OK"
"8kw19","566","240","0.42","0.58","OK"
"8kw1q","28","17","0.61","0.39","OK"
"8kw28","2","2","1.00","0.00","OK"
"8kw2n","1","1","1.00","0.00","OK"
"8kw39","1","1","1.00","0.00","OK"
"8kw3g","1618","364","0.22","0.78","OK"
"8kw4u","4","1","0.25","0.75","OK"
"8kw4v","3099","2860","0.92","0.08","Fraud"
"8kw4x","12","7","0.58","0.42","OK"
"8kw4z","206","42","0.20","0.80","OK"
"8kw53","7","3","0.43","0.57","OK"
"8kw5p","2","2","1.00","0.00","OK"
"8kw5u","511","1","0.00","1.00","Fraud"
"8kw6d","5","2","0.40","0.60","OK"
"8kw70","3","2","0.67","0.33","OK"
"8kwzo","58","5","0.09","0.91","OK"
"8kwzv","73","15","0.21","0.79","OK"
"8kwzx","321","2","0.01","0.99","Fraud"
"8kwzy","56","3","0.05","0.95","OK"
"8kx0a","1","1","1.00","0.00","OK"
"8kx0h","8","2","0.25","0.75","OK"
"8kx0o","280","72","0.26","0.74","OK"
"8kx0y","52","1","0.02","0.98","OK"
"8kx17","3","2","0.67","0.33","OK"
"8kx19","36","20","0.56","0.44","OK"
"8kx1q","1","1","1.00","0.00","OK"
"8kx1z","1","1","1.00","0.00","Observation"
"8kx21","1","1","1.00","0.00","OK"
"8kx25","19","1","0.05","0.95","OK"
"8kx29","1","1","1.00","0.00","OK"
"8kx2a","1","1","1.00","0.00","OK"
"8kx2d","313","5","0.02","0.98","Fraud"
"8kx2g","1","1","1.00","0.00","OK"
"8kx2r","7","3","0.43","0.57","OK"
"8kx2u","202","1","0.00","1.00","Fraud"
"8kx2w","50","1","0.02","0.98","OK"
"8kx31","10578","2091","0.20","0.80","OK"
"8kx33","3","1","0.33","0.67","OK"
"8kx37","53","27","0.51","0.49","OK"
"8kx3a","32","1","0.03","0.97","OK"
"8kx3b","5","2","0.40","0.60","OK"
"8kx3c","50","4","0.08","0.92","OK"
"8kx3f","116","73","0.63","0.37","OK"
"8kx3i","20","4","0.20","0.80","OK"
"8kx3q","241","187","0.78","0.22","OK"
"8kx3r","3","2","0.67","0.33","OK"
"8kx47","6","1","0.17","0.83","OK"
"8kx4j","3","2","0.67","0.33","OK"
"8kx5a","346","2","0.01","0.99","OK"
"8kx5c","19","7","0.37","0.63","OK"
"8kx5g","25","14","0.56","0.44","OK"
"8kx5q","1","1","1.00","0.00","Observation"
"8kx6b","1","1","1.00","0.00","Observation"
"8kx86","2","1","0.50","0.50","Observation"
"8kxdu","20","17","0.85","0.15","OK"
"8kxe3","4","3","0.75","0.25","OK"
"8kxee","611","324","0.53","0.47","OK"
"8kxef","1","1","1.00","0.00","OK"
"8kxel","10","1","0.10","0.90","Fraud"
"8kxem","11","1","0.09","0.91","Fraud"
"8kxep","19","1","0.05","0.95","OK"
"8kxer","122","75","0.61","0.39","OK"
"8kxev","2","2","1.00","0.00","OK"
"8kxew","2","2","1.00","0.00","OK"
"8kxez","1","1","1.00","0.00","OK"
"8kxf2","443","1","0.00","1.00","OK"
"8kxf4","76","35","0.46","0.54","OK"
"8kxfb","97","3","0.03","0.97","OK"
"8kxfu","1","1","1.00","0.00","OK"
"8kxgk","6","4","0.67","0.33","OK"
"8kxgm","50","8","0.16","0.84","OK"
"8kxgs","784","118","0.15","0.85","Fraud"
"8kxgt","205","47","0.23","0.77","OK"
"8kxgu","561","243","0.43","0.57","OK"
"8kxgv","653","84","0.13","0.87","Fraud"
"8kxgy","14","5","0.36","0.64","OK"
"8kxhd","1","1","1.00","0.00","OK"
"8kxhn","20","11","0.55","0.45","OK"
"8kxhp","2","2","1.00","0.00","OK"
"8kxhq","5706","1","0.00","1.00","OK"
"8kxij","2874","1","0.00","1.00","Fraud"
"8kxik","5","2","0.40","0.60","OK"
"8kxim","1","1","1.00","0.00","OK"
"8kxj4","7","3","0.43","0.57","OK"
"8kxj8","55","2","0.04","0.96","OK"
"8kxjw","136","5","0.04","0.96","OK"
"8kxjy","149","4","0.03","0.97","OK"
"8kxkx","1493","95","0.06","0.94","Observation"
"8kxl2","1","1","1.00","0.00","OK"
"8kxl3","1102","770","0.70","0.30","Fraud"
"8kxla","71","26","0.37","0.63","OK"
"8kxlk","954","73","0.08","0.92","OK"
"8kxll","1228","56","0.05","0.95","OK"
"8kxlo","42","16","0.38","0.62","OK"
"8kxlp","1006","168","0.17","0.83","OK"
"8kxlq","84","45","0.54","0.46","OK"
"8kxlr","1884","91","0.05","0.95","OK"
"8kxlt","403","8","0.02","0.98","OK"
"8kxlv","820","111","0.14","0.86","Fraud"
"8kxly","1166","21","0.02","0.98","Fraud"
"8kxm0","48","8","0.17","0.83","OK"
"8kxm9","113","7","0.06","0.94","OK"
"8kxmh","412","276","0.67","0.33","Fraud"
"8kxml","51","6","0.12","0.88","OK"
"8kxmm","1","1","1.00","0.00","OK"
"8kxmo","12","11","0.92","0.08","OK"
"8kxn2","1","1","1.00","0.00","OK"
"8kxn5","37","3","0.08","0.92","OK"
"8kxnk","9","4","0.44","0.56","OK"
"8kxnl","3412","1","0.00","1.00","OK"
"8kxnm","963","1","0.00","1.00","Fraud"
"8kxnn","170","1","0.01","0.99","Observation"
"8kxnw","97","66","0.68","0.32","OK"
"8kxo5","1","1","1.00","0.00","OK"
"8kxoj","406","83","0.20","0.80","Observation"
"8kxom","69","36","0.52","0.48","OK"
"8kxor","12","3","0.25","0.75","OK"
"8kxos","3","2","0.67","0.33","OK"
"8kxox","11","4","0.36","0.64","OK"
"8kxoy","298","2","0.01","0.99","Fraud"
"8kxp5","1","1","1.00","0.00","OK"
"8kxpa","1","1","1.00","0.00","OK"
"8kxpd","30","18","0.60","0.40","OK"
"8kxpq","43","2","0.05","0.95","OK"
"8kxpv","124","1","0.01","0.99","OK"
"8kxq6","1045","488","0.47","0.53","OK"
"8kxqd","53","28","0.53","0.47","OK"
"8kxqf","2","2","1.00","0.00","OK"
"8kxqj","96","2","0.02","0.98","OK"
"8kxqk","1710","541","0.32","0.68","Observation"
"8kxqm","116","1","0.01","0.99","OK"
"8kxqw","108","54","0.50","0.50","OK"
"8kxr9","1192","746","0.63","0.37","Observation"
"8kxrb","79","2","0.03","0.97","Observation"
"8kxrc","46","1","0.02","0.98","OK"
"8kxre","1629","742","0.46","0.54","Observation"
"8kxri","49","23","0.47","0.53","OK"
"8kxrj","29","19","0.66","0.34","OK"
"8kxrs","45","8","0.18","0.82","OK"
"8kxtp","36","30","0.83","0.17","OK"
"8kxvk","367","80","0.22","0.78","OK"
"8kxxf","62","1","0.02","0.98","OK"
"8kxzn","2","2","1.00","0.00","OK"
"8kxzu","561","94","0.17","0.83","OK"
"8ky0g","1","1","1.00","0.00","OK"
"8ky0o","8","2","0.25","0.75","OK"
"8ky15","36","6","0.17","0.83","OK"
"8ky18","1","1","1.00","0.00","OK"
"8ky1v","10","4","0.40","0.60","OK"
"8ky22","26","14","0.54","0.46","OK"
"8ky2b","3","3","1.00","0.00","OK"
"8ky2f","7","4","0.57","0.43","OK"
"8ky2l","3","3","1.00","0.00","OK"
"8ky2n","2","2","1.00","0.00","OK"
"8ky46","73","5","0.07","0.93","OK"
"8ky4j","16","1","0.06","0.94","OK"
"8ky4k","46","20","0.43","0.57","OK"
"8ky4n","7","3","0.43","0.57","OK"
"8ky4r","1","1","1.00","0.00","OK"
"8ky4x","1","1","1.00","0.00","OK"
"8ky50","1","1","1.00","0.00","OK"
"8ky5c","15","7","0.47","0.53","OK"
"8ky5s","1","1","1.00","0.00","OK"
"8ky6d","3","1","0.33","0.67","OK"
"8ky6h","455","1","0.00","1.00","Fraud"
"8ky6n","443","1","0.00","1.00","Fraud"
"8ky6u","12","7","0.58","0.42","OK"
"8ky6v","66","1","0.02","0.98","OK"
"8ky77","4","2","0.50","0.50","OK"
"8ky8n","9","9","1.00","0.00","OK"
"8ky8r","3","3","1.00","0.00","OK"
"8ky93","5","5","1.00","0.00","OK"
"8ky9n","1","1","1.00","0.00","OK"
"8kyao","2","1","0.50","0.50","OK"
"8kyb9","7","4","0.57","0.43","OK"
"8kybc","3","3","1.00","0.00","OK"
"8kybl","5567","109","0.02","0.98","OK"
"8kybu","1","1","1.00","0.00","OK"
"8kyc0","5","2","0.40","0.60","OK"
"8kycf","1","1","1.00","0.00","OK"
"8kycw","185","99","0.54","0.46","OK"
"8kydv","825","3","0.00","1.00","Fraud"
"8kygk","33","4","0.12","0.88","OK"
"8kygl","3","1","0.33","0.67","OK"
"8kygo","1","1","1.00","0.00","OK"
"8kygq","206","121","0.59","0.41","OK"
"8kygz","1","1","1.00","0.00","OK"
"8kyhj","1","1","1.00","0.00","OK"
"8kyiq","14","6","0.43","0.57","OK"
"8kyjt","12","6","0.50","0.50","OK"
"8kyk5","86","59","0.69","0.31","OK"
"8kyka","2","2","1.00","0.00","OK"
"8kyl4","97","54","0.56","0.44","OK"
"8kyl5","40","3","0.08","0.93","OK"
"8kyld","50","8","0.16","0.84","OK"
"8kymr","3","2","0.67","0.33","OK"
"8kynd","10","10","1.00","0.00","OK"
"8kynk","3","3","1.00","0.00","OK"
"8kyov","1902","1900","1.00","0.00","Fraud"
"8kyow","5","5","1.00","0.00","OK"
"8kyoy","1","1","1.00","0.00","OK"
"8kyp1","109","12","0.11","0.89","OK"
"8kyp7","2","1","0.50","0.50","OK"
"8kyp8","7","7","1.00","0.00","OK"
"8kypd","90","12","0.13","0.87","OK"
"8kypr","23","12","0.52","0.48","OK"
"8kyqu","1","1","1.00","0.00","OK"
"8kyre","2","1","0.50","0.50","OK"
"8kysj","12","6","0.50","0.50","OK"
"8kyss","3","2","0.67","0.33","OK"
"8kytg","1","1","1.00","0.00","OK"
"8kyu8","6","4","0.67","0.33","OK"
"8kyvb","4774","3846","0.81","0.19","OK"
"8kyvg","3","2","0.67","0.33","OK"
"8kyvt","2","2","1.00","0.00","OK"
"8kyvw","30","15","0.50","0.50","OK"
"8kyw0","8","5","0.63","0.38","OK"
"8kyw6","27","7","0.26","0.74","OK"
"8kywb","92","10","0.11","0.89","OK"
"8kywm","1","1","1.00","0.00","OK"
"8kywq","1","1","1.00","0.00","OK"
"8kywy","113","25","0.22","0.78","OK"
"8kyxs","1","1","1.00","0.00","OK"
"8kyxz","1","1","1.00","0.00","OK"
"8kyyv","14","2","0.14","0.86","OK"
"8kyz1","14","14","1.00","0.00","OK"
"8kyzp","63868","19654","0.31","0.69","OK"
"8kz2d","12","5","0.42","0.58","OK"
"8kz2e","1","1","1.00","0.00","OK"
"8kz2y","1","1","1.00","0.00","OK"
"8kz4p","1","1","1.00","0.00","OK"
"8kz5j","8","5","0.63","0.38","OK"
"8kz64","106","58","0.55","0.45","OK"
"8kz6l","1","1","1.00","0.00","OK"
"8kz6p","881","483","0.55","0.45","Fraud"
"8kz6r","1","1","1.00","0.00","OK"
"8kz74","2","1","0.50","0.50","OK"
"8kz7h","2","2","1.00","0.00","OK"
"8kz7i","1","1","1.00","0.00","OK"
"8kz7z","14","3","0.21","0.79","OK"
"8kz81","22","5","0.23","0.77","OK"
"8kz84","307","162","0.53","0.47","OK"
"8kz8a","34","19","0.56","0.44","OK"
"8kz9c","10","5","0.50","0.50","OK"
"8kz9e","9","6","0.67","0.33","OK"
"8kz9f","2276","215","0.09","0.91","OK"
"8kz9k","1","1","1.00","0.00","OK"
"8kz9x","3","2","0.67","0.33","OK"
"8kzaf","1","1","1.00","0.00","OK"
"8kzbb","13219","4122","0.31","0.69","OK"
"8kzbg","19","8","0.42","0.58","OK"
"8kzd5","4","2","0.50","0.50","OK"
"8kzds","10","7","0.70","0.30","OK"
"8kzen","29","8","0.28","0.72","OK"
"8kzep","41","29","0.71","0.29","OK"
"8kzer","19","8","0.42","0.58","OK"
"8kzes","1","1","1.00","0.00","OK"
"8kzf2","2","2","1.00","0.00","OK"
"8kzf5","1","1","1.00","0.00","OK"
"8kzfo","86","30","0.35","0.65","OK"
"8kzgc","2","1","0.50","0.50","OK"
"8kzgf","3","3","1.00","0.00","OK"
"8kzhr","9","7","0.78","0.22","OK"
"8kzhu","2","2","1.00","0.00","OK"
"8kzhz","18","3","0.17","0.83","OK"
"8kzi1","3","2","0.67","0.33","OK"
"8kzi5","1","1","1.00","0.00","OK"
"8kzjk","243","1","0.00","1.00","Fraud"
"8kzjq","28","1","0.04","0.96","OK"
"8kzjy","3","3","1.00","0.00","OK"
"8kzkc","5","3","0.60","0.40","OK"
"8kzkl","43","15","0.35","0.65","OK"
"8kzkp","4","2","0.50","0.50","OK"
"8kzkq","1","1","1.00","0.00","OK"
"8kzl3","3","2","0.67","0.33","OK"
"8kzl6","2","2","1.00","0.00","OK"
"8kzlb","1","1","1.00","0.00","OK"
"8kzll","107","12","0.11","0.89","OK"
"8kzlm","4","4","1.00","0.00","OK"
"8kzm1","513","308","0.60","0.40","Fraud"
"8kzmh","3","3","1.00","0.00","OK"
"8kzmx","1","1","1.00","0.00","OK"
"8kzmy","63","4","0.06","0.94","OK"
"8kzna","3318","1360","0.41","0.59","OK"
"8kznn","1295","709","0.55","0.45","OK"
"8kznw","93","32","0.34","0.66","OK"
"8kzo4","8","7","0.88","0.13","OK"
"8kzom","1","1","1.00","0.00","OK"
"8kzpi","8","5","0.63","0.38","OK"
"8kzq3","2","1","0.50","0.50","OK"
"8kzqd","509","135","0.27","0.73","OK"
"8kzqe","4","3","0.75","0.25","OK"
"8kzqo","2","1","0.50","0.50","OK"
"8kzr4","45","11","0.24","0.76","OK"
"8kzr5","59","11","0.19","0.81","OK"
"8kzr6","66","11","0.17","0.83","OK"
"8kzr7","90","11","0.12","0.88","OK"
"8kzr9","52","14","0.27","0.73","OK"
"8kzss","50","14","0.28","0.72","OK"
"8kzst","53","14","0.26","0.74","OK"
"8kzsu","41","13","0.32","0.68","OK"
"8kzt1","3353","1796","0.54","0.46","OK"
"8kztj","3","3","1.00","0.00","OK"
"8kztp","2","1","0.50","0.50","OK"
"8kztq","135","43","0.32","0.68","OK"
"8kzu3","7","5","0.71","0.29","OK"
"8kzuk","47","21","0.45","0.55","OK"
"8kzv1","241","67","0.28","0.72","OK"
"8kzvn","6301","207","0.03","0.97","OK"
"8kzw1","37","24","0.65","0.35","OK"
"8kzwc","11","4","0.36","0.64","OK"
"8kzwu","281","14","0.05","0.95","OK"
"8kzx6","19","4","0.21","0.79","OK"
"8kzxc","46","3","0.07","0.93","OK"
"8kzxk","156","12","0.08","0.92","OK"
"8kzxo","9","1","0.11","0.89","OK"
"8kzxz","1368","5","0.00","1.00","OK"
"8kzy2","3","2","0.67","0.33","OK"
"8kzy5","1700","510","0.30","0.70","OK"
"8kzyi","2182","749","0.34","0.66","Observation"
"8kzyz","3","2","0.67","0.33","OK"
"8l004","1","1","1.00","0.00","OK"
"8l00g","4566","2633","0.58","0.42","OK"
"8l00h","170","125","0.74","0.26","Fraud"
"8l00x","4","3","0.75","0.25","OK"
"8l014","6","5","0.83","0.17","OK"
"8l01a","9","7","0.78","0.22","OK"
"8l01b","1","1","1.00","0.00","OK"
"8l01g","68","1","0.01","0.99","OK"
"8l01w","1","1","1.00","0.00","OK"
"8l01y","24","9","0.38","0.63","OK"
"8l029","9","7","0.78","0.22","OK"
"8l02e","1","1","1.00","0.00","OK"
"8l02g","3","2","0.67","0.33","OK"
"8l02m","2","2","1.00","0.00","OK"
"8l02n","2","2","1.00","0.00","OK"
"8l02t","25","11","0.44","0.56","OK"
"8l02x","146","74","0.51","0.49","OK"
"8l03g","2","2","1.00","0.00","OK"
"8l03j","33","15","0.45","0.55","OK"
"8l046","2","1","0.50","0.50","OK"
"8l04m","26","1","0.04","0.96","OK"
"8l04x","54","6","0.11","0.89","OK"
"8l04z","296","107","0.36","0.64","OK"
"8l050","51","7","0.14","0.86","OK"
"8l051","50","6","0.12","0.88","OK"
"8l052","44","6","0.14","0.86","OK"
"8l053","51","6","0.12","0.88","OK"
"8l05k","6","3","0.50","0.50","OK"
"8l05l","464","195","0.42","0.58","OK"
"8l05z","3","2","0.67","0.33","OK"
"8l061","60","11","0.18","0.82","OK"
"8l063","33","13","0.39","0.61","OK"
"8l06b","1","1","1.00","0.00","OK"
"8l071","292","6","0.02","0.98","OK"
"8l07i","345","39","0.11","0.89","OK"
"8l07n","5","5","1.00","0.00","OK"
"8l07q","1","1","1.00","0.00","OK"
"8l07t","1","1","1.00","0.00","OK"
"8l08l","2","2","1.00","0.00","OK"
"8l09b","89","32","0.36","0.64","OK"
"8l0a0","65","33","0.51","0.49","OK"
"8l0aq","16","11","0.69","0.31","OK"
"8l0b4","213","9","0.04","0.96","OK"
"8l0bl","1129","600","0.53","0.47","Observation"
"8l0bm","13","1","0.08","0.92","OK"
"8l0c2","25","15","0.60","0.40","OK"
"8l0ca","408","68","0.17","0.83","OK"
"8l0cx","29","5","0.17","0.83","OK"
"8l0e4","103","26","0.25","0.75","OK"
"8l0f6","26","18","0.69","0.31","OK"
"8l0fs","1","1","1.00","0.00","OK"
"8l0fv","2","1","0.50","0.50","OK"
"8l0fx","2","1","0.50","0.50","OK"
"8l0gr","34","11","0.32","0.68","OK"
"8l0ho","10","6","0.60","0.40","OK"
"8l0i4","2","1","0.50","0.50","OK"
"8l0io","49","12","0.24","0.76","OK"
"8l0iu","34","11","0.32","0.68","OK"
"8l0iv","38","10","0.26","0.74","OK"
"8l0j8","4","2","0.50","0.50","OK"
"8l0jf","42","13","0.31","0.69","OK"
"8l0k0","1","1","1.00","0.00","OK"
"8l0k9","2","2","1.00","0.00","OK"
"8l0l8","1","1","1.00","0.00","OK"
"8l0lh","20","10","0.50","0.50","OK"
"8l0lm","1","1","1.00","0.00","OK"
"8l0lv","7","5","0.71","0.29","OK"
"8l0m2","2","1","0.50","0.50","OK"
"8l0m9","41","24","0.59","0.41","OK"
"8l0mw","7","5","0.71","0.29","OK"
"8l0n5","7","5","0.71","0.29","OK"
"8l0ng","11","11","1.00","0.00","OK"
"8l0nw","9","2","0.22","0.78","OK"
"8l0p1","49","9","0.18","0.82","OK"
"8l0p8","5","1","0.20","0.80","OK"
"8l0q6","5430","868","0.16","0.84","Fraud"
"8l0r9","6","2","0.33","0.67","OK"
"8l0rb","247","25","0.10","0.90","Fraud"
"8l0rp","122","4","0.03","0.97","OK"
"8l0rq","1532","285","0.19","0.81","OK"
"8l0rr","104","45","0.43","0.57","OK"
"8l0sm","4203","245","0.06","0.94","OK"
"8l0sw","8","5","0.63","0.38","OK"
"8l0t1","21","5","0.24","0.76","OK"
"8l0t3","1","1","1.00","0.00","OK"
"8l0t6","10","2","0.20","0.80","OK"
"8l0td","1","1","1.00","0.00","OK"
"8l0ty","3","2","0.67","0.33","OK"
"8l0u5","4","2","0.50","0.50","OK"
"8l0uu","40","12","0.30","0.70","OK"
"8l0v8","1471","1025","0.70","0.30","Observation"
