"partnerid","Skew1Min","Skew5Min","Skew3Hr","Skew6Hr","status"
"8j55z","0.82","0.73","0.35","-0.01","OK"
"8j57g",0.00,0.00,0.00,0.00,"OK"
"8j59e","2.67","2.67","0.52","-0.34","OK"
"8j5a2","5.29","2.78","2.54","1.44","OK"
"8j5an","4.05","2.21","1.35","0.08","OK"
"8j5bx","4.67","3.03","1.38","0.34","OK"
"8j5cg","5.56","4.35","0.25","-0.58","OK"
"8j5d0","4.19","2.94","0.53","0.30","OK"
"8j5dj","5.52","2.95","1.40","0.01","OK"
"8j5dk",0.00,0.00,0.00,0.00,"OK"
"8j5dn",0.00,0.00,0.00,0.00,"OK"
"8j5ey",0.00,0.00,"1.15","1.15","OK"
"8j5f7",0.00,0.00,"1.06","0.30","OK"
"8j5fu","5.37","2.42","-0.11","-0.51","OK"
"8j5gg","4.30","5.83","2.03","0.89","OK"
"8j5gh","1.79","1.31","1.25","-0.01","OK"
"8j5gi","3.71","3.95","2.02","0.85","OK"
"8j5gj","2.04","1.55","0.32","-0.22","OK"
"8j5h0",0.00,0.00,"1.14","0.89","OK"
"8j5hb",0.00,0.00,0.00,0.00,"OK"
"8j5hx",0.00,0.00,0.00,"0.00","OK"
"8j5ig",0.00,0.00,0.00,"1.15","OK"
"8j5ix",0.00,0.00,"1.92","0.99","OK"
"8j5lq",0.00,"1.79","0.41","0.38","OK"
"8j5lt","1.49","1.63","0.85","0.36","OK"
"8j5n1",0.00,0.00,0.00,0.00,"OK"
"8j5n8",0.00,0.00,"1.50","0.00","OK"
"8j5ne",0.00,0.00,0.00,"0.71","OK"
"8j5oc",0.00,0.00,"0.00","0.49","OK"
"8j5od",0.00,"3.33","0.99","0.89","OK"
"8j5ol","1.50","1.50","1.15","1.15","OK"
"8j5qz",0.00,0.00,0.00,0.00,"OK"
"8j5r6","4.70","2.84","0.33","0.11","OK"
"8j5rx",0.00,0.00,0.00,0.00,"OK"
"8j5t5","3.18","3.43","0.94","0.11","OK"
"8j5wq",0.00,0.00,0.00,0.00,"OK"
"8j5xt",0.00,0.00,0.00,0.00,"OK"
"8j5zr",0.00,0.00,"0.41","-1.15","OK"
"8j5zs",0.00,0.00,"1.88","1.38","OK"
"8j5zz","1.22","0.42","-0.69","-1.08","OK"
"8j603",0.00,0.00,"1.02","0.84","OK"
"8j60b","3.77","2.08","1.01","1.02","OK"
"8j60m","10.05","4.13","0.89","0.61","OK"
"8j60q",0.00,0.00,"-0.49","-0.49","OK"
"8j62o",0.00,0.00,0.00,"2.27","OK"
"8j62v",0.00,0.00,"0.41","1.30","OK"
"8j638","4.18","3.66","0.73","0.27","OK"
"8j64i","1.79","1.79","0.41","0.49","OK"
"8j65y","2.72","2.56","1.18","-0.21","OK"
"8j67b","1.43","2.57","1.17","0.95","OK"
"8j67c","5.00","3.99","1.99","0.93","OK"
"8j696","2.02","1.97","1.46","0.16","OK"
"8j69h",0.00,0.00,0.00,0.00,"OK"
"8j69s",0.00,0.00,0.00,0.00,"OK"
"8j6ac",0.00,"3.33","0.68","0.00","OK"
"8j6ae","1.54","2.15","1.96","1.66","OK"
"8j6b8",0.00,0.00,0.00,0.00,"OK"
"8j6em","2.85","1.47","-0.16","-0.46","OK"
"8j6en","5.52","2.77","0.42","0.18","OK"
"8j6eq",0.00,0.00,0.00,0.00,"OK"
"8j6es","1.63","1.60","1.11","0.89","OK"
"8j6f7","9.11","3.20","0.04","-0.42","OK"
"8j6fg","4.74","3.03","0.93","-0.14","OK"
"8j6go","3.47","2.04","1.32","1.90","OK"
"8j6he","4.53","3.52","1.06","0.25","OK"
"8j6jw",0.00,"5.29","0.56","-0.02","OK"
"8j6mc",0.00,0.00,0.00,0.00,"OK"
"8j6nz",0.00,"2.04","-0.41","-0.41","OK"
"8j6oi","2.08","1.22","-0.14","-1.20","OK"
"8j6p7",0.00,0.00,0.00,"0.00","OK"
"8j6pj",0.00,0.00,0.00,0.00,"OK"
"8j6pm","2.49","1.37","0.17","-0.35","OK"
"8j6ze",0.00,0.00,0.00,0.00,"OK"
"8j6zf","2.37","1.51","0.36","0.18","OK"
"8j70l","4.80","2.26","1.78","1.36","OK"
"8j72c",0.00,0.00,"1.50","1.50","OK"
"8j732",0.00,0.00,0.00,"0.00","OK"
"8j73t","1.38","0.53","-0.33","-0.84","OK"
"8j76o","1.74","1.08","0.18","-0.02","OK"
"8j77b","3.53","1.84","-0.57","-0.63","OK"
"8j78u","2.89","2.69","0.32","0.41","OK"
"8j79o","4.98","2.93","0.63","-0.18","OK"
"8j7ao",0.00,0.00,0.00,0.00,"OK"
"8j7ba",0.00,0.00,0.00,0.00,"OK"
"8j7ct","6.00","6.00","0.77","0.02","OK"
"8j7dc",0.00,0.00,0.00,0.00,"OK"
"8j7ia",0.00,0.00,0.00,0.00,"OK"
"8j7ic",0.00,0.00,0.00,0.00,"OK"
"8j7iy","2.27","2.27","2.04","1.79","OK"
"8j7jh",0.00,0.00,"1.15","0.71","OK"
"8j7mj","0.71","0.71","0.00","0.00","OK"
"8j7si",0.00,0.00,0.00,0.00,"OK"
"8j7t8","5.15","1.48","2.25","1.26","OK"
"8j7tm","1.77","0.85","-0.45","-0.45","Fraud"
"8j7tt",0.00,0.00,0.00,"1.15","OK"
"8j7xq",0.00,"5.20","0.37","0.37","OK"
"8j7yi",0.00,0.00,0.00,0.00,"OK"
"8j7yr","2.91","1.94","0.23","-0.01","OK"
"8j80q","2.67","2.67","0.86","1.16","OK"
"8j82j",0.00,"4.52","1.68","1.42","OK"
"8j839",0.00,0.00,0.00,0.00,"OK"
"8j83j",0.00,"4.13","0.83","0.03","OK"
"8j83r",0.00,0.00,0.00,0.00,"OK"
"8j83y",0.00,0.00,"1.15","-0.71","OK"
"8j87g","3.01","1.95","0.06","-0.32","OK"
"8j87i","1.79","1.79","1.50","1.50","OK"
"8j8b5",0.00,"0.00","0.00","0.00","OK"
"8j8bn","1.15","-0.71","-0.71","-0.71","OK"
"8j8bu",0.00,0.00,0.00,0.00,"OK"
"8j8eb",0.00,0.00,0.00,0.00,"OK"
"8j8eo",0.00,0.00,0.00,0.00,"OK"
"8j8et","2.67","2.67","2.27","1.66","OK"
"8j8gw",0.00,0.00,0.00,0.00,"OK"
"8j8h8",0.00,0.00,0.00,0.00,"OK"
"8j8ho",0.00,"2.77","2.63","1.90","OK"
"8j8hq",0.00,0.00,0.00,0.00,"OK"
"8j8hr",0.00,0.00,"2.27","1.12","OK"
"8j8i3","2.67","2.12","0.74","-0.40","OK"
"8j8j4",0.00,0.00,"0.10","0.59","OK"
"8j8jd","1.41","0.77","0.10","-0.79","OK"
"8j8jg",0.00,0.00,"0.00","0.00","OK"
"8j8k3",0.00,0.00,0.00,0.00,"OK"
"8j8mt","2.35","1.36","1.12","0.70","OK"
"8j8mz","3.25","1.44","-0.30","-1.08","OK"
"8j8o4","2.26","1.12","0.18","-0.15","OK"
"8j8op","3.33","2.47","0.45","0.97","OK"
"8j8or",0.00,0.00,"0.71","0.71","OK"
"8j8ou",0.00,0.00,0.00,0.00,"OK"
"8j8q3",0.00,0.00,0.00,"1.50","OK"
"8j8rh",0.00,0.00,0.00,0.00,"OK"
"8j8sa",0.00,0.00,0.00,0.00,"OK"
"8j8se","4.93","3.43","1.32","1.19","OK"
"8j8sf","7.55","2.35","1.03","0.23","OK"
"8j8sv","6.33","3.50","2.09","1.42","OK"
"8j8t2","2.77","3.08","1.23","0.21","OK"
"8j8tf","5.48","2.16","1.58","1.30","OK"
"8j8u2","3.87","2.27","2.01","0.62","OK"
"8j8wj",0.00,0.00,0.00,0.00,"OK"
"8j8yz","2.89","1.92","-0.29","-0.54","OK"
"8j8zb","4.85","3.19","0.45","0.67","OK"
"8j90l",0.00,0.00,0.00,0.00,"OK"
"8j90q",0.00,0.00,"0.71","0.71","OK"
"8j92i","2.68","2.06","0.11","-0.07","OK"
"8j94o",0.00,0.00,0.00,0.00,"OK"
"8j94s",0.00,0.00,0.00,0.00,"OK"
"8j94z",0.00,"3.66","2.30","1.17","OK"
"8j95g",0.00,0.00,0.00,"0.00","OK"
"8j967","2.74","1.75","0.21","-0.21","OK"
"8j9a2",0.00,"3.88","0.64","0.78","OK"
"8j9a5","2.27","1.12","1.15","1.15","OK"
"8j9aa",0.00,"2.04","2.04","2.04","OK"
"8j9d9","5.05","2.46","1.44","0.98","OK"
"8j9eq","3.33","3.33","0.45","-0.25","OK"
"8j9ey",0.00,0.00,0.00,0.00,"OK"
"8j9ge",0.00,0.00,0.00,0.00,"OK"
"8j9h2",0.00,0.00,0.00,0.00,"OK"
"8j9h9",0.00,0.00,0.00,0.00,"OK"
"8j9i6","1.60","1.44","1.08","1.18","OK"
"8j9i7","3.21","1.88","0.86","-0.43","OK"
"8j9i9","2.19","1.64","0.47","-0.63","OK"
"8j9jc",0.00,0.00,0.00,0.00,"OK"
"8j9m9","4.48","4.29","1.41","1.69","OK"
"8j9ml",0.00,0.00,"1.80","0.89","OK"
"8j9o0","3.94","1.94","0.04","-0.27","OK"
"8j9p4","4.54","2.46","-0.62","-1.43","Observation"
"8j9pe","5.76","2.92","0.87","0.03","OK"
"8j9q3",0.00,0.00,"2.67","1.75","OK"
"8jb5v",0.00,0.00,0.00,0.00,"OK"
"8jc3s","2.46","1.50","0.56","0.22","OK"
"8jc5o","5.36","2.29","0.95","0.61","OK"
"8jc8u",0.00,0.00,0.00,0.00,"OK"
"8jc8v","2.62","1.35","0.24","0.14","OK"
"8jccm","9.75","2.67","0.74","-0.91","OK"
"8jcez","1.50","1.50","0.00","0.00","OK"
"8jcfz",0.00,0.00,0.00,0.00,"OK"
"8jcgp","2.81","2.53","1.78","1.59","OK"
"8jch5","6.76","4.15","1.36","0.69","OK"
"8jchh","3.90","3.59","2.15","1.64","OK"
"8jciv","3.55","2.31","1.14","-0.06","OK"
"8jclv","2.12","1.61","0.68","0.08","OK"
"8jcoh",0.00,0.00,0.00,0.00,"OK"
"8jcru",0.00,0.00,"2.27","2.27","OK"
"8jcuw",0.00,0.00,0.00,0.00,"OK"
"8jg20","2.24","1.25","0.18","-0.42","OK"
"8jg2a",0.00,0.00,"1.50","1.50","OK"
"8jg49",0.00,0.00,0.00,0.00,"OK"
"8jg5r",0.00,"1.15","1.36","1.36","OK"
"8jg82",0.00,0.00,0.00,0.00,"OK"
"8jg8w",0.00,0.00,0.00,0.00,"OK"
"8jg9s",0.00,"2.79","0.00","0.67","OK"
"8jgac","3.90","2.97","0.34","0.49","OK"
"8jgbu","1.33","0.54","-0.13","-0.86","OK"
"8jgcj","5.39","2.61","1.97","1.04","OK"
"8jgcw","6.60","2.02","1.73","1.00","OK"
"8jgel",0.00,0.00,0.00,0.00,"OK"
"8jgf3",0.00,0.00,0.00,0.00,"OK"
"8jgg3","3.51","2.35","2.22","1.01","OK"
"8jggg",0.00,0.00,0.00,0.00,"OK"
"8jgk9",0.00,0.00,0.00,0.00,"OK"
"8jgkk","2.80","1.98","0.09","-0.01","Observation"
"8jgl8",0.00,0.00,0.00,0.00,"OK"
"8jgls","4.64","2.53","0.97","-0.29","OK"
"8jgok",0.00,"0.00",0.00,0.00,"OK"
"8jgq9",0.00,0.00,0.00,0.00,"OK"
"8jgqa","7.00","2.59","1.21","0.34","OK"
"8jgqb","6.48","2.49","1.48","1.10","OK"
"8jgqr",0.00,0.00,0.00,0.00,"OK"
"8jgt1",0.00,"5.77","0.88","0.65","OK"
"8jgts","4.25","3.73","1.46","0.97","OK"
"8jgu2",0.00,0.00,0.00,0.00,"OK"
"8jgul","6.71","4.53","0.31","0.44","OK"
"8jgvx",0.00,0.00,0.00,0.00,"OK"
"8jh5s",0.00,0.00,0.00,0.00,"OK"
"8jh5u",0.00,0.00,0.00,0.00,"OK"
"8jh5v",0.00,0.00,0.00,0.00,"OK"
"8jh60",0.00,"0.00",0.00,0.00,"OK"
"8jh7b","3.67","2.33","0.64","0.14","OK"
"8jh9c","4.42","4.42","0.46","0.54","OK"
"8jhbl","3.24","1.99","0.75","0.21","OK"
"8jhcs",0.00,0.00,0.00,0.00,"OK"
"8jhct",0.00,0.00,0.00,0.00,"OK"
"8jhdz","1.57","1.57","-0.04","-0.04","OK"
"8jhep",0.00,"2.47","0.63","0.91","OK"
"8jhfv","1.96","2.02","1.10","0.73","OK"
"8jhge","3.39","3.49","2.42","2.63","OK"
"8jhgj",0.00,0.00,0.00,0.00,"OK"
"8jhgx","2.49","2.15","1.26","0.80","OK"
"8jhh0","4.19","2.75","1.30","1.43","OK"
"8jhi5",0.00,0.00,"0.00","0.00","OK"
"8jhis",0.00,0.00,0.00,0.00,"OK"
"8jhit","2.57","2.96","2.36","1.53","OK"
"8jhle",0.00,0.00,0.00,0.00,"OK"
"8jhlw",0.00,"0.00","0.00","0.00","OK"
"8jhmk",0.00,0.00,0.00,0.00,"OK"
"8jhnz","4.59","1.88","1.43","0.93","OK"
"8jhou","5.05","3.03","0.70","1.26","OK"
"8jhp2",0.00,0.00,"1.56","0.86","OK"
"8jhsv",0.00,0.00,0.00,0.00,"OK"
"8jhtq",0.00,0.00,0.00,0.00,"OK"
"8jhw3","6.71","3.96","0.06","0.30","OK"
"8jhw9",0.00,0.00,"0.71","0.71","OK"
"8jhyg",0.00,"0.41","0.71","0.71","OK"
"8ji11",0.00,0.00,"1.50","1.50","OK"
"8ji1d",0.00,0.00,0.00,0.00,"OK"
"8ji1k","2.48","1.01","-0.05","-0.16","OK"
"8ji1l","1.50","0.96","0.42","0.29","OK"
"8ji1s","3.82","2.61","1.31","0.58","OK"
"8ji1u","5.76","4.92","0.80","-0.03","Observation"
"8ji2e",0.00,0.00,0.00,0.00,"OK"
"8ji49","5.00","5.00","0.03","0.91","OK"
"8ji4k","2.47","1.97","-0.27","-1.24","OK"
"8ji4m","5.04","4.01","1.25","0.67","OK"
"8ji4n",0.00,0.00,"0.84","0.65","OK"
"8ji60",0.00,0.00,0.00,0.00,"OK"
"8ji8h","8.13","8.50","1.63","1.18","OK"
"8ji8l",0.00,0.00,0.00,0.00,"OK"
"8ji9t",0.00,0.00,0.00,0.00,"OK"
"8jiak",0.00,0.00,0.00,0.00,"OK"
"8jiam",0.00,0.00,0.00,0.00,"OK"
"8jian",0.00,0.00,"0.71","0.71","OK"
"8jibl","4.95","3.93","1.79","1.40","OK"
"8jibp",0.00,0.00,0.00,0.00,"OK"
"8jict","3.71","3.53","1.70","0.26","OK"
"8jid2",0.00,0.00,0.00,0.00,"OK"
"8jiex","4.71","2.23","-0.30","-0.71","OK"
"8jif4",0.00,0.00,0.00,0.00,"OK"
"8jifa","2.85","2.85","0.00","0.46","OK"
"8jiff","5.33","3.46","0.87","0.57","OK"
"8jigh",0.00,"2.50","1.72","0.69","OK"
"8jik8",0.00,0.00,0.00,0.00,"OK"
"8jil2",0.00,0.00,"2.27","0.95","OK"
"8jim2",0.00,0.00,0.00,0.00,"OK"
"8jin3",0.00,0.00,"1.24","0.39","OK"
"8jior","4.78","1.85","-0.49","-1.10","OK"
"8jisx","3.13","2.17","1.33","0.62","OK"
"8jith",0.00,0.00,0.00,0.00,"OK"
"8jiu2",0.00,0.00,0.00,0.00,"OK"
"8jiuc","4.13","3.65","0.85","0.17","OK"
"8jiwm",0.00,0.00,0.00,0.00,"OK"
"8jiy2","3.87","2.29","0.86","0.80","OK"
"8jiy8",0.00,0.00,"1.15","0.71","OK"
"8jiz8",0.00,0.00,"0.00","0.00","OK"
"8jj05",0.00,0.00,0.00,0.00,"OK"
"8jj1n","4.57","4.40","1.54","0.84","OK"
"8jj1s",0.00,0.00,0.00,0.00,"OK"
"8jj35",0.00,0.00,0.00,0.00,"OK"
"8jj3f",0.00,0.00,"1.50","1.15","OK"
"8jj6m","5.41","4.34","1.24","1.64","OK"
"8jj7t","2.35","2.26","1.80","0.70","OK"
"8jj80",0.00,0.00,0.00,0.00,"OK"
"8jj96",0.00,0.00,0.00,0.00,"OK"
"8jj9d","3.61","2.16","1.45","1.21","OK"
"8jjao","3.35","2.92","0.87","-0.07","Observation"
"8jjap","2.34","1.79","-0.89","-1.28","OK"
"8jjc5","1.58","0.81","0.08","0.08","OK"
"8jjds","6.58","4.00","1.86","0.68","OK"
"8jjhc",0.00,0.00,0.00,0.00,"OK"
"8jjji","5.15","4.85","0.62","0.28","OK"
"8jjo9","4.52","2.78","-0.18","-0.10","OK"
"8jjph",0.00,0.00,0.00,0.00,"OK"
"8jjs6","2.81","1.67","1.00","0.40","Fraud"
"8jjsg","5.15","4.05","0.42","0.16","OK"
"8jjve","3.02","1.70","1.31","0.61","OK"
"8jjvh","0.95","0.95","0.95","0.95","OK"
"8jjxl",0.00,0.00,"0.71","0.71","OK"
"8jk01","4.05","2.05","1.00","0.10","OK"
"8jk02","5.75","2.90","0.23","-0.31","OK"
"8jk0d","4.65","2.71","1.12","0.72","Fraud"
"8jk15","4.93","6.55","1.96","0.68","OK"
"8jk1x","2.61","1.93","0.97","-0.53","OK"
"8jk3i","3.55","3.31","0.95","0.33","OK"
"8jk4m","0.99","0.69","0.57","0.64","OK"
"8jk57","4.41","2.04","0.43","-0.37","OK"
"8jk7c",0.00,0.00,0.00,0.00,"OK"
"8jk8e","1.79","1.79","1.50","0.49","OK"
"8jk8g","10.39","2.41","0.92","0.62","OK"
"8jk8n",0.00,0.00,0.00,0.00,"OK"
"8jka2","1.15","0.71","0.71","0.71","OK"
"8jkce",0.00,0.00,"0.99","1.50","OK"
"8jkdf","3.14","1.73","0.52","0.05","OK"
"8jkdr","5.18","2.45","1.15","0.16","OK"
"8jkea","6.70","5.73","1.85","1.06","OK"
"8jkec","3.29","1.99","0.78","-0.05","OK"
"8jked","2.20","1.12","-0.63","-1.01","OK"
"8jkfd","2.42","1.42","-0.02","0.02","OK"
"8jkff","8.60","3.42","0.52","0.32","OK"
"8jkh1","2.34","1.32","0.38","-0.80","Observation"
"8jkhu",0.00,0.00,0.00,0.00,"OK"
"8jkhv",0.00,0.00,0.00,0.00,"OK"
"8jkij","0.91","0.41","-0.30","-0.85","OK"
"8jkk9",0.00,0.00,0.00,0.00,"OK"
"8jkmi","7.07","3.39","0.41","0.00","OK"
"8jkof","6.59","7.64","0.46","0.44","OK"
"8jkor","8.13","4.83","0.57","0.17","OK"
"8jkp0","1.66","1.46","0.66","0.72","OK"
"8jkp1","1.44","1.68","1.01","0.03","OK"
"8jkqn","4.55","2.55","0.67","0.43","OK"
"8jkrj","7.17","3.57","0.83","1.10","OK"
"8jks4","1.79","1.99","0.84","1.07","OK"
"8jksm","4.60","2.40","0.77","0.53","OK"
"8jkt3",0.00,0.00,0.00,0.00,"OK"
"8jktn","1.60","0.96","0.18","-0.58","OK"
"8jku2",0.00,0.00,0.00,0.00,"OK"
"8jkul","1.20","0.56","-0.03","-0.54","OK"
"8jkv1","3.63","2.09","0.78","0.27","OK"
"8jkv9","3.55","2.65","2.22","1.38","OK"
"8jkve","2.98","2.07","0.90","0.59","OK"
"8jkwc","1.30","0.89","0.16","-0.21","OK"
"8jkwu",0.00,0.00,"2.05","1.59","OK"
"8jky9","3.53","2.09","-0.05","-0.44","OK"
"8jl02",0.00,"3.88","0.61","0.04","OK"
"8jl05","5.50","2.91","0.80","0.04","OK"
"8jl0l","1.31","1.04","-0.31","-1.95","OK"
"8jl0o",0.00,0.00,0.00,0.00,"OK"
"8jl1o","3.78","1.70","1.57","0.50","OK"
"8jl1u","4.98","4.38","3.10","2.00","OK"
"8jl23","2.47","2.47","2.47","1.15","OK"
"8jl39",0.00,0.00,0.00,0.00,"OK"
"8jl3n","3.88","2.69","2.86","2.09","OK"
"8jl3y","3.66","2.13","0.17","0.03","Fraud"
"8jl43","5.29","4.06","1.72","1.14","OK"
"8jl4l","1.79","1.79","1.79","0.41","OK"
"8jl61","4.52","5.09","0.75","1.17","OK"
"8jl6e","5.26","2.34","1.18","-0.23","OK"
"8jl7q","2.72","1.96","0.96","-0.38","OK"
"8jla6","3.55","2.76","1.22","-0.15","OK"
"8jlad",0.00,0.00,0.00,0.00,"OK"
"8jlah",0.00,0.00,0.00,0.00,"OK"
"8jlc5","4.58","2.53","0.43","-0.54","OK"
"8jli0","1.58","1.49","1.15","1.23","OK"
"8jlic","4.21","6.09","2.74","2.29","OK"
"8jlii","4.00","2.98","0.51","-0.36","OK"
"8jlis","1.10","0.81","0.27","-0.78","OK"
"8jljk",0.00,0.00,0.00,0.00,"OK"
"8jljl",0.00,0.00,0.00,0.00,"OK"
"8jljm","3.07","4.86","2.07","1.34","OK"
"8jljq",0.00,"2.04","0.53","0.00","OK"
"8jljr","0.37","0.24","-0.31","-0.06","OK"
"8jlju","4.36","5.17","2.35","1.33","OK"
"8jlk3","1.87","0.82","-0.28","-0.93","OK"
"8jlkt","3.21","2.74","0.21","0.23","OK"
"8jlms","8.00","3.36","1.02","1.39","OK"
"8jlmv","3.88","2.37","1.05","0.63","OK"
"8jlmz",0.00,0.00,0.00,0.00,"OK"
"8jln6","4.07","3.81","0.17","-0.39","OK"
"8jlnl","3.82","3.03","0.55","0.74","OK"
"8jlos","3.14","3.21","1.49","0.53","OK"
"8jlpw","1.49","1.45","0.58","0.46","OK"
"8jlpz","2.93","3.31","3.85","2.49","OK"
"8jlr2",0.00,0.00,0.00,0.00,"OK"
"8jlru",0.00,"0.71","0.71","0.71","OK"
"8jlt1","2.29","2.49","0.89","-0.41","OK"
"8jlu6","2.46","1.44","0.51","-0.11","Fraud"
"8jlus","2.59","1.66","0.57","0.50","OK"
"8jlyt",0.00,0.00,0.00,0.00,"OK"
"8jlzr","3.07","2.30","1.90","0.85","OK"
"8jm0h",0.00,0.00,0.00,0.00,"OK"
"8jm0y",0.00,0.00,0.00,0.00,"OK"
"8jm18",0.00,"4.25","1.26","1.16","OK"
"8jm4d","2.44","1.91","0.79","0.71","OK"
"8jm4h","2.47","2.49","2.06","0.79","OK"
"8jm4p",0.00,0.00,0.00,0.00,"OK"
"8jm4v","3.76","2.37","0.44","-0.29","OK"
"8jm5b","3.47","1.28","1.40","1.40","OK"
"8jm5w","1.54","0.74","-0.11","-0.35","OK"
"8jm90","2.62","2.94","1.38","0.28","OK"
"8jm9p","2.39","2.07","0.64","-0.55","OK"
"8jmbn",0.00,0.00,0.00,0.00,"OK"
"8jmch","2.61","1.80","-0.12","-0.29","OK"
"8kuma",0.00,0.00,0.00,0.00,"OK"
"8kump","4.45","3.61","1.03","0.61","OK"
"8kumu","2.08","2.06","3.49","2.40","Fraud"
"8kun0",0.00,"0.00",0.00,0.00,"OK"
"8kun1","3.97","2.03","-0.15","-0.20","OK"
"8kun5","2.27","2.04","1.29","1.29","Fraud"
"8kuno",0.00,0.00,0.00,0.00,"OK"
"8kunr","4.80","0.77","0.51","0.51","OK"
"8kunx","4.84","2.51","1.30","0.48","OK"
"8kuo4",0.00,0.00,0.00,0.00,"OK"
"8kuo5","4.17","2.54","0.90","-0.19","OK"
"8kuov",0.00,"2.27","1.12","1.15","OK"
"8kuph",0.00,0.00,0.00,0.00,"OK"
"8kupw",0.00,0.00,0.00,0.00,"OK"
"8kupz",0.00,0.00,0.00,0.00,"OK"
"8kuq2",0.00,0.00,"3.18","0.41","OK"
"8kuqa","7.16","3.40","0.57","0.24","OK"
"8kuqd","1.39","1.74","1.37","1.37","OK"
"8kuql",0.00,"1.34","-0.41","-0.41","OK"
"8kuro","2.47","2.27","0.63","-1.15","OK"
"8kus3","4.07","2.57","1.69","0.50","OK"
"8kus9","3.03","2.24","0.58","0.27","OK"
"8kusa","1.76","1.33","-0.06","-0.33","OK"
"8kusb","3.09","3.58","1.73","0.77","OK"
"8kusi",0.00,0.00,0.00,0.00,"OK"
"8kusr","3.61","2.16","3.18","1.77","OK"
"8kuti",0.00,0.00,0.00,0.00,"OK"
"8kuto","-1.84","-0.68","-0.12","-0.12","OK"
"8kutv",0.00,0.00,0.00,"-0.71","OK"
"8kuuh",0.00,0.00,0.00,0.00,"OK"
"8kuv3",0.00,0.00,0.00,0.00,"OK"
"8kuv8",0.00,0.00,0.00,0.00,"OK"
"8kuv9","2.76","1.86","0.76","0.55","Observation"
"8kuva","4.72","1.87","0.01","-0.30","OK"
"8kuvb","1.91","1.76","1.41","1.30","Fraud"
"8kuvj","6.04","3.22","-0.06","-0.36","OK"
"8kuvn",0.00,0.00,"0.37","1.23","OK"
"8kuvt","1.31","1.36","0.75","0.75","OK"
"8kuvy",0.00,0.00,0.00,0.00,"OK"
"8kux8","3.61","2.62","0.51","0.11","OK"
"8kuxa","0.37","0.22","-1.68","-2.07","Observation"
"8kuxc",0.00,0.00,0.00,0.00,"OK"
"8kuxg",0.00,0.00,0.00,0.00,"OK"
"8kuxh",0.00,0.00,"0.57","0.57","OK"
"8kuxi",0.00,"0.71",0.00,0.00,"OK"
"8kuxj","2.15","1.24","0.79","0.79","OK"
"8kuxk",0.00,0.00,0.00,0.00,"OK"
"8kuxp",0.00,0.00,0.00,"0.00","OK"
"8kuy3",0.00,0.00,0.00,0.00,"OK"
"8kuy4",0.00,0.00,0.00,0.00,"OK"
"8kuy9",0.00,0.00,0.00,0.00,"OK"
"8kuyg","2.38","1.61","1.06","0.35","OK"
"8kuyp",0.00,0.00,0.00,0.00,"OK"
"8kuys","0.50","0.74","0.68","0.68","OK"
"8kuze","1.79","1.79","1.79","1.50","OK"
"8kuzg","2.56","1.65","1.44","1.13","OK"
"8kuzj","4.51","1.96","1.76","0.80","OK"
"8kuzl",0.00,0.00,"0.32","0.00","OK"
"8kv08","0.14","0.01","0.58","0.58","OK"
"8kv0e","6.87","4.65","1.94","0.86","OK"
"8kv0o",0.00,"1.50","0.00","0.00","OK"
"8kv0s","3.21","4.09","1.86","0.58","Observation"
"8kv3c","3.02","2.67","1.55","1.55","OK"
"8kv3v","4.23","7.07","3.66","2.24","Fraud"
"8kv42",0.00,0.00,0.00,0.00,"OK"
"8kv4a",0.00,"1.50","0.00","0.00","OK"
"8kv4d",0.00,0.00,0.00,0.00,"OK"
"8kv4k","0.00","0.22","-1.15","0.00","OK"
"8kv4v","3.85","1.88","1.34","1.29","OK"
"8kv4x",0.00,0.00,0.00,0.00,"OK"
"8kv5a",0.00,0.00,0.00,0.00,"OK"
"8kv5w","1.13","1.25","1.14","0.71","Fraud"
"8kv5y",0.00,0.00,0.00,0.00,"OK"
"8kv6q",0.00,0.00,0.00,0.00,"OK"
"8kv6v","2.97","2.17","0.78","0.44","Fraud"
"8kv6y","6.33","3.28","1.09","0.33","OK"
"8kv74","3.01","2.67","2.90","1.83","OK"
"8kv77",0.00,"1.15","0.00","0.00","OK"
"8kv7n","2.28","0.62","1.20","1.67","Fraud"
"8kv7x","2.91","0.98","1.28","1.64","Fraud"
"8kv80","1.79","0.49",0.00,0.00,"OK"
"8kv8i",0.00,0.00,0.00,"0.71","OK"
"8kv8s","3.88","1.60","1.18","0.72","OK"
"8kv90","1.78","0.96","2.12","1.52","OK"
"8kv97","6.48","2.31","0.09","0.66","OK"
"8kv9a","4.90","3.84","0.89","-0.19","OK"
"8kv9b","3.47","3.47","1.14","-0.46","OK"
"8kvad","3.06","2.20","1.56","1.14","OK"
"8kvas","9.06","3.69","1.41","1.64","OK"
"8kvax","5.75","4.12","0.17","0.02","OK"
"8kvb3",0.00,0.00,0.00,0.00,"OK"
"8kvbe",0.00,0.00,"-1.50","-1.50","OK"
"8kvbi",0.00,0.00,0.00,0.00,"OK"
"8kvc4","0.80","-0.41",0.00,0.00,"OK"
"8kvc7","0.00","-0.33","0.19","0.19","OK"
"8kvc8",0.00,0.00,0.00,0.00,"OK"
"8kvcs",0.00,0.00,0.00,0.00,"OK"
"8kvct",0.00,0.00,0.00,0.00,"OK"
"8kvdh",0.00,0.00,"0.41","0.41","OK"
"8kve7","6.57","3.00","0.98","-0.16","OK"
