"partnerid","AgentClickRatio","AgentVariance","MaxSameCidCount","NoOfUniqueCid","CidClickRatio","CidVariance","status"
"8izay","1.00","0.00","1","1","1.00","0.00","OK"
"8izbp","1.00","0.00","1","2","1.00","0.00","OK"
"8izbt","0.64","1.58","8","45","0.80","1.12","OK"
"8ize1","1.00","0.00","1","1","1.00","0.00","OK"
"8izgi","0.40","2.25","2","4","0.80","0.19","OK"
"8izjs","1.00","0.00","1","2","1.00","0.00","OK"
"8izkp","1.00","0.00","1","1","1.00","0.00","OK"
"8izlr","0.50","1.60","2","7","0.70","0.24","OK"
"8iznj","0.10","2442.01","356","140","0.05","4009.71","OK"
"8izot","1.00","0.00","1","1","1.00","0.00","OK"
"8izpa","0.31","31.45","18","180","0.39","5.15","OK"
"8izsa","1.00","0.00","6","2","0.25","4.00","OK"
"8izt5","0.12","504.71","404","262","0.09","1363.90","Observation"
"8izt6","0.06","1600.67","288","93","0.05","1865.60","Observation"
"8iztc","0.40","9.62","229","60","0.19","849.75","OK"
"8iztd","0.71","0.24","3","5","0.71","0.64","OK"
"8iztj","0.51","5.95","4","32","0.71","0.74","OK"
"8izts","1.00","0.00","1","1","1.00","0.00","OK"
"8izu7","0.75","0.22","1","4","1.00","0.00","OK"
"8izv8","0.25","1.00","2","6","0.75","0.22","OK"
"8izwb","0.38","8.78","183","44","0.18","733.57","OK"
"8izwe","0.31","15.97","98","55","0.12","459.81","Fraud"
"8izxr","0.57","3.03","5","33","0.57","1.27","OK"
"8izzv","0.25","284.86","28","106","0.33","23.54","OK"
"8j00e","0.76","0.28","5","30","0.73","0.77","OK"
"8j01d","1.00","0.00","1","4","1.00","0.00","OK"
"8j029","1.00","0.00","3","4","0.67","0.75","OK"
"8j07i","0.46","9.79","9","62","0.52","3.06","OK"
"8j07s","0.48","3.76","8","14","0.52","3.49","OK"
"8j085","0.40","2.25","3","3","0.60","0.89","OK"
"8j08y","0.08","7936.88","854","81","0.01","24926.36","OK"
"8j094","1.00","0.00","1","1","1.00","0.00","OK"
"8j096","0.86","0.14","3","11","0.79","0.38","OK"
"8j09p","0.71","0.24","2","6","0.86","0.14","OK"
"8j0a9","0.67","0.71","26","14","0.24","38.12","OK"
"8j0ao","1.00","0.00","2","14","0.93","0.07","OK"
"8j0b4","0.17","279.79","177","218","0.14","310.29","OK"
"8j0b5","0.20","253.10","72","240","0.16","87.60","OK"
"8j0bs","0.36","8.15","25","134","0.28","22.26","OK"
"8j0bz","1.00","0.00","1","2","1.00","0.00","OK"
"8j0da","0.92","0.08","3","8","0.67","0.50","OK"
"8j0dl","1.00","0.00","1","3","1.00","0.00","OK"
"8j0eq","0.76","0.52","5","39","0.76","0.52","OK"
"8j0fj","0.26","48.80","657","139","0.14","3067.83","OK"
"8j0g9","0.57","2.93","12","23","0.49","6.74","OK"
"8j0h6","0.50","0.00","1","2","1.00","0.00","OK"
"8j0hb","0.41","7.18","22","155","0.45","6.47","OK"
"8j0j9","0.55","2.14","6","37","0.70","0.89","OK"
"8j0m9","1.00","0.00","1","3","1.00","0.00","OK"
"8j0mk","0.58","3.00","5","21","0.81","0.75","OK"
"8j0mw","0.68","1.09","4","19","0.68","0.99","OK"
"8j0n4","0.28","69.90","28","89","0.40","11.10","OK"
"8j0ov","0.27","92.24","163","89","0.24","297.26","OK"
"8j0oz","1.00","0.00","1","3","1.00","0.00","OK"
"8j0pl","0.10","2010.43","117","206","0.09","318.29","Fraud"
"8j0py","1.00","0.00","1","1","1.00","0.00","OK"
"8j0qc","0.28","141.13","23","68","0.25","26.10","OK"
"8j0qr","1.00","0.00","1","2","1.00","0.00","OK"
"8j0su","0.86","0.14","2","5","0.71","0.24","OK"
"8j0tb","1.00","0.00","1","7","1.00","0.00","OK"
"8j0tg","0.89","0.11","2","7","0.78","0.20","OK"
"8j0w1","0.05","9047.56","589","198","0.06","2808.91","Observation"
"8j0wb","0.63","1.24","4","8","0.42","0.73","OK"
"8j0ww","0.40","9.05","324","4","0.01","19561.69","OK"
"8j0x3","0.29","27.73","628","34","0.05","11199.99","OK"
"8j0x9","0.07","1206.05","345","271","0.06","981.82","Observation"
"8j0z9","1.00","0.00","1","3","1.00","0.00","OK"
"8j10c","0.03","165790.16","4305","284","0.01","211535.46","OK"
"8j11k","0.67","0.58","4","5","0.56","1.36","OK"
"8j121","0.66","1.14","11","22","0.54","6.12","OK"
"8j12n","0.62","1.35","5","14","0.48","1.78","OK"
"8j15b","0.65","1.55","5","26","0.84","0.62","OK"
"8j16r","1.00","0.00","1","6","1.00","0.00","OK"
"8j18g","0.86","0.14","1","7","1.00","0.00","OK"
"8j197","0.06","107.56","9","19","0.40","4.99","OK"
"8j19d","0.52","5.85","18","49","0.52","6.79","OK"
"8j19f","0.17","226.78","241","449","0.14","239.36","OK"
"8j19x","0.08","1410.97","693","775","0.08","1610.90","OK"
"8j1a0","0.65","0.81","13","18","0.37","13.65","OK"
"8j1a1","0.27","133.72","428","314","0.22","596.45","OK"
"8j1a2","0.35","50.61","64","221","0.30","36.99","OK"
"8j1a3","0.83","0.16","2","11","0.92","0.08","OK"
"8j1a6","0.93","0.15","2","24","0.89","0.11","OK"
"8j1a7","0.91","0.09","5","17","0.77","0.91","OK"
"8j1aj","0.17","191.08","830","155","0.11","4414.99","OK"
"8j1di","0.64","1.01","12","14","0.42","8.37","OK"
"8j1fp","0.75","0.22","2","3","0.75","0.22","OK"
"8j1h7","1.00","0.00","1","3","1.00","0.00","OK"
"8j1j6","0.71","0.24","2","6","0.86","0.14","OK"
"8j1lc","0.48","12.78","8","78","0.64","1.14","OK"
"8j1od","0.15","471.94","954","161","0.09","5711.76","OK"
"8j1pb","0.46","4.15","7","88","0.57","2.11","OK"
"8j1pd","0.05","12941.49","519","526","0.06","2030.34","OK"
"8j1q5","1.00","0.00","1","1","1.00","0.00","OK"
"8j1qi","1.00","0.00","1","1","1.00","0.00","OK"
"8j1rc","0.60","0.89","3","3","0.60","0.89","OK"
"8j1s7","1.00","0.00","1","1","1.00","0.00","OK"
"8j1se","0.47","4.38","10","68","0.52","2.99","OK"
"8j1so","0.53","3.04","6","20","0.50","2.10","OK"
"8j1sp","0.36","11.87","10","14","0.39","5.10","OK"
"8j1sw","0.50","3.59","44","6","0.06","203.56","OK"
"8j1t4","0.22","81.28","673","57","0.07","7765.72","OK"
"8j1ti","0.05","12582.77","9139","119","0.01","695378.64","OK"
"8j1u4","0.63","0.64","2","15","0.94","0.06","OK"
"8j1u5","0.64","1.86","30","19","0.34","41.84","OK"
"8j1uw","0.40","2.25","4","2","0.40","2.25","OK"
"8j1x0","0.86","0.14","2","6","0.86","0.14","OK"
"8j1xv","0.83","0.16","1","18","1.00","0.00","OK"
"8j1y0","1.00","0.00","1","1","1.00","0.00","OK"
"8j1y6","0.80","0.19","1","5","1.00","0.00","OK"
"8j20z","0.17","346.83","66","226","0.16","91.49","OK"
"8j22j","0.78","0.49","2","8","0.89","0.11","OK"
"8j22t","0.78","0.20","2","7","0.78","0.20","OK"
"8j23z","0.13","0.00","4","4","0.50","1.50","OK"
"8j240","1.00","0.00","2","1","0.50","0.00","OK"
"8j24h","1.00","0.00","1","1","1.00","0.00","OK"
"8j26k","0.60","8.58","8","51","0.60","2.34","OK"
"8j279","0.48","2.82","5","39","0.62","1.31","OK"
"8j27p","0.71","0.24","3","4","0.57","0.69","OK"
"8j295","1.00","0.00","1","3","1.00","0.00","OK"
"8j29y","0.58","1.35","4","6","0.50","1.33","OK"
"8j2b6","0.64","1.72","5","55","0.83","0.45","OK"
"8j2b9","0.68","2.21","4","51","0.75","0.54","OK"
"8j2dz","1.00","0.00","1","1","1.00","0.00","OK"
"8j2e0","0.04","15671.75","644","558","0.04","3704.12","OK"
"8j2e9","1.00","0.00","1","2","1.00","0.00","OK"
"8j2er","1.00","0.00","1","5","1.00","0.00","OK"
"8j2f8","0.52","2.58","5","11","0.48","1.90","OK"
"8j2hf","0.05","10760.02","244","74","0.10","794.86","Observation"
"8j2i2","0.43","7.06","7","33","0.55","1.85","OK"
"8j2ix","0.08","3906.83","33","58","0.14","101.10","Observation"
"8j2kd","1.00","0.00","2","4","0.80","0.19","OK"
"8j2ki","1.00","0.00","2","4","0.80","0.19","OK"
"8j2li","1.00","0.00","1","2","1.00","0.00","OK"
"8j2m4","0.05","3980.17","320","555","0.06","1534.67","Observation"
"8j2nt","0.26","111.68","25","36","0.19","47.05","OK"
"8j2pr","0.52","1.97","60","27","0.30","123.76","OK"
"8j2r9","0.66","1.44","32","22","0.39","41.43","OK"
"8j2s6","0.14","318.32","336","520","0.15","323.68","OK"
"8j2s7","0.07","2785.32","8346","402","0.04","172719.25","OK"
"8j2td","0.38","8.11","150","51","0.23","424.85","OK"
"8j2to","0.50","0.00","2","1","0.50","0.00","OK"
"8j2tr","1.00","0.00","1","1","1.00","0.00","OK"
"8j2uy","0.22","57.56","132","87","0.09","499.97","Fraud"
"8j2z5","0.56","2.40","18","11","0.34","23.54","OK"
"8j2zn","1.00","0.00","1","1","1.00","0.00","OK"
"8j307","0.53","1.19","5","25","0.66","0.81","OK"
"8j30b","0.47","3.86","14","4","0.24","31.69","OK"
"8j30i","1.00","0.00","1","1","1.00","0.00","OK"
"8j30r","0.42","7.41","35","47","0.25","67.12","Fraud"
"8j311","0.41","27.11","10","47","0.64","2.84","OK"
"8j319","0.50","0.00","1","2","1.00","0.00","OK"
"8j31t","0.07","8791.02","241","162","0.08","1227.16","Observation"
"8j31u","0.35","16.80","10","43","0.46","5.22","OK"
"8j326","1.00","0.00","2","1","0.50","0.00","OK"
"8j329","1.00","0.00","1","1","1.00","0.00","OK"
"8j32k","0.49","4.42","5","32","0.60","1.16","OK"
"8j32l","0.32","31.40","12","47","0.44","5.68","OK"
"8j32m","0.22","128.22","54","83","0.24","80.04","OK"
"8j34p","0.71","0.64","3","5","0.71","0.64","OK"
"8j368","0.07","10995.17","305","409","0.07","1102.95","Observation"
"8j369","0.07","2245.69","529","399","0.06","2518.19","Observation"
"8j36c","1.00","0.00","1","2","1.00","0.00","OK"
"8j36d","0.07","5342.39","510","616","0.07","1233.27","Observation"
"8j36e","0.05","8520.28","387","551","0.05","1891.29","OK"
"8j36f","0.37","14.63","15","83","0.47","4.05","OK"
"8j36t","0.13","232.04","182","557","0.11","373.13","OK"
"8j38c","1.00","0.00","1","2","1.00","0.00","OK"
"8j398","1.00","0.00","1","1","1.00","0.00","OK"
"8j39n","0.44","5.05","18","115","0.51","5.55","OK"
"8j39x","0.29","40.58","149","250","0.21","140.95","OK"
"8j3e7","1.00","0.00","1","1","1.00","0.00","OK"
"8j3ej","0.65","1.55","3","25","0.81","0.26","OK"
"8j3fg","0.48","21.69","40","19","0.30","75.16","OK"
"8j3fs","0.69","0.25","4","8","0.62","1.23","OK"
"8j3gw","0.01","107158.30","3739","1260","0.02","67174.59","OK"
"8j3j2","1.00","0.00","1","2","1.00","0.00","OK"
"8j3kg","0.63","2.46","29","14","0.33","51.78","OK"
"8j3l0","1.00","0.00","1","1","1.00","0.00","OK"
"8j3ln","1.00","0.00","1","1","1.00","0.00","OK"
"8j3nw","0.47","9.09","24","23","0.19","38.34","OK"
"8j3oy","1.00","0.00","1","2","1.00","0.00","OK"
"8j3th","1.00","0.00","1","3","1.00","0.00","OK"
"8j3u4","0.42","14.74","176","34","0.15","869.93","OK"
"8j3xi","0.29","23.92","293","106","0.23","795.03","OK"
"8j3xm","0.75","0.22","1","4","1.00","0.00","OK"
"8j3z1","0.29","6.25","2","5","0.71","0.24","OK"
"8j3zu","0.44","5.02","4","15","0.56","1.23","OK"
"8j416","0.20","157.51","196","240","0.13","300.36","OK"
"8j41t","1.00","0.00","1","3","1.00","0.00","OK"
"8j42p","1.00","0.00","1","1","1.00","0.00","OK"
"8j437","0.13","0.00","2","5","0.63","0.24","OK"
"8j43i","0.67","0.25","1","3","1.00","0.00","OK"
"8j46c","0.04","18275.01","13075","257","0.02","662008.25","OK"
"8j470","1.00","0.00","1","1","1.00","0.00","OK"
"8j49w","0.48","4.79","6","34","0.40","1.72","OK"
"8j4ap","1.00","0.00","1","1","1.00","0.00","OK"
"8j4ch","0.07","297.56","8","12","0.27","3.56","OK"
"8j4dw","1.00","0.00","1","1","1.00","0.00","OK"
"8j4fc","0.40","8.25","11","101","0.47","3.23","OK"
"8j4fe","0.88","0.12","2","6","0.75","0.22","OK"
"8j4gq","0.16","243.21","988","67","0.02","21433.10","OK"
"8j4gr","0.06","3205.63","7163","89","0.01","719572.08","OK"
"8j4hv","0.50","0.00","2","1","0.50","0.00","OK"
"8j4li","0.77","0.41","2","12","0.92","0.08","OK"
"8j4mp","0.24","137.48","15","199","0.33","8.20","OK"
"8j4nq","0.80","0.19","4","2","0.40","2.25","OK"
"8j4o3","1.00","0.00","1","1","1.00","0.00","OK"
"8j4og","0.75","0.22","1","4","1.00","0.00","OK"
"8j4pk","0.86","0.14","3","12","0.86","0.31","OK"
"8j4pp","0.09","960.07","3466","330","0.07","36252.57","OK"
"8j4qz","0.07","944.96","4377","189","0.04","100712.63","OK"
"8j4sj","1.00","0.00","1","1","1.00","0.00","OK"
"8j4tc","0.53","2.17","29","23","0.43","32.47","OK"
"8j4tl","1.00","0.00","2","4","0.80","0.19","OK"
"8j4tm","0.75","0.22","3","2","0.50","1.00","OK"
"8j4uo","0.18","233.94","1160","123","0.08","10808.14","OK"
"8j4uq","0.50","2.55","14","9","0.41","16.69","OK"
"8j4v5","0.44","6.36","10","81","0.53","4.43","OK"
"8j4vg","0.49","3.11","5","16","0.46","1.28","OK"
"8j4vj","1.00","0.00","1","2","1.00","0.00","OK"
"8j4ye","0.05","467.07","287","11","0.04","6746.20","OK"
"8j507","0.18","176.13","68","260","0.16","72.07","OK"
"8j510","0.25","0.00","4","1","0.25","0.00","OK"
"8j51f","0.22","64.53","135","304","0.25","117.58","Observation"
"8j522","0.52","3.17","25","14","0.33","37.43","OK"
"8j523","0.42","16.23","14","27","0.41","7.95","OK"
"8j52r","0.51","5.18","7","60","0.56","2.04","OK"
"8j53q","0.11","0.00","3","4","0.44","0.69","OK"
"8j53t","0.19","141.22","58","176","0.17","50.86","OK"
"8j54k","0.33","4.00","2","5","0.83","0.16","OK"
"8j54x","1.00","0.00","1","1","1.00","0.00","OK"
"8j55y","0.01","237107.21","9119","702","0.01","436554.85","OK"
"8j55z","0.02","89719.47","4917","400","0.01","141968.27","OK"
"8j57g","0.75","0.22","3","2","0.50","1.00","OK"
"8j59e","0.73","0.48","1","11","1.00","0.00","OK"
"8j5a2","0.70","0.51","21","8","0.24","41.11","OK"
"8j5an","0.11","1027.07","876","217","0.07","3806.71","OK"
"8j5bx","0.35","29.63","137","125","0.24","155.95","OK"
"8j5cg","0.40","10.09","87","89","0.40","82.54","OK"
"8j5d0","0.40","21.21","18","111","0.24","16.54","OK"
"8j5dj","0.30","68.21","136","114","0.27","186.81","OK"
"8j5dk","1.00","0.00","2","2","0.67","0.25","OK"
"8j5dn","1.00","0.00","1","1","1.00","0.00","OK"
"8j5ey","0.60","0.89","5","1","0.20","0.00","OK"
"8j5f7","0.57","1.19","5","11","0.52","1.72","OK"
"8j5fu","0.37","21.06","258","84","0.21","775.62","OK"
"8j5gg","0.21","824.79","52","276","0.24","37.01","OK"
"8j5gh","0.09","2356.70","5028","222","0.04","113247.78","OK"
"8j5gi","0.27","121.70","22","201","0.36","11.93","OK"
"8j5gj","0.13","1839.89","2697","110","0.04","65425.52","OK"
"8j5h0","0.40","3.25","9","6","0.40","8.58","OK"
"8j5hb","1.00","0.00","1","1","1.00","0.00","OK"
"8j5hx","1.00","0.00","1","3","1.00","0.00","OK"
"8j5ig","0.40","2.25","3","2","0.40","0.25","OK"
"8j5ix","0.93","0.07","8","7","0.47","5.84","OK"
"8j5lq","0.86","0.14","1","7","1.00","0.00","OK"
"8j5lt","0.03","23433.60","5459","1207","0.02","46103.81","OK"
"8j5n1","0.50","0.00","1","2","1.00","0.00","OK"
"8j5n8","0.83","0.16","1","6","1.00","0.00","OK"
"8j5ne","1.00","0.00","1","4","1.00","0.00","OK"
"8j5oc","0.70","0.24","3","7","0.70","0.53","OK"
"8j5od","0.80","0.19","5","9","0.60","1.78","OK"
"8j5ol","0.33","4.00","2","4","0.67","0.25","OK"
"8j5qz","1.00","0.00","1","1","1.00","0.00","OK"
"8j5r6","0.32","31.19","323","72","0.17","1416.26","OK"
"8j5rx","1.00","0.00","1","2","1.00","0.00","OK"
"8j5t5","0.50","3.57","4","20","0.71","0.74","OK"
"8j5wq","1.00","0.00","1","1","1.00","0.00","OK"
"8j5xt","1.00","0.00","1","2","1.00","0.00","OK"
"8j5zr","0.57","0.69","2","4","0.57","0.19","OK"
"8j5zs","0.50","5.00","9","4","0.33","12.00","OK"
"8j5zz","0.06","3655.18","7631","262","0.03","221229.61","OK"
"8j603","0.64","0.47","9","6","0.43","8.89","OK"
"8j60b","0.36","19.02","8","89","0.55","2.27","OK"
"8j60m","0.50","4.55","73","20","0.19","242.79","OK"
"8j60q","0.44","4.69","4","3","0.33","0.67","OK"
"8j62o","0.89","0.11","4","6","0.67","1.25","OK"
"8j62v","0.75","0.39","16","1","0.06","0.00","OK"
"8j638","0.41","4.99","7","91","0.61","1.35","OK"
"8j64i","0.71","0.24","6","2","0.29","6.25","OK"
"8j65y","0.15","289.47","59","220","0.15","86.69","OK"
"8j67b","0.53","6.49","8","17","0.35","3.75","OK"
"8j67c","0.39","47.60","7","53","0.61","1.66","OK"
"8j696","0.14","326.23","76","211","0.13","119.95","OK"
"8j69h","1.00","0.00","1","1","1.00","0.00","OK"
"8j69s","1.00","0.00","2","1","0.50","0.00","OK"
"8j6ac","0.73","0.41","4","12","0.80","0.69","OK"
"8j6ae","0.40","6.25","9","7","0.47","7.84","OK"
"8j6b8","1.00","0.00","1","1","1.00","0.00","OK"
"8j6em","0.15","131.32","76","139","0.13","164.88","OK"
"8j6en","0.33","18.82","53","26","0.15","108.39","OK"
"8j6eq","1.00","0.00","1","1","1.00","0.00","OK"
"8j6es","0.06","2515.30","1794","222","0.02","33642.98","OK"
"8j6f7","0.49","6.12","132","33","0.19","502.32","OK"
"8j6fg","0.48","4.87","11","79","0.60","1.92","OK"
"8j6go","0.50","2.75","10","3","0.19","13.56","OK"
"8j6he","0.59","2.15","3","38","0.78","0.42","OK"
"8j6jw","0.55","2.03","47","17","0.27","116.89","OK"
"8j6mc","1.00","0.00","2","1","0.50","0.00","OK"
"8j6nz","0.50","3.00","4","5","0.63","1.44","OK"
"8j6oi","0.15","199.34","176","352","0.14","425.00","OK"
"8j6p7","1.00","0.00","1","3","1.00","0.00","OK"
"8j6pj","0.67","0.25","1","3","1.00","0.00","OK"
"8j6pm","0.13","473.65","1527","142","0.07","16255.15","OK"
"8j6ze","1.00","0.00","1","2","1.00","0.00","OK"
"8j6zf","0.22","126.66","140","134","0.10","355.98","OK"
"8j70l","0.47","9.92","18","81","0.39","7.28","OK"
"8j72c","1.00","0.00","1","6","1.00","0.00","OK"
"8j732","1.00","0.00","1","3","1.00","0.00","OK"
"8j73t","0.08","1098.30","313","401","0.06","2681.63","OK"
"8j76o","0.06","2459.10","913","73","0.02","14078.03","OK"
"8j77b","0.25","49.86","517","92","0.13","2854.82","OK"
"8j78u","0.24","36.11","55","183","0.23","69.59","OK"
"8j79o","0.26","64.00","109","17","0.08","705.58","OK"
"8j7ao","1.00","0.00","1","1","1.00","0.00","OK"
"8j7ba","1.00","0.00","1","1","1.00","0.00","OK"
"8j7ct","0.39","25.37","5","24","0.59","1.12","OK"
"8j7dc","1.00","0.00","1","1","1.00","0.00","OK"
"8j7ia","1.00","0.00","1","1","1.00","0.00","OK"
"8j7ic","0.33","0.00","1","3","1.00","0.00","OK"
"8j7iy","0.67","0.58","2","7","0.78","0.20","OK"
"8j7jh","0.83","0.16","1","12","1.00","0.00","OK"
"8j7mj","0.25","0.00","1","4","1.00","0.00","OK"
"8j7si","0.75","0.22","2","3","0.75","0.22","OK"
"8j7t8","0.56","1.93","4","43","0.70","0.71","OK"
"8j7tm","0.14","217.07","1328","264","0.12","6641.80","Fraud"
"8j7tt","0.80","0.19","1","5","1.00","0.00","OK"
"8j7xq","0.84","0.16","3","23","0.74","0.40","OK"
"8j7yi","1.00","0.00","1","1","1.00","0.00","OK"
"8j7yr","0.31","42.75","65","213","0.27","51.58","OK"
"8j80q","0.91","0.09","2","9","0.82","0.17","OK"
"8j82j","0.46","4.03","5","20","0.51","1.95","OK"
"8j839","1.00","0.00","1","1","1.00","0.00","OK"
"8j83j","0.38","2.73","22","6","0.14","51.00","OK"
"8j83r","0.50","0.00","2","1","0.50","0.00","OK"
"8j83y","0.80","0.19","2","4","0.80","0.19","OK"
"8j87g","0.15","518.52","80","109","0.21","80.84","OK"
"8j87i","0.57","1.69","2","6","0.86","0.14","OK"
"8j8b5","0.67","0.25","2","2","0.67","0.25","OK"
"8j8bn","0.20","0.00","2","3","0.60","0.22","OK"
"8j8bu","0.33","4.00","2","4","0.67","0.25","OK"
"8j8eb","1.00","0.00","1","1","1.00","0.00","OK"
"8j8eo","1.00","0.00","1","2","1.00","0.00","OK"
"8j8et","0.91","0.09","2","10","0.91","0.09","OK"
"8j8gw","1.00","0.00","1","1","1.00","0.00","OK"
"8j8h8","1.00","0.00","1","1","1.00","0.00","OK"
"8j8ho","0.59","2.57","8","55","0.53","2.50","OK"
"8j8hq","1.00","0.00","1","1","1.00","0.00","OK"
"8j8hr","0.78","0.20","3","7","0.78","0.49","OK"
"8j8i3","0.26","122.12","53","83","0.26","39.26","OK"
"8j8j4","0.70","0.35","5","12","0.44","1.85","OK"
"8j8jd","0.06","10992.22","7033","183","0.02","268483.08","OK"
"8j8jg","0.50","1.00","2","3","0.75","0.22","OK"
"8j8k3","0.50","0.00","1","2","1.00","0.00","OK"
"8j8mt","0.59","0.52","5","11","0.50","1.27","OK"
"8j8mz","0.28","33.69","364","148","0.18","892.95","OK"
"8j8o4","0.20","94.99","1549","199","0.09","11966.70","OK"
"8j8op","0.63","1.61","2","25","0.83","0.16","OK"
"8j8or","0.25","0.00","3","2","0.50","1.00","OK"
"8j8ou","0.50","0.00","2","1","0.50","0.00","OK"
"8j8q3","0.83","0.16","4","3","0.50","2.00","OK"
"8j8rh","1.00","0.00","1","1","1.00","0.00","OK"
"8j8sa","1.00","0.00","1","1","1.00","0.00","OK"
"8j8se","0.49","4.59","10","49","0.58","2.64","OK"
"8j8sf","0.50","3.80","6","71","0.58","1.10","OK"
"8j8sv","0.45","15.94","32","44","0.33","23.05","OK"
"8j8t2","0.21","276.43","85","141","0.20","91.85","OK"
"8j8tf","0.71","0.58","4","22","0.65","0.79","OK"
"8j8u2","0.37","26.88","19","86","0.39","9.23","OK"
"8j8wj","1.00","0.00","1","2","1.00","0.00","OK"
"8j8yz","0.19","105.11","949","178","0.13","5010.32","OK"
"8j8zb","0.60","2.13","73","24","0.22","207.74","OK"
"8j90l","1.00","0.00","1","1","1.00","0.00","OK"
"8j90q","0.63","0.64","3","6","0.75","0.56","OK"
"8j92i","0.32","15.97","31","183","0.31","25.09","OK"
"8j94o","1.00","0.00","1","1","1.00","0.00","OK"
"8j94s","1.00","0.00","1","1","1.00","0.00","OK"
"8j94z","0.67","0.99","39","13","0.25","102.15","OK"
"8j95g","0.67","0.25","1","3","1.00","0.00","OK"
"8j967","0.25","34.76","516","118","0.15","2225.18","OK"
"8j9a2","0.89","0.10","2","17","0.89","0.10","OK"
"8j9a5","0.44","4.69","7","3","0.33","8.00","OK"
"8j9aa","0.63","1.44","1","8","1.00","0.00","OK"
"8j9d9","0.32","17.20","18","95","0.34","13.60","OK"
"8j9eq","0.67","1.35","5","13","0.43","1.75","OK"
"8j9ey","1.00","0.00","1","2","1.00","0.00","OK"
"8j9ge","1.00","0.00","1","1","1.00","0.00","OK"
"8j9h2","1.00","0.00","1","2","1.00","0.00","OK"
"8j9h9","1.00","0.00","1","1","1.00","0.00","OK"
"8j9i6","0.06","2599.42","1260","218","0.02","20614.81","OK"
"8j9i7","0.41","11.59","179","92","0.26","343.75","OK"
"8j9i9","0.16","170.53","936","122","0.07","7112.80","OK"
"8j9jc","1.00","0.00","1","1","1.00","0.00","OK"
"8j9m9","0.35","14.17","40","10","0.06","219.45","OK"
"8j9ml","0.78","0.87","8","6","0.26","5.14","OK"
"8j9o0","0.21","80.68","635","120","0.14","3313.77","OK"
"8j9p4","0.30","25.32","346","108","0.21","1089.32","Observation"
"8j9pe","0.47","2.58","9","45","0.60","1.91","OK"
"8j9q3","0.92","0.08","6","7","0.58","3.06","OK"
"8jb5v","1.00","0.00","1","1","1.00","0.00","OK"
"8jc3s","0.21","133.48","69","379","0.25","59.93","OK"
"8jc5o","0.44","6.34","5","57","0.58","1.15","OK"
"8jc8u","1.00","0.00","1","1","1.00","0.00","OK"
"8jc8v","0.03","42865.87","913","1069","0.03","6906.49","OK"
"8jccm","0.57","1.75","21","29","0.29","25.62","OK"
"8jcez","0.67","0.75","2","5","0.83","0.16","OK"
"8jcfz","1.00","0.00","1","1","1.00","0.00","OK"
"8jcgp","0.43","2.81","7","11","0.48","3.17","OK"
"8jch5","0.56","3.45","4","58","0.74","0.54","OK"
"8jchh","0.50","5.61","17","61","0.46","7.99","OK"
"8jciv","0.54","2.34","11","54","0.55","2.88","OK"
"8jclv","0.18","388.73","110","306","0.13","181.99","OK"
"8jcoh","1.00","0.00","1","1","1.00","0.00","OK"
"8jcru","0.89","0.11","1","9","1.00","0.00","OK"
"8jcuw","1.00","0.00","1","1","1.00","0.00","OK"
"8jg20","0.14","297.00","928","316","0.16","2715.65","OK"
"8jg2a","1.00","0.00","1","6","1.00","0.00","OK"
"8jg49","1.00","0.00","1","1","1.00","0.00","OK"
"8jg5r","0.60","1.22","3","6","0.60","0.89","OK"
"8jg82","1.00","0.00","1","1","1.00","0.00","OK"
"8jg8w","1.00","0.00","1","3","1.00","0.00","OK"
"8jg9s","0.63","0.88","3","28","0.80","0.26","OK"
"8jgac","0.34","20.83","41","72","0.42","23.65","OK"
"8jgbu","0.08","2596.46","6197","304","0.04","125817.16","OK"
"8jgcj","0.55","1.69","5","43","0.65","1.09","OK"
"8jgcw","0.47","12.94","4","72","0.76","0.36","OK"
"8jgel","1.00","0.00","1","4","1.00","0.00","OK"
"8jgf3","1.00","0.00","1","1","1.00","0.00","OK"
"8jgg3","0.48","4.79","22","92","0.46","10.50","OK"
"8jggg","1.00","0.00","1","1","1.00","0.00","OK"
"8jgk9","1.00","0.00","1","1","1.00","0.00","OK"
"8jgkk","0.16","154.02","41","154","0.18","49.60","Observation"
"8jgl8","1.00","0.00","1","1","1.00","0.00","OK"
"8jgls","0.33","78.99","196","39","0.14","940.13","OK"
"8jgok","0.67","0.25","1","3","1.00","0.00","OK"
"8jgq9","0.50","0.00","1","2","1.00","0.00","OK"
"8jgqa","0.91","0.13","3","44","0.83","0.25","OK"
"8jgqb","0.36","11.24","9","26","0.55","2.85","OK"
"8jgqr","1.00","0.00","1","1","1.00","0.00","OK"
"8jgt1","0.56","1.99","13","23","0.39","9.90","OK"
"8jgts","0.53","10.69","6","18","0.47","3.10","OK"
"8jgu2","1.00","0.00","1","1","1.00","0.00","OK"
"8jgul","0.63","1.60","6","30","0.61","0.97","OK"
"8jgvx","1.00","0.00","1","1","1.00","0.00","OK"
"8jh5s","1.00","0.00","1","1","1.00","0.00","OK"
"8jh5u","1.00","0.00","1","1","1.00","0.00","OK"
"8jh5v","1.00","0.00","1","1","1.00","0.00","OK"
"8jh60","0.33","0.00","1","3","1.00","0.00","OK"
"8jh7b","0.34","18.89","25","78","0.30","23.28","OK"
"8jh9c","0.74","0.34","5","35","0.74","0.74","OK"
"8jhbl","0.33","26.75","35","186","0.36","15.79","OK"
