"partnerid","MaxClickPer1Min","MaxClickPer5Min","MaxClickPer3Hr","MaxClickPer6Hr","status"
"8l046","1","1","1","1","OK"
"8l04m","1","2","5","9","OK"
"8l04x","3","6","44","44","OK"
"8l04z","3","5","30","40","OK"
"8l050","3","7","40","40","OK"
"8l051","3","6","45","45","OK"
"8l052","4","6","39","39","OK"
"8l053","3","6","43","43","OK"
"8l05k","2","4","4","4","OK"
"8l05l","3","6","40","64","OK"
"8l05z","1","1","1","2","OK"
"8l061","2","2","8","10","OK"
"8l063","1","1","4","5","OK"
"8l06b","1","1","1","1","OK"
"8l071","3","5","21","37","OK"
"8l07i","2","4","30","49","OK"
"8l07n","2","2","2","2","OK"
"8l07q","1","1","1","1","OK"
"8l07t","1","1","1","1","OK"
"8l08l","1","1","1","1","OK"
"8l09b","5","8","21","33","OK"
"8l0a0","2","2","6","8","OK"
"8l0aq","2","2","3","3","OK"
"8l0b4","3","4","26","36","OK"
"8l0bl","5","10","105","142","Observation"
"8l0bm","1","1","4","7","OK"
"8l0c2","1","2","5","5","OK"
"8l0ca","3","5","36","55","OK"
"8l0cx","6","7","23","24","OK"
"8l0e4","2","2","14","26","OK"
"8l0f6","1","2","4","6","OK"
"8l0fs","1","1","1","1","OK"
"8l0fv","2","2","2","2","OK"
"8l0fx","1","1","1","1","OK"
"8l0gr","2","4","11","12","OK"
"8l0ho","1","2","4","4","OK"
"8l0i4","1","1","1","1","OK"
"8l0io","2","2","11","13","OK"
"8l0iu","1","3","7","11","OK"
"8l0iv","2","2","12","16","OK"
"8l0j8","1","1","1","1","OK"
"8l0jf","2","2","7","12","OK"
"8l0k0","1","1","1","1","OK"
"8l0k9","1","1","1","1","OK"
"8l0l8","1","1","1","1","OK"
"8l0lh","2","2","5","6","OK"
"8l0lm","1","1","1","1","OK"
"8l0lv","2","3","3","3","OK"
"8l0m2","2","2","2","2","OK"
"8l0m9","2","2","8","8","OK"
"8l0mw","1","1","2","2","OK"
"8l0n5","1","1","2","2","OK"
"8l0ng","1","1","2","4","OK"
"8l0nw","1","1","3","3","OK"
"8l0p1","2","4","8","11","OK"
"8l0p8","1","1","1","2","OK"
"8l0q6","10","30","511","637","Fraud"
"8l0r9","2","2","5","5","OK"
"8l0rb","13","36","69","77","Fraud"
"8l0rp","3","6","23","27","OK"
"8l0rq","5","12","141","198","OK"
"8l0rr","3","3","11","16","OK"
"8l0sm","7","18","343","600","OK"
"8l0sw","1","1","2","3","OK"
"8l0t1","2","2","6","6","OK"
"8l0t3","1","1","1","1","OK"
"8l0t6","1","1","2","2","OK"
"8l0td","1","1","1","1","OK"
"8l0ty","1","1","1","2","OK"
"8l0u5","1","1","2","2","OK"
"8l0uu","5","5","14","15","OK"
"8l0v8","8","18","298","370","Observation"
"8l0v9","12","44","996","1844","OK"
"8l0w0","1","1","1","1","OK"
"8l0wx","2","4","39","54","OK"
"8l0wz","2","2","3","3","OK"
"8l0x3","6","7","38","72","OK"
"8l0x4","1","2","2","3","OK"
"8l0x9","1","1","1","1","OK"
