"partnerid","TimeatVariance1Min","TimeatVariance5Min","TimeatVariance3Hr","TimeatVariance6Hr","status"
"8j5wq","0.00","0.00","0.00","0.00","OK"
"8j5xt","0.00","0.00","0.00","0.00","OK"
"8j5zr","0.00","0.00","0.24","0.19","OK"
"8j5zs","0.00","0.00","1.00","1.06","OK"
"8j5zz","2.25","23.47","14255.48","64169.93","OK"
"8j603","0.00","0.00","0.20","0.47","OK"
"8j60b","0.06","0.28","25.08","35.08","OK"
"8j60m","0.01","0.05","7.68","19.15","OK"
"8j60q","0.00","0.00","0.69","0.69","OK"
"8j62o","0.00","0.00","0.00","0.11","OK"
"8j62v","0.00","0.00","0.62","1.75","OK"
"8j638","0.05","0.35","18.60","47.42","OK"
"8j64i","0.14","0.14","0.24","0.69","OK"
"8j65y","0.43","3.90","1621.37","3363.16","OK"
"8j67b","0.47","4.03","88.14","90.16","OK"
"8j67c","0.03","0.23","11.86","19.44","OK"
"8j696","0.41","3.62","1305.59","3966.99","OK"
"8j69h","0.00","0.00","0.00","0.00","OK"
"8j69s","0.00","0.00","0.00","0.00","OK"
"8j6ac","0.00","0.07","0.67","0.92","OK"
"8j6ae","0.41","3.86","5.84","6.25","OK"
"8j6b8","0.00","0.00","0.00","0.00","OK"
"8j6em","0.19","1.29","264.49","1148.06","OK"
"8j6en","0.03","0.15","12.67","50.49","OK"
"8j6eq","0.00","0.00","0.00","0.00","OK"
"8j6es","8.99","173.82","178997.46","671587.14","OK"
"8j6f7","0.01","0.10","10.04","31.78","OK"
"8j6fg","0.04","0.23","14.54","32.00","OK"
"8j6go","0.06","0.12","0.84","2.50","OK"
"8j6he","0.04","0.06","3.09","5.08","OK"
"8j6jw","0.00","0.03","2.90","6.72","OK"
"8j6mc","0.00","0.00","0.00","0.00","OK"
"8j6nz","0.00","0.12","0.24","0.24","OK"
"8j6oi","0.43","3.65","865.76","3875.63","OK"
"8j6p7","0.00","0.00","0.00","0.25","OK"
"8j6pj","0.00","0.00","0.00","0.00","OK"
"8j6pm","0.44","3.35","1476.09","5048.06","OK"
"8j6ze","0.00","0.00","0.00","0.00","OK"
"8j6zf","0.26","1.81","690.88","2907.56","OK"
"8j70l","0.06","0.20","31.02","99.38","OK"
"8j72c","0.00","0.00","0.16","0.16","OK"
"8j732","0.00","0.00","0.00","0.25","OK"
"8j73t","1.55","15.53","6804.41","34103.72","OK"
"8j76o","1.14","13.68","10794.09","40844.98","OK"
"8j77b","0.12","0.72","75.50","197.24","OK"
"8j78u","0.21","1.29","329.12","1296.53","OK"
"8j79o","0.06","0.25","36.44","98.07","OK"
"8j7ao","0.00","0.00","0.00","0.00","OK"
"8j7ba","0.00","0.00","0.00","0.00","OK"
"8j7ct","0.10","0.10","2.42","3.83","OK"
"8j7dc","0.00","0.00","0.00","0.00","OK"
"8j7ia","0.00","0.00","0.00","0.00","OK"
"8j7ic","0.00","0.00","0.00","0.00","OK"
"8j7iy","0.11","0.11","0.49","1.25","OK"
"8j7jh","0.00","0.00","0.75","2.00","OK"
"8j7mj","0.22","0.22","1.00","1.00","OK"
"8j7si","0.00","0.00","0.00","0.00","OK"
"8j7t8","0.03","0.36","6.17","8.43","OK"
"8j7tm","0.44","4.49","3031.17","12528.67","Fraud"
"8j7tt","0.00","0.00","0.00","0.19","OK"
"8j7xq","0.00","0.03","0.86","1.06","OK"
"8j7yi","0.00","0.00","0.00","0.00","OK"
"8j7yr","0.18","1.01","184.16","678.64","OK"
"8j80q","0.09","0.09","0.53","2.16","OK"
"8j82j","0.00","0.13","4.64","11.16","OK"
"8j839","0.00","0.00","0.00","0.00","OK"
"8j83j","0.00","0.05","2.37","3.79","OK"
"8j83r","0.00","0.00","0.00","0.00","OK"
"8j83y","0.00","0.00","0.19","0.22","OK"
"8j87g","0.16","0.89","96.12","249.02","OK"
"8j87i","0.14","0.14","0.64","0.64","OK"
"8j8b5","0.00","0.25","0.25","0.25","OK"
"8j8bn","0.19","0.22","0.22","0.22","OK"
"8j8bu","0.00","0.00","0.00","0.00","OK"
"8j8eb","0.00","0.00","0.00","0.00","OK"
"8j8eo","0.00","0.00","0.00","0.00","OK"
"8j8et","0.09","0.09","0.98","1.10","OK"
"8j8gw","0.00","0.00","0.00","0.00","OK"
"8j8h8","0.00","0.00","0.00","0.00","OK"
"8j8ho","0.00","0.09","17.38","31.56","OK"
"8j8hq","0.00","0.00","0.00","0.00","OK"
"8j8hr","0.00","0.00","0.11","0.58","OK"
"8j8i3","0.09","0.61","69.84","143.01","OK"
"8j8j4","0.00","0.00","0.49","1.41","OK"
"8j8jd","2.34","31.19","22227.06","56740.99","OK"
"8j8jg","0.00","0.00","1.00","1.00","OK"
"8j8k3","0.00","0.00","0.00","0.00","OK"
"8j8mt","0.28","0.36","8.41","11.89","OK"
"8j8mz","0.15","0.82","163.57","602.28","OK"
"8j8o4","0.40","3.25","1482.40","6190.69","OK"
"8j8op","0.07","0.10","2.56","9.19","OK"
"8j8or","0.00","0.00","0.22","0.22","OK"
"8j8ou","0.00","0.00","0.00","0.00","OK"
"8j8q3","0.00","0.00","0.00","0.16","OK"
"8j8rh","0.00","0.00","0.00","0.00","OK"
"8j8sa","0.00","0.00","0.00","0.00","OK"
"8j8se","0.20","0.45","25.98","63.08","OK"
"8j8sf","0.02","0.11","7.08","10.31","OK"
"8j8sv","0.02","0.13","10.63","19.50","OK"
"8j8t2","0.21","1.80","294.87","786.31","OK"
"8j8tf","0.03","0.12","2.61","7.36","OK"
"8j8u2","0.13","0.44","48.04","95.25","OK"
"8j8wj","0.00","0.00","0.00","0.00","OK"
"8j8yz","0.26","1.90","369.28","1621.36","OK"
"8j8zb","0.04","0.12","4.78","11.97","OK"
"8j90l","0.00","0.00","0.00","0.00","OK"
"8j90q","0.00","0.00","0.22","0.22","OK"
"8j92i","0.12","0.72","99.53","417.51","OK"
"8j94o","0.00","0.00","0.00","0.00","OK"
"8j94s","0.00","0.00","0.00","0.00","OK"
"8j94z","0.00","0.06","3.24","5.08","OK"
"8j95g","0.00","0.00","0.00","0.25","OK"
"8j967","0.13","0.85","197.52","729.98","OK"
"8j9a2","0.00","0.05","0.41","1.21","OK"
"8j9a5","0.11","0.58","4.69","4.69","OK"
"8j9aa","0.00","0.12","0.12","0.12","OK"
"8j9d9","0.05","0.38","66.57","164.52","OK"
"8j9eq","0.07","0.07","0.65","1.80","OK"
"8j9ey","0.00","0.00","0.00","0.00","OK"
"8j9ge","0.00","0.00","0.00","0.00","OK"
"8j9h2","0.00","0.00","0.00","0.00","OK"
"8j9h9","0.00","0.00","0.00","0.00","OK"
"8j9i6","3.99","69.89","66585.66","254788.53","OK"
"8j9i7","0.07","0.42","39.04","106.21","OK"
"8j9i9","0.30","2.75","952.51","2793.87","OK"
"8j9jc","0.00","0.00","0.00","0.00","OK"
"8j9m9","0.15","0.93","105.29","322.37","OK"
"8j9ml","0.00","0.00","0.65","1.61","OK"
"8j9o0","0.21","1.00","174.41","744.75","OK"
"8j9p4","0.11","0.58","47.10","178.49","Observation"
"8j9pe","0.17","0.28","10.36","13.42","OK"
"8j9q3","0.00","0.00","0.36","0.44","OK"
"8jb5v","0.00","0.00","0.00","0.00","OK"
"8jc3s","0.28","2.19","611.88","2590.56","OK"
"8jc5o","0.03","0.21","12.79","27.72","OK"
"8jc8u","0.00","0.00","0.00","0.00","OK"
"8jc8v","23.88","359.68","275084.77","999999.99","OK"
"8jccm","0.01","0.09","3.86","6.85","OK"
"8jcez","0.16","0.16","0.67","0.67","OK"
"8jcfz","0.00","0.00","0.00","0.00","OK"
"8jcgp","1.00","2.64","2.91","8.49","OK"
"8jch5","0.07","0.17","3.60","8.08","OK"
"8jchh","0.05","0.35","24.52","60.64","OK"
"8jciv","0.06","0.20","10.49","17.52","OK"
"8jclv","0.53","4.76","1633.80","6391.25","OK"
"8jcoh","0.00","0.00","0.00","0.00","OK"
"8jcru","0.00","0.00","0.11","0.11","OK"
"8jcuw","0.00","0.00","0.00","0.00","OK"
"8jg20","0.35","3.07","1116.00","4151.17","OK"
"8jg2a","0.00","0.00","0.16","0.16","OK"
"8jg49","0.00","0.00","0.00","0.00","OK"
"8jg5r","0.00","0.19","0.53","0.53","OK"
"8jg82","0.00","0.00","0.00","0.00","OK"
"8jg8w","0.00","0.00","0.00","0.00","OK"
"8jg9s","0.00","0.08","1.39","6.05","OK"
"8jgac","0.05","0.16","22.25","76.49","OK"
"8jgbu","1.92","22.28","16096.47","59312.02","OK"
"8jgcj","0.03","0.17","10.91","16.58","OK"
"8jgcw","0.02","0.12","12.08","28.06","OK"
"8jgel","0.00","0.00","0.00","0.00","OK"
"8jgf3","0.00","0.00","0.00","0.00","OK"
"8jgg3","0.11","0.57","54.77","100.92","OK"
"8jggg","0.00","0.00","0.00","0.00","OK"
"8jgk9","0.00","0.00","0.00","0.00","OK"
"8jgkk","0.18","1.43","482.87","1796.71","Observation"
"8jgl8","0.00","0.00","0.00","0.00","OK"
"8jgls","0.06","0.33","31.69","96.69","OK"
"8jgok","0.00","0.25","0.00","0.00","OK"
"8jgq9","0.00","0.00","0.00","0.00","OK"
"8jgqa","0.02","0.09","4.38","8.74","OK"
"8jgqb","0.09","0.43","7.52","11.65","OK"
"8jgqr","0.00","0.00","0.00","0.00","OK"
"8jgt1","0.00","0.09","3.55","6.71","OK"
"8jgts","0.31","0.34","4.12","9.51","OK"
"8jgu2","0.00","0.00","0.00","0.00","OK"
"8jgul","0.02","0.04","2.22","8.07","OK"
"8jgvx","0.00","0.00","0.00","0.00","OK"
"8jh5s","0.00","0.00","0.00","0.00","OK"
"8jh5u","0.00","0.00","0.00","0.00","OK"
"8jh5v","0.00","0.00","0.00","0.00","OK"
"8jh60","0.00","0.25","0.00","0.00","OK"
"8jh7b","0.06","0.29","45.85","151.76","OK"
"8jh9c","0.04","0.04","1.79","7.11","OK"
"8jhbl","0.11","0.61","108.73","377.79","OK"
"8jhcs","0.00","0.00","0.00","0.00","OK"
"8jhct","0.00","0.00","0.00","0.00","OK"
"8jhdz","0.98","0.98","1.67","1.67","OK"
"8jhep","0.00","0.10","0.56","1.20","OK"
"8jhfv","5.49","88.81","69610.31","270054.39","OK"
"8jhge","0.18","0.71","16.53","48.14","OK"
"8jhgj","0.00","0.00","0.00","0.00","OK"
"8jhgx","5.01","82.40","64742.95","223357.14","OK"
"8jhh0","0.08","0.27","28.42","89.47","OK"
"8jhi5","0.00","0.00","0.25","0.25","OK"
"8jhis","0.00","0.00","0.00","0.00","OK"
"8jhit","0.09","0.25","5.69","7.48","OK"
"8jhle","0.00","0.00","0.00","0.00","OK"
"8jhlw","0.00","0.25","0.25","0.25","OK"
"8jhmk","0.00","0.00","0.00","0.00","OK"
"8jhnz","0.43","2.68","927.29","3650.18","OK"
"8jhou","0.03","0.15","23.69","83.73","OK"
"8jhp2","0.00","0.00","0.48","0.53","OK"
"8jhsv","0.00","0.00","0.00","0.00","OK"
"8jhtq","0.00","0.00","0.00","0.00","OK"
"8jhw3","0.02","0.05","4.02","6.14","OK"
"8jhw9","0.00","0.00","0.22","0.22","OK"
"8jhyg","0.00","0.24","0.22","0.22","OK"
"8ji11","0.00","0.00","0.16","0.16","OK"
"8ji1d","0.00","0.00","0.00","0.00","OK"
"8ji1k","0.22","1.46","552.41","2259.75","OK"
"8ji1l","2.18","29.77","22975.85","85260.95","OK"
"8ji1s","0.16","0.89","228.73","557.25","OK"
"8ji1u","0.10","0.49","66.89","175.41","Observation"
"8ji2e","0.00","0.00","0.00","0.00","OK"
"8ji49","0.03","0.03","0.95","2.41","OK"
"8ji4k","0.37","3.18","768.24","3084.24","OK"
"8ji4m","0.03","0.38","8.91","21.72","OK"
"8ji4n","0.00","0.00","0.64","1.64","OK"
"8ji60","0.00","0.00","0.00","0.00","OK"
"8ji8h","0.12","0.61","22.73","78.08","OK"
"8ji8l","0.00","0.00","0.00","0.00","OK"
"8ji9t","0.00","0.00","0.00","0.00","OK"
"8jiak","0.00","0.00","0.00","0.00","OK"
"8jiam","0.00","0.00","0.00","0.00","OK"
"8jian","0.00","0.00","0.22","0.22","OK"
"8jibl","0.04","0.13","7.64","19.02","OK"
"8jibp","0.00","0.00","0.00","0.00","OK"
"8jict","0.06","0.23","9.80","18.75","OK"
"8jid2","0.00","0.00","0.00","0.00","OK"
"8jiex","0.05","0.38","52.56","198.13","OK"
"8jif4","0.00","0.00","0.00","0.00","OK"
"8jifa","0.08","0.08","0.25","0.49","OK"
"8jiff","0.03","0.11","7.74","22.25","OK"
"8jigh","0.00","0.10","8.57","15.56","OK"
"8jik8","0.00","0.00","0.00","0.00","OK"
"8jil2","0.00","0.00","0.11","0.20","OK"
"8jim2","0.00","0.00","0.00","0.00","OK"
"8jin3","0.00","0.00","0.56","0.73","OK"
"8jior","0.08","0.37","36.11","165.60","OK"
"8jisx","0.10","0.33","22.42","75.76","OK"
"8jith","0.00","0.00","0.00","0.00","OK"
"8jiu2","0.00","0.00","0.00","0.00","OK"
"8jiuc","0.08","0.47","14.56","25.51","OK"
"8jiwm","0.00","0.00","0.00","0.00","OK"
"8jiy2","0.09","0.21","11.54","34.52","OK"
"8jiy8","0.00","0.00","0.19","0.89","OK"
"8jiz8","0.00","0.00","0.25","0.25","OK"
"8jj05","0.00","0.00","0.00","0.00","OK"
"8jj1n","0.16","1.06","252.35","732.64","OK"
"8jj1s","0.00","0.00","0.00","0.00","OK"
"8jj35","0.00","0.00","0.00","0.00","OK"
"8jj3f","0.00","0.00","0.16","0.75","OK"
"8jj6m","0.14","0.31","10.22","16.69","OK"
"8jj7t","128.21","2745.25","999999.99","999999.99","OK"
"8jj80","0.00","0.00","0.00","0.00","OK"
"8jj96","0.00","0.00","0.00","0.00","OK"
"8jj9d","0.06","0.12","0.81","0.77","OK"
"8jjao","0.13","0.76","49.34","153.72","Observation"
"8jjap","0.48","4.72","1030.92","4894.18","OK"
"8jjc5","3.30","45.59","33343.56","121389.30","OK"
"8jjds","0.06","0.41","17.85","29.39","OK"
"8jjhc","0.00","0.00","0.00","0.00","OK"
"8jjji","31.49","587.34","365539.51","999999.99","OK"
"8jjo9","0.12","0.67","58.68","197.36","OK"
"8jjph","0.00","0.00","0.00","0.00","OK"
"8jjs6","0.42","3.28","1114.40","4816.33","Fraud"
"8jjsg","0.03","0.05","3.32","7.41","OK"
"8jjve","0.08","0.31","2.62","2.77","OK"
"8jjvh","0.82","0.82","0.82","0.82","OK"
"8jjxl","0.00","0.00","0.22","0.22","OK"
"8jk01","0.98","8.72","5294.89","14574.39","OK"
"8jk02","0.03","0.08","4.57","10.25","OK"
"8jk0d","0.04","0.26","40.09","130.81","Fraud"
"8jk15","4.63","55.65","14039.67","28521.62","OK"
"8jk1x","0.33","2.61","785.53","2495.08","OK"
"8jk3i","0.13","0.69","98.17","351.01","OK"
"8jk4m","22.06","416.87","430646.75","999999.99","OK"
"8jk57","0.04","0.23","13.29","39.93","OK"
"8jk7c","0.00","0.00","0.00","0.00","OK"
"8jk8e","0.14","0.14","0.64","0.69","OK"
"8jk8g","623.00","6888.56","999999.99","999999.99","OK"
"8jk8n","0.00","0.00","0.00","0.00","OK"
"8jka2","0.19","0.89","0.89","0.89","OK"
"8jkce","0.00","0.00","0.45","0.89","OK"
"8jkdf","0.10","0.57","98.63","317.08","OK"
"8jkdr","0.07","0.28","24.03","73.54","OK"
"8jkea","612.56","13257.00","999999.99","999999.99","OK"
"8jkec","0.11","0.82","234.62","607.36","OK"
"8jked","0.46","4.07","909.97","3868.49","OK"
"8jkfd","0.24","2.13","807.77","2926.79","OK"
"8jkff","0.01","0.06","16.45","45.33","OK"
"8jkh1","0.34","2.75","774.73","2860.02","Observation"
"8jkhu","0.00","0.00","0.00","0.00","OK"
"8jkhv","0.00","0.00","0.00","0.00","OK"
"8jkij","4.17","43.03","32162.00","160246.40","OK"
"8jkk9","0.00","0.00","0.00","0.00","OK"
"8jkmi","0.02","0.06","5.95","22.83","OK"
"8jkof","0.20","1.03","76.07","288.06","OK"
"8jkor","0.51","2.59","512.26","2014.02","OK"
"8jkp0","2.64","38.97","28803.41","102614.85","OK"
"8jkp1","6.04","81.55","65711.95","270969.44","OK"
"8jkqn","0.04","0.13","12.51","37.06","OK"
"8jkrj","0.06","0.15","6.15","17.44","OK"
"8jks4","0.14","0.88","1.82","5.36","OK"
"8jksm","0.08","0.15","5.53","17.02","OK"
"8jkt3","0.00","0.00","0.00","0.00","OK"
"8jktn","1.08","12.08","8332.75","23335.25","OK"
"8jku2","0.00","0.00","0.00","0.00","OK"
"8jkul","2.91","33.69","23281.69","101528.40","OK"
"8jkv1","0.08","0.45","41.72","87.93","OK"
"8jkv9","0.06","0.22","3.02","3.56","OK"
"8jkve","0.49","3.30","897.95","3029.67","OK"
"8jkwc","2.54","29.82","20302.01","89487.05","OK"
"8jkwu","0.00","0.00","0.71","2.23","OK"
"8jky9","0.16","1.05","172.40","731.98","OK"
"8jl02","0.00","0.05","1.29","2.49","OK"
"8jl05","0.12","0.44","21.63","46.83","OK"
"8jl0l","4.44","49.33","30453.33","102356.95","OK"
"8jl0o","0.00","0.00","0.00","0.00","OK"
"8jl1o","0.10","0.52","61.91","85.52","OK"
"8jl1u","0.03","0.30","22.28","45.33","OK"
"8jl23","0.10","0.10","0.10","0.19","OK"
"8jl39","0.00","0.00","0.00","0.00","OK"
"8jl3n","0.11","0.52","55.49","174.28","OK"
"8jl3y","0.06","0.31","48.91","126.06","Fraud"
"8jl43","0.12","0.16","2.56","3.61","OK"
"8jl4l","0.14","0.14","0.14","0.24","OK"
"8jl61","0.09","0.44","5.86","18.24","OK"
"8jl6e","1.80","16.43","8777.49","17971.05","OK"
"8jl7q","0.37","3.24","772.81","2568.33","OK"
"8jla6","0.22","1.30","203.52","430.69","OK"
"8jlad","0.00","0.00","0.00","0.00","OK"
"8jlah","0.00","0.00","0.00","0.00","OK"
"8jlc5","0.07","0.28","16.61","38.59","OK"
"8jli0","4.02","66.92","57538.12","225928.64","OK"
"8jlic","0.22","1.59","52.96","61.83","OK"
"8jlii","0.20","0.71","45.63","163.78","OK"
"8jlis","8.98","162.65","146100.65","339117.60","OK"
"8jljk","0.00","0.00","0.00","0.00","OK"
"8jljl","0.00","0.00","0.00","0.00","OK"
"8jljm","0.07","0.34","11.60","24.22","OK"
"8jljq","0.00","0.12","2.89","4.00","OK"
"8jljr","2242.48","53070.72","999999.99","999999.99","OK"
"8jlju","0.11","0.55","5.73","10.90","OK"
"8jlk3","0.59","5.60","2597.87","9461.63","OK"
"8jlkt","0.19","0.38","2.69","4.74","OK"
"8jlms","0.01","0.13","3.87","12.22","OK"
"8jlmv","0.05","0.10","1.65","4.47","OK"
"8jlmz","0.00","0.00","0.00","0.00","OK"
"8jln6","0.05","0.32","15.92","41.87","OK"
"8jlnl","0.09","0.25","17.84","47.30","OK"
"8jlos","1.34","14.97","6204.87","16486.49","OK"
"8jlpw","6.95","114.14","95131.76","400588.33","OK"
"8jlpz","0.11","1.55","161.82","322.06","OK"
"8jlr2","0.00","0.00","0.00","0.00","OK"
"8jlru","0.00","0.22","0.22","0.22","OK"
"8jlt1","1.54","18.15","8194.65","27800.21","OK"
"8jlu6","0.32","2.76","919.12","3576.98","Fraud"
"8jlus","0.26","2.05","820.56","2867.33","OK"
"8jlyt","0.00","0.00","0.00","0.00","OK"
"8jlzr","0.22","1.57","461.80","1363.25","OK"
"8jm0h","0.00","0.00","0.00","0.00","OK"
"8jm0y","0.00","0.00","0.00","0.00","OK"
"8jm18","0.00","0.05","0.83","1.56","OK"
"8jm4d","0.10","0.23","24.92","106.01","OK"
"8jm4h","66.51","1465.58","999999.99","999999.99","OK"
"8jm4p","0.00","0.00","0.00","0.00","OK"
"8jm4v","0.15","0.87","138.97","401.87","OK"
"8jm5b","0.06","0.18","2.78","2.78","OK"
"8jm5w","1.02","10.86","6510.02","28147.60","OK"
"8jm90","0.38","3.51","1278.59","3912.64","OK"
"8jm9p","0.61","5.82","3251.41","6885.63","OK"
"8jmbn","0.00","0.00","0.00","0.00","OK"
"8jmch","0.43","2.95","1102.40","3993.47","OK"
"8kuma","0.00","0.00","0.00","0.00","OK"
"8kump","0.04","0.62","17.16","54.05","OK"
"8kumu","0.98","12.78","5411.99","10724.25","Fraud"
"8kun0","0.00","0.25","0.00","0.00","OK"
"8kun1","0.05","0.26","41.60","172.06","OK"
"8kun5","0.44","1.10","2.40","2.40","Fraud"
"8kuno","0.00","0.00","0.00","0.00","OK"
"8kunr","0.04","0.36","29.19","29.19","OK"
"8kunx","0.06","0.33","25.77","66.95","OK"
"8kuo4","0.00","0.00","0.00","0.00","OK"
"8kuo5","0.05","0.17","15.18","36.79","OK"
"8kuov","0.00","0.11","0.58","1.36","OK"
"8kuph","0.00","0.00","0.00","0.00","OK"
"8kupw","0.00","0.00","0.00","0.00","OK"
"8kupz","0.00","0.00","0.00","0.00","OK"
"8kuq2","0.00","0.00","0.07","0.24","OK"
"8kuqa","0.05","0.11","11.81","29.91","OK"
"8kuqd","0.85","1.66","15.76","15.76","OK"
"8kuql","0.00","0.17","0.96","0.96","OK"
"8kuro","0.10","0.44","0.56","0.75","OK"
"8kus3","0.10","0.72","166.77","432.22","OK"
"8kus9","0.19","1.32","343.64","1388.56","OK"
"8kusa","0.66","6.30","2257.00","7296.92","OK"
"8kusb","2.95","40.38","21063.68","44386.99","OK"
"8kusi","0.00","0.00","0.00","0.00","OK"
"8kusr","0.06","0.12","1.14","1.43","OK"
"8kuti","0.00","0.00","0.00","0.00","OK"
"8kuto","64.72","4768.32","13676.22","13676.22","OK"
"8kutv","0.00","0.00","0.00","0.22","OK"
"8kuuh","0.00","0.00","0.00","0.00","OK"
"8kuv3","0.00","0.00","0.00","0.00","OK"
"8kuv8","0.00","0.00","0.00","0.00","OK"
"8kuv9","0.30","2.17","892.30","2795.14","Observation"
"8kuva","0.04","0.26","29.35","118.33","OK"
"8kuvb","2.05","28.84","16163.71","59526.84","Fraud"
"8kuvj","0.08","0.44","36.83","110.67","OK"
"8kuvn","0.00","0.00","0.41","1.61","OK"
"8kuvt","206.90","4699.07","999999.99","999999.99","OK"
"8kuvy","0.00","0.00","0.00","0.00","OK"
"8kux8","0.23","0.29","0.41","0.36","OK"
"8kuxa","21.07","211.41","315581.88","999999.99","Observation"
"8kuxc","0.00","0.00","0.00","0.00","OK"
"8kuxg","0.00","0.00","0.00","0.00","OK"
"8kuxh","0.00","0.00","1.92","1.92","OK"
"8kuxi","0.00","0.22","0.00","0.00","OK"
"8kuxj","0.31","1.80","18.50","18.50","OK"
"8kuxk","0.00","0.00","0.00","0.00","OK"
"8kuxp","0.00","0.00","0.00","0.25","OK"
"8kuy3","0.00","0.00","0.00","0.00","OK"
"8kuy4","0.00","0.00","0.00","0.00","OK"
"8kuy9","0.00","0.00","0.00","0.00","OK"
"8kuyg","0.45","3.51","1304.73","4642.06","OK"
"8kuyp","0.00","0.00","0.00","0.00","OK"
"8kuys","5.71","19.96","182.00","182.00","OK"
"8kuze","0.14","0.14","0.14","0.64","OK"
"8kuzg","0.72","5.89","11.76","21.50","OK"
"8kuzj","0.04","0.34","35.27","65.14","OK"
"8kuzl","0.00","0.00","4.69","6.25","OK"
"8kv08","34.78","750.21","231004.69","231004.69","OK"
"8kv0e","0.15","0.38","18.92","24.56","OK"
"8kv0o","0.00","0.16","0.67","0.67","OK"
"8kv0s","76.78","1214.04","389747.84","650039.91","Observation"
"8kv3c","0.08","0.81","3.14","3.14","OK"
"8kv3v","3.93","20.09","302.12","586.69","Fraud"
"8kv42","0.00","0.00","0.00","0.00","OK"
"8kv4a","0.00","0.16","0.25","0.25","OK"
"8kv4d","0.00","0.00","0.00","0.00","OK"
"8kv4k","0.56","3.00","3.00","4.00","OK"
"8kv4v","0.08","0.45","60.72","226.06","OK"
"8kv4x","0.00","0.00","0.00","0.00","OK"
"8kv5a","0.00","0.00","0.00","0.00","OK"
"8kv5w","0.97","12.59","831.58","1537.21","Fraud"
"8kv5y","0.00","0.00","0.00","0.00","OK"
"8kv6q","0.00","0.00","0.00","0.00","OK"
"8kv6v","0.13","0.82","73.79","251.30","Fraud"
"8kv6y","0.02","0.07","1.00","3.06","OK"
"8kv74","0.12","0.94","116.58","203.87","OK"
"8kv77","0.00","0.19","2.25","2.25","OK"
"8kv7n","0.15","3.01","310.92","835.95","Fraud"
"8kv7x","0.20","2.81","254.13","671.14","Fraud"
"8kv80","0.14","0.69","0.00","0.00","OK"
"8kv8i","0.00","0.00","0.00","0.22","OK"
"8kv8s","0.05","0.15","0.93","2.73","OK"
"8kv90","2.53","3.94","59.96","124.69","OK"
"8kv97","0.02","0.14","11.64","29.89","OK"
"8kv9a","0.04","0.05","4.10","5.39","OK"
"8kv9b","0.06","0.06","0.43","0.49","OK"
"8kvad","0.25","1.40","131.47","222.44","OK"
"8kvas","0.01","0.24","19.58","56.31","OK"
"8kvax","0.03","0.18","7.27","15.85","OK"
"8kvb3","0.00","0.00","0.00","0.00","OK"
"8kvbe","0.00","0.00","0.16","0.16","OK"
"8kvbi","0.00","0.00","0.00","0.00","OK"
"8kvc4","0.47","3.19","0.00","0.00","OK"
"8kvc7","0.77","0.81","14.56","14.56","OK"
"8kvc8","0.00","0.00","0.00","0.00","OK"
"8kvcs","0.00","0.00","0.00","0.00","OK"
"8kvct","0.00","0.00","0.00","0.00","OK"
"8kvdh","0.00","0.00","0.24","0.24","OK"
"8kve7","0.04","0.15","35.08","80.75","OK"
"8kvec","0.02","0.09","8.24","24.81","OK"
"8kven","0.02","0.07","1.06","4.04","OK"
"8kveo","0.17","0.68","12.56","29.72","OK"
"8kveq","0.00","0.09","1.86","2.08","OK"
"8kvey","0.00","0.00","0.14","0.14","OK"
"8kvfl","0.00","0.00","0.00","0.00","OK"
"8kvfn","0.00","0.19","0.19","0.19","OK"
"8kvfr","0.25","1.70","452.55","1642.54","OK"
"8kvg3","0.00","0.00","0.00","0.00","OK"
"8kvgc","0.00","0.00","0.00","0.00","OK"
"8kvgp","0.00","0.00","0.00","0.00","OK"
"8kvgr","0.00","0.00","0.65","0.67","OK"
"8kvgs","0.00","0.08","1.23","1.27","OK"
"8kvh1","0.00","0.00","0.47","0.47","OK"
"8kvh9","0.22","0.22","1.00","1.00","OK"
"8kvhd","0.10","0.19","0.53","0.89","OK"
"8kvhi","0.74","8.14","3510.71","7480.67","OK"
"8kvhp","0.00","0.00","0.22","0.22","OK"
"8kvhz","0.00","0.00","0.00","0.00","OK"
"8kvie","0.00","0.00","0.00","0.00","OK"
"8kvil","0.00","0.00","0.00","0.14","OK"
"8kvim","0.14","0.97","227.94","702.49","OK"
"8kviw","0.10","0.55","120.62","410.22","OK"
"8kvj1","0.09","0.57","31.48","90.00","OK"
"8kvjl","0.00","0.00","0.00","0.00","OK"
"8kvkh","0.00","0.00","0.00","0.00","OK"
"8kvkj","0.00","0.56","0.67","0.67","OK"
"8kvkq","0.05","0.09","4.57","15.41","OK"
"8kvkw","0.12","0.50","77.14","215.78","OK"
"8kvl0","0.12","0.71","19.16","63.15","OK"
"8kvl1","0.40","2.75","109.25","202.08","OK"
"8kvl2","0.17","0.86","85.77","304.00","OK"
"8kvl6","0.17","1.33","112.34","318.67","OK"
"8kvl7","4.97","36.09","2603.93","4413.01","OK"
"8kvl8","0.00","0.00","0.00","0.00","OK"
"8kvlp","0.14","0.65","135.85","290.52","OK"
"8kvlq","0.00","0.11","1.25","1.25","OK"
"8kvm0","0.11","1.29","224.60","616.18","OK"
"8kvm1","0.23","1.54","716.61","2062.96","OK"
"8kvm2","0.35","3.42","2507.48","8695.67","OK"
"8kvm6","0.11","0.90","379.39","1169.82","OK"
"8kvm7","0.03","0.21","47.29","126.22","OK"
"8kvma","0.00","0.00","0.00","0.00","OK"
