"partnerid","CntrIdPercent","CntrSgPercent","CntrUsPercent","CntrThPercent","CntrUkPercent","CntrInPercent","status"
"8iv5f","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iv5p","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iv65","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iv6j","0.07","0.00","0.00","0.00","0.00","0.13","OK"
"8iv7e","0.85","0.01","0.02","0.01","0.00","0.00","OK"
"8iv7j","0.39","0.01","0.03","0.00","0.00","0.16","OK"
"8iv8i","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iv9n","0.02","0.00","0.14","0.15","0.14","0.02","OK"
"8ivbf","0.02","0.00","0.96","0.00","0.02","0.00","Observation"
"8ivbn","0.16","0.01","0.08","0.00","0.00","0.40","OK"
"8ivbx","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ivcn","0.00","0.00","0.00","0.00","0.00","0.67","OK"
"8ivdi","0.42","0.04","0.03","0.00","0.03","0.00","OK"
"8ivdx","0.42","0.00","0.00","0.00","0.00","0.00","OK"
"8ive3","0.70","0.00","0.00","0.00","0.00","0.20","OK"
"8ive5","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ivea","0.69","0.07","0.10","0.07","0.00","0.00","OK"
"8iveg","0.00","0.00","0.09","0.04","0.00","0.70","OK"
"8ivf6","0.00","0.00","0.02","0.00","0.00","0.96","OK"
"8ivfj","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8ivfk","0.00","0.00","0.00","0.44","0.04","0.00","OK"
"8ivge","0.88","0.00","0.00","0.00","0.00","0.00","OK"
"8ivhg","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ivhr","0.62","0.21","0.04","0.01","0.01","0.00","OK"
"8ivir","0.00","0.00","0.01","0.00","0.00","0.03","OK"
"8iviz","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8ivj4","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ivjv","0.01","0.00","0.02","0.00","0.00","0.74","OK"
"8ivkm","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ivkn","0.01","0.01","0.02","0.00","0.01","0.01","OK"
"8ivlh","0.30","0.00","0.06","0.00","0.01","0.14","Fraud"
"8ivlp","0.01","0.05","0.01","0.17","0.02","0.10","Observation"
"8ivm9","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ivmk","0.00","0.00","0.00","0.00","0.00","0.67","OK"
"8ivnj","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ivnk","0.00","0.00","0.00","0.00","0.00","0.71","OK"
"8ivnx","0.67","0.00","0.33","0.00","0.00","0.00","OK"
"8ivny","0.00","0.00","0.00","0.00","1.00","0.00","OK"
"8ivo7","0.00","0.00","0.00","0.00","0.01","0.94","OK"
"8ivof","0.06","0.00","0.01","0.01","0.00","0.18","OK"
"8ivp6","0.00","0.00","0.00","0.00","0.00","0.33","OK"
"8ivpt","0.50","0.00","0.00","0.00","0.00","0.00","OK"
"8ivpv","0.05","0.00","0.02","0.00","0.01","0.02","OK"
"8ivql","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ivsv","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ivsx","0.51","0.01","0.02","0.06","0.00","0.06","OK"
"8ivti","0.29","0.00","0.03","0.00","0.00","0.26","OK"
"8ivtm","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ivtv","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ivwj","0.06","0.00","0.04","0.07","0.00","0.35","OK"
"8ivwr","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ivwv","0.00","0.00","0.00","0.00","0.00","0.57","OK"
"8ivxp","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ivy4","0.91","0.00","0.00","0.00","0.00","0.03","OK"
"8ivy5","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ivyc","0.72","0.00","0.08","0.00","0.00","0.00","OK"
"8ivyu","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iw0a","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iw0n","0.00","0.00","0.00","0.00","0.00","0.75","OK"
"8iw0r","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8iw1f","0.71","0.05","0.00","0.00","0.00","0.00","OK"
"8iw1v","0.00","0.00","0.00","0.00","0.00","0.75","OK"
"8iw21","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iw29","0.88","0.00","0.00","0.00","0.00","0.00","OK"
"8iw31","0.00","0.00","0.40","0.00","0.00","0.00","OK"
"8iw3u","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iw46","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iw4a","0.00","0.00","0.00","0.00","0.14","0.00","OK"
"8iw55","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8iw5p","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iw5r","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8iw6k","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iw6v","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iw7e","0.00","0.00","0.00","0.00","0.00","0.74","OK"
"8iw7i","0.11","0.00","0.00","0.00","0.00","0.00","OK"
"8iw84","0.00","0.00","0.82","0.00","0.07","0.00","OK"
"8iw9s","0.00","0.00","0.00","0.00","0.01","0.29","OK"
"8iwaa","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iwac","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iwag","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iwak","0.00","0.00","0.00","0.00","0.00","0.80","OK"
"8iwau","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iwav","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iwbt","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8iwe6","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iweh","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iwf2","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iwfs","0.00","0.00","0.00","0.05","0.00","0.20","OK"
"8iwg3","0.00","0.00","0.00","0.02","0.00","0.62","OK"
"8iwh3","0.00","0.00","0.09","0.00","0.00","0.00","OK"
"8iwhf","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iwhh","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iwhi","0.02","0.00","0.01","0.00","0.00","0.06","OK"
"8iwid","0.03","0.00","0.01","0.01","0.00","0.03","OK"
"8iwii","0.45","0.02","0.00","0.02","0.02","0.04","OK"
"8iwj3","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8iwjs","0.00","0.00","0.03","0.00","0.00","0.45","OK"
"8iwky","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iwl4","0.97","0.00","0.00","0.00","0.00","0.00","OK"
"8iwl5","0.03","0.00","0.00","0.00","0.00","0.91","OK"
"8iwmb","0.01","0.01","0.29","0.03","0.03","0.01","OK"
"8iwn7","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iwnh","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iwo2","0.58","0.00","0.01","0.01","0.00","0.08","OK"
"8iwos","0.01","0.07","0.18","0.10","0.13","0.00","Fraud"
"8iwp2","0.10","0.00","0.04","0.00","0.00","0.32","Fraud"
"8iwp3","0.00","0.00","0.54","0.01","0.17","0.00","OK"
"8iwpy","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iwq4","0.82","0.04","0.02","0.00","0.00","0.02","OK"
"8iwq6","0.00","0.00","0.00","0.00","0.00","0.67","OK"
"8iwqm","0.00","0.00","0.00","0.00","0.00","0.75","OK"
"8iwqv","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iwrl","0.00","0.00","0.00","0.00","0.00","0.77","OK"
"8iwrx","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iws2","0.00","0.00","0.00","0.00","0.00","0.54","OK"
"8iws4","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iws7","0.05","0.00","0.05","0.00","0.00","0.41","OK"
"8iwsa","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iwsc","0.20","0.00","0.05","0.00","0.00","0.40","OK"
"8iwu7","0.02","0.00","0.09","0.00","0.00","0.72","OK"
"8iwug","0.00","0.00","0.00","0.00","0.00","0.71","OK"
"8iwv8","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iwvi","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iwvl","0.42","0.00","0.04","0.01","0.01","0.14","OK"
"8iwx5","0.16","0.00","0.10","0.06","0.10","0.23","OK"
"8iwxs","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iwxv","0.00","0.00","0.26","0.00","0.00","0.11","OK"
"8iwy8","0.02","0.00","0.06","0.00","0.00","0.76","OK"
"8iwz0","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ix09","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ix0c","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8ix2h","0.11","0.00","0.03","0.00","0.01","0.41","OK"
"8ix3h","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ix6h","0.00","0.00","0.00","0.00","0.00","0.75","OK"
"8ix6p","0.07","0.00","0.13","0.12","0.28","0.00","Fraud"
"8ix86","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ix89","0.00","0.00","0.00","0.00","0.25","0.25","OK"
"8ixdk","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8ixgd","0.80","0.00","0.06","0.00","0.00","0.00","OK"
"8ixgl","0.46","0.00","0.00","0.00","0.00","0.00","OK"
"8ixl3","0.04","0.00","0.00","0.00","0.00","0.09","OK"
"8ixly","0.00","0.00","0.00","0.00","0.00","0.10","OK"
"8ixlz","0.04","0.00","0.01","0.00","0.01","0.26","OK"
"8ixoq","0.38","0.01","0.05","0.03","0.01","0.10","OK"
"8ixor","0.42","0.01","0.04","0.00","0.00","0.19","OK"
"8ixp4","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ixq4","0.01","0.00","0.02","0.02","0.11","0.07","OK"
"8ixq5","0.00","0.00","0.04","0.01","0.21","0.14","OK"
"8ixs1","0.08","0.00","0.08","0.07","0.03","0.33","OK"
"8ixsd","0.02","0.00","0.06","0.04","0.00","0.14","OK"
"8ixue","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ixuj","0.00","0.00","0.50","0.00","0.00","0.00","OK"
"8ixvg","0.59","0.02","0.01","0.01","0.00","0.04","OK"
"8ixvu","0.01","0.00","0.04","0.00","0.00","0.81","OK"
"8ixy5","0.25","0.00","0.00","0.00","0.00","0.25","OK"
"8ixzl","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8ixzs","0.08","0.00","0.01","0.08","0.00","0.57","OK"
"8ixzt","0.22","0.01","0.00","0.07","0.00","0.32","OK"
"8iy03","0.07","0.00","0.01","0.03","0.01","0.40","OK"
"8iy0v","0.00","0.00","0.00","0.00","0.00","0.00","Observation"
"8iy1m","0.50","0.00","0.00","0.00","0.00","0.00","OK"
"8iy36","0.01","0.01","0.06","0.00","0.00","0.67","OK"
"8iy4x","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iy5g","0.00","0.00","0.09","0.00","0.01","0.53","OK"
"8iy6x","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iy7x","0.31","0.00","0.00","0.00","0.00","0.00","OK"
"8iy9b","0.80","0.00","0.10","0.00","0.00","0.10","OK"
"8iyb9","0.10","0.10","0.00","0.00","0.00","0.20","OK"
"8iyc8","0.04","0.00","0.04","0.00","0.00","0.69","OK"
"8iydk","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iyea","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iyfx","0.71","0.02","0.00","0.00","0.00","0.05","OK"
"8iyi9","0.40","0.00","0.03","0.01","0.00","0.19","OK"
"8iyj6","0.19","0.00","0.02","0.02","0.00","0.40","OK"
"8iyo2","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iysb","0.85","0.01","0.01","0.01","0.01","0.01","OK"
"8iyvp","0.24","0.02","0.01","0.01","0.01","0.24","OK"
"8iywe","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8iyxe","0.83","0.02","0.02","0.00","0.00","0.07","OK"
"8iz0o","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iz1c","0.01","0.00","0.04","0.00","0.00","0.81","OK"
"8iz2a","0.53","0.03","0.00","0.01","0.01","0.00","OK"
"8iz2c","0.54","0.02","0.01","0.03","0.01","0.01","OK"
"8iz2e","0.44","0.09","0.05","0.02","0.02","0.00","OK"
"8iz2m","0.74","0.07","0.00","0.00","0.00","0.03","OK"
"8iz2n","0.63","0.04","0.00","0.01","0.00","0.01","OK"
"8iz48","0.18","0.01","0.00","0.00","0.01","0.58","OK"
"8iz6y","0.00","0.00","0.00","0.00","0.11","0.00","OK"
"8iz7h","0.00","0.00","0.00","0.00","0.00","0.20","OK"
"8iz7i","0.76","0.02","0.02","0.01","0.00","0.01","OK"
"8iz80","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8iz8t","0.50","0.00","0.00","0.00","0.00","0.00","OK"
"8iz91","0.29","0.00","0.05","0.01","0.00","0.28","OK"
"8izah","0.00","0.00","0.00","0.00","0.07","0.00","OK"
"8izak","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8izam","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8izan","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8izao","0.00","0.00","0.00","0.00","0.50","0.00","OK"
"8izar","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8izau","0.00","0.06","0.00","0.00","0.00","0.00","OK"
"8izav","0.03","0.00","0.00","0.00","0.00","0.00","OK"
"8izaw","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8izay","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8izbp","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8izbt","0.02","0.00","0.13","0.02","0.02","0.46","OK"
"8ize1","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8izgi","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8izjs","0.50","0.00","0.00","0.00","0.00","0.00","OK"
"8izkp","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8izlr","0.30","0.00","0.00","0.00","0.00","0.00","OK"
"8iznj","0.01","0.00","0.01","0.00","0.00","0.70","OK"
"8izot","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8izpa","0.02","0.00","0.05","0.02","0.01","0.65","OK"
"8izsa","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8izt5","0.00","0.00","0.07","0.05","0.06","0.33","Observation"
"8izt6","0.00","0.00","0.00","0.00","0.00","1.00","Observation"
"8iztc","0.09","0.01","0.04","0.01","0.00","0.39","OK"
"8iztd","0.29","0.00","0.00","0.00","0.00","0.29","OK"
"8iztj","0.00","0.00","0.04","0.00","0.00","0.87","OK"
"8izts","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8izu7","0.25","0.00","0.25","0.00","0.00","0.00","OK"
"8izv8","0.00","0.00","0.00","0.00","0.25","0.00","OK"
"8izwb","0.05","0.00","0.03","0.00","0.00","0.62","OK"
"8izwe","0.86","0.02","0.03","0.00","0.00","0.00","Fraud"
"8izxr","0.00","0.00","0.00","0.00","0.00","0.95","OK"
"8izzv","0.17","0.00","0.01","0.01","0.00","0.18","OK"
"8j00e","0.02","0.00","0.00","0.00","0.00","0.63","OK"
"8j01d","0.00","0.00","0.50","0.00","0.00","0.00","OK"
"8j029","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8j07i","0.77","0.02","0.01","0.00","0.00","0.00","OK"
"8j07s","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j085","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j08y","0.13","0.00","0.00","0.06","0.00","0.00","OK"
"8j094","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j096","0.43","0.00","0.00","0.07","0.07","0.00","OK"
"8j09p","0.29","0.00","0.00","0.00","0.00","0.57","OK"
"8j0a9","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j0ao","0.00","0.00","0.00","0.00","0.00","0.80","OK"
"8j0b4","0.10","0.01","0.00","0.00","0.24","0.07","OK"
"8j0b5","0.02","0.00","0.00","0.01","0.00","0.53","OK"
"8j0bs","0.04","0.00","0.05","0.01","0.02","0.47","OK"
"8j0bz","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j0da","0.83","0.00","0.00","0.00","0.00","0.00","OK"
"8j0dl","0.33","0.00","0.00","0.00","0.00","0.00","OK"
"8j0eq","0.00","0.00","0.00","0.00","0.00","0.69","OK"
"8j0fj","0.06","0.00","0.04","0.00","0.01","0.46","OK"
"8j0g9","0.09","0.00","0.00","0.02","0.00","0.81","OK"
"8j0h6","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j0hb","0.01","0.00","0.02","0.01","0.02","0.41","OK"
"8j0j9","0.00","0.00","0.00","0.00","0.00","0.75","OK"
"8j0m9","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j0mk","0.42","0.08","0.00","0.00","0.00","0.00","OK"
"8j0mw","0.50","0.00","0.04","0.04","0.00","0.11","OK"
"8j0n4","0.64","0.01","0.00","0.00","0.01","0.00","OK"
"8j0ov","0.67","0.01","0.01","0.00","0.00","0.01","OK"
"8j0oz","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j0pl","0.00","0.00","0.00","0.00","0.00","0.82","Fraud"
"8j0py","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8j0qc","0.00","0.00","0.02","0.00","0.00","0.73","OK"
"8j0qr","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j0su","0.86","0.14","0.00","0.00","0.00","0.00","OK"
"8j0tb","0.00","0.00","0.00","0.00","0.00","0.71","OK"
"8j0tg","0.00","0.00","0.00","0.00","0.00","0.89","OK"
"8j0w1","0.00","0.00","0.00","0.70","0.00","0.00","Observation"
"8j0wb","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j0ww","0.06","0.00","0.03","0.00","0.00","0.30","OK"
"8j0x3","0.04","0.00","0.01","0.01","0.01","0.19","OK"
"8j0x9","0.00","0.00","0.02","0.00","0.00","0.91","Observation"
"8j0z9","0.00","0.00","0.00","0.00","0.00","0.67","OK"
"8j10c","0.00","0.00","0.00","0.00","0.00","0.03","OK"
"8j11k","0.00","0.00","0.11","0.00","0.00","0.00","OK"
"8j121","0.00","0.00","0.02","0.00","0.02","0.10","OK"
"8j12n","0.79","0.00","0.00","0.00","0.00","0.03","OK"
"8j15b","0.26","0.00","0.06","0.00","0.00","0.03","OK"
"8j16r","0.00","0.00","0.00","0.00","0.00","0.83","OK"
"8j18g","0.00","0.00","0.00","0.14","0.00","0.43","OK"
"8j197","0.00","0.00","0.11","0.00","0.00","0.00","OK"
"8j19d","0.00","0.00","0.01","0.02","0.00","0.51","OK"
"8j19f","0.01","0.00","0.14","0.13","0.05","0.10","OK"
"8j19x","0.00","0.01","0.12","0.23","0.04","0.02","OK"
"8j1a0","0.00","0.00","0.02","0.00","0.06","0.00","OK"
"8j1a1","0.05","0.00","0.11","0.00","0.02","0.03","OK"
"8j1a2","0.10","0.01","0.01","0.00","0.04","0.17","OK"
"8j1a3","0.08","0.00","0.00","0.00","0.00","0.33","OK"
"8j1a6","0.07","0.00","0.04","0.00","0.04","0.07","OK"
"8j1a7","0.05","0.00","0.09","0.00","0.09","0.05","OK"
"8j1aj","0.79","0.02","0.02","0.00","0.01","0.02","OK"
"8j1di","0.00","0.00","0.03","0.00","0.00","0.24","OK"
"8j1fp","0.75","0.00","0.25","0.00","0.00","0.00","OK"
"8j1h7","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j1j6","0.29","0.00","0.00","0.00","0.00","0.00","OK"
"8j1lc","0.13","0.00","0.00","0.00","0.00","0.60","OK"
"8j1od","0.75","0.00","0.01","0.00","0.00","0.04","OK"
"8j1pb","0.20","0.03","0.02","0.01","0.05","0.34","OK"
"8j1pd","0.00","0.00","0.01","0.01","0.09","0.00","OK"
"8j1q5","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8j1qi","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8j1rc","0.60","0.00","0.00","0.00","0.00","0.00","OK"
"8j1s7","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j1se","0.00","0.00","0.04","0.00","0.02","0.88","OK"
"8j1so","0.00","0.00","0.00","0.00","0.10","0.03","OK"
"8j1sp","0.00","0.00","0.00","0.00","0.42","0.00","OK"
"8j1sw","0.00","1.00","0.00","0.00","0.00","0.00","OK"
"8j1t4","0.03","0.00","0.05","0.00","0.00","0.70","OK"
"8j1ti","0.00","0.00","0.01","0.00","0.00","0.78","OK"
"8j1u4","0.19","0.00","0.00","0.00","0.00","0.25","OK"
"8j1u5","0.02","0.00","0.00","0.00","0.00","0.41","OK"
"8j1uw","0.20","0.00","0.00","0.00","0.00","0.80","OK"
"8j1x0","0.57","0.00","0.00","0.00","0.00","0.00","OK"
"8j1xv","0.11","0.00","0.06","0.00","0.00","0.22","OK"
"8j1y0","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j1y6","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8j20z","0.00","0.00","0.02","0.00","0.01","0.88","OK"
"8j22j","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j22t","0.33","0.00","0.00","0.00","0.00","0.22","OK"
"8j23z","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j240","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j24h","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8j26k","0.44","0.04","0.04","0.00","0.01","0.08","OK"
"8j279","0.00","0.00","0.00","0.00","0.00","0.81","OK"
"8j27p","0.71","0.00","0.00","0.00","0.00","0.00","OK"
"8j295","0.00","0.00","0.00","0.00","0.00","0.33","OK"
"8j29y","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j2b6","0.02","0.02","0.09","0.21","0.00","0.27","OK"
"8j2b9","0.01","0.00","0.07","0.15","0.00","0.31","OK"
"8j2dz","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8j2e0","0.01","0.00","0.03","0.00","0.00","0.86","OK"
"8j2e9","0.50","0.00","0.00","0.00","0.00","0.50","OK"
"8j2er","0.00","0.00","0.00","0.00","0.00","0.80","OK"
"8j2f8","0.00","0.00","0.00","0.04","0.00","0.26","OK"
"8j2hf","0.00","0.00","0.00","0.79","0.00","0.00","Observation"
"8j2i2","0.00","0.00","0.02","0.98","0.00","0.00","OK"
"8j2ix","0.00","0.00","0.02","0.00","0.00","0.10","Observation"
"8j2kd","0.00","0.00","0.20","0.00","0.00","0.20","OK"
"8j2ki","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8j2li","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j2m4","0.01","0.00","0.02","0.00","0.00","0.82","Observation"
"8j2nt","0.00","0.00","0.01","0.00","0.00","0.24","OK"
"8j2pr","0.43","0.01","0.00","0.00","0.00","0.08","OK"
"8j2r9","0.50","0.02","0.00","0.00","0.00","0.04","OK"
"8j2s6","0.02","0.01","0.12","0.08","0.04","0.31","OK"
"8j2s7","0.10","0.00","0.04","0.01","0.01","0.53","OK"
"8j2td","0.59","0.04","0.03","0.00","0.00","0.03","OK"
"8j2to","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j2tr","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8j2uy","0.43","0.00","0.00","0.29","0.14","0.00","Fraud"
"8j2z5","0.88","0.00","0.00","0.00","0.00","0.03","OK"
"8j2zn","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j307","0.00","0.00","0.00","0.00","0.00","0.76","OK"
"8j30b","0.18","0.00","0.00","0.00","0.00","0.06","OK"
"8j30i","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j30r","0.75","0.01","0.01","0.02","0.00","0.01","Fraud"
"8j311","0.00","0.00","0.03","0.95","0.00","0.00","OK"
"8j319","0.00","0.00","1.00","0.00","0.00","0.00","OK"
"8j31t","0.00","0.00","0.01","0.95","0.00","0.00","Observation"
"8j31u","0.00","0.00","0.00","0.94","0.00","0.00","OK"
"8j326","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8j329","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j32k","0.00","0.02","0.00","0.96","0.00","0.02","OK"
"8j32l","0.00","0.00","0.01","0.99","0.00","0.00","OK"
"8j32m","0.00","0.00","0.01","0.98","0.00","0.00","OK"
"8j34p","0.00","0.00","0.00","0.00","0.14","0.29","OK"
"8j368","0.04","0.00","0.00","0.01","0.00","0.19","Observation"
"8j369","0.04","0.00","0.00","0.00","0.00","0.80","Observation"
"8j36c","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8j36d","0.10","0.00","0.00","0.05","0.00","0.17","Observation"
"8j36e","0.18","0.00","0.00","0.01","0.00","0.30","OK"
"8j36f","0.14","0.00","0.00","0.02","0.00","0.48","OK"
"8j36t","0.03","0.00","0.17","0.01","0.01","0.31","OK"
"8j38c","0.00","0.00","0.50","0.00","0.00","0.00","OK"
"8j398","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j39n","0.44","0.00","0.04","0.01","0.00","0.06","OK"
"8j39x","0.01","0.00","0.10","0.01","0.03","0.37","OK"
"8j3e7","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j3ej","0.16","0.00","0.03","0.00","0.00","0.42","OK"
"8j3fg","0.56","0.02","0.00","0.00","0.02","0.19","OK"
"8j3fs","0.15","0.00","0.08","0.00","0.00","0.31","OK"
"8j3gw","0.01","0.00","0.07","0.09","0.00","0.46","OK"
"8j3j2","0.50","0.00","0.00","0.00","0.00","0.00","OK"
"8j3kg","0.58","0.00","0.02","0.00","0.02","0.14","OK"
"8j3l0","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j3ln","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j3nw","0.00","0.00","0.00","1.00","0.00","0.00","OK"
"8j3oy","0.00","0.00","0.00","0.00","0.00","0.50","OK"
"8j3th","0.67","0.00","0.00","0.00","0.00","0.00","OK"
"8j3u4","0.16","0.00","0.01","0.00","0.00","0.53","OK"
"8j3xi","0.43","0.00","0.03","0.01","0.00","0.09","OK"
"8j3xm","0.00","0.00","0.00","0.25","0.00","0.25","OK"
"8j3z1","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j3zu","0.07","0.04","0.00","0.00","0.11","0.07","OK"
"8j416","0.02","0.00","0.03","0.01","0.00","0.64","OK"
"8j41t","0.33","0.00","0.00","0.00","0.00","0.33","OK"
"8j42p","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j437","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j43i","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j46c","0.00","0.00","0.01","0.00","0.00","0.90","OK"
"8j470","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8j49w","0.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j4ap","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j4ch","1.00","0.00","0.00","0.00","0.00","0.00","OK"
"8j4dw","0.00","0.00","0.00","0.00","0.00","1.00","OK"
"8j4fc","0.01","0.00","0.00","0.00","0.00","0.76","OK"
