partnerid,status,avg_spiky_ReAgCnIpCi,std_spiky_ReAgCnIpCi,night_avg_spiky_ReAgCnIpCi,night_std_spiky_ReAgCnIpCi,morning_avg_spiky_ReAgCnIpCi,morning_std_spiky_ReAgCnIpCi,afternoon_avg_spiky_ReAgCnIpCi,afternoon_std_spiky_ReAgCnIpCi,evening_avg_spiky_ReAgCnIpCi,evening_std_spiky_ReAgCnIpCi,avg_spiky_ReAgCnIp,std_spiky_ReAgCnIp,avg_spiky_ReAgCn,std_spiky_ReAgCn,avg_spiky_iplong,std_spiky_iplong,avg_spiky_agent,std_spiky_agent,night_avg_spiky_agent,night_std_spiky_agent,morning_avg_spiky_agent,morning_std_spiky_agent,afternoon_avg_spiky_agent,afternoon_std_spiky_agent,evening_avg_spiky_agent,evening_std_spiky_agent,avg_spiky_cid,std_spiky_cid,avg_spiky_cntr,std_spiky_cntr,avg_spiky_referer,std_spiky_referer,night_avg_spiky_referer,night_std_spiky_referer,morning_avg_spiky_referer,morning_std_spiky_referer,afternoon_avg_spiky_referer,afternoon_std_spiky_referer,evening_avg_spiky_referer,evening_std_spiky_referer,category_es,category_mc,category_ad,category_co,category_se,category_mg,category_pp,category_in,category_gd,category_ow,total_clicks,distinct_iplong,distinct_agent,distinct_cid,distinct_cntr,distinct_referer,night_click_percent,morning_click_percent,afternoon_click_percent,evening_click_percent,night_referer_percent,morning_referer_percent,afternoon_referer_percent,evening_referer_percent,night_agent_percent,morning_agent_percent,afternoon_agent_percent,evening_agent_percent,avg_total_clicks,std_total_clicks,avg_distinct_iplong,std_distinct_iplong,avg_distinct_agent,std_distinct_agent,avg_distinct_cid,std_distinct_cid,avg_distinct_cntr,std_distinct_cntr,avg_distinct_referer,std_distinct_referer,avg_null_agent,std_null_agent,avg_null_referer,std_null_referer,night_avg_null_referer,night_std_null_referer,morning_avg_null_referer,morning_std_null_referer,afternoon_avg_null_referer,afternoon_std_null_referer,evening_avg_null_referer,evening_std_null_referer,first_15_minute_percent,second_15_minute_percent,third_15_minute_percent,last_15_minute_percent,brand_MAUI_percent,brand_Nokia_percent,brand_Generic_percent,brand_Apple_percent,brand_Blackberry_percent,brand_Samsung_percent,brand_SonyEricsson_percent,brand_LG_percent,brand_other_percent,avg_per_hour_density,std_per_hour_density,cntr_az_percent,cntr_id_percent,cntr_in_percent,cntr_us_percent,cntr_ng_percent,cntr_tr_percent,cntr_ru_percent,cntr_th_percent,cntr_sg_percent,cntr_uk_percent,cntr_other_percent
8i83y,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8i84n,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1.06,0.24,1.13,0.34,1.33,0.47,0,0,1,0,1,0,1,0,1.7,0.78,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,17,16,9,12,1,16,0.47,0,0.12,0.41,0.5,0,0.13,0.44,0.56,0,0.22,0.67,5.67,1.25,5.33,0.94,3.67,0.94,4.33,1.25,1,0,5.67,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.24,0.12,0.24,0,0.06,0,0.24,0.18,0.06,0.06,0,0,4.67,1.25,0,0,0,0,0,0,0,0,0,0,1
8i84o,0,1.1,0.29,1.13,0.33,1.33,0.47,1,0,1,0,1.1,0.29,1.1,0.29,1.05,0.21,1.05,0.21,1,0,1.33,0.47,1,0,1,0,1.05,0.21,1.53,0.72,1.44,0.86,1.5,0.76,1.33,0.47,1,0,1.75,1.3,1,0,0,0,0,0,0,0,0,0,23,22,17,18,5,3,0.39,0.17,0.13,0.3,0.67,0.67,0.33,0.33,0.47,0.18,0.18,0.41,7.67,1.25,7.33,1.7,6.67,1.89,6.67,1.7,2.33,0.47,2,0.82,0,0,4,0,2,0,2,0,2,0,2,0,0.3,0.39,0.09,0.22,0.04,0.13,0.09,0,0,0.04,0.04,0,0.04,5.67,2.05,0,0,0.83,0,0,0,0,0,0,0,0.04
8i84w,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8i85v,0,2.52,2.71,2.65,3.58,1.5,1.38,3.36,2.46,2.6,1.96,2.63,2.74,2.63,2.74,1.2,0.49,1.97,1.83,1.88,1.96,1.8,1.66,2.31,2.02,1.86,1.36,1.33,0.92,3.32,3.29,2.74,2.76,3.21,3.78,1.64,1.49,3.36,2.46,2.6,1.96,0,0,0,1,0,0,0,0,0,0,126,94,30,54,6,14,0.36,0.14,0.29,0.21,0.57,0.43,0.36,0.21,0.47,0.27,0.33,0.27,42,21.65,32.67,14.52,13.67,4.64,23.33,8.96,3.33,0.94,6.33,3.68,0,0,31.33,14.38,10.67,3.68,4,3,10.67,10.87,7.33,0.47,0.27,0.35,0.2,0.18,0.56,0.05,0.02,0,0.01,0.01,0.01,0,0.03,15.33,3.68,0,0.49,0.48,0,0,0,0,0.01,0,0,0.01
8i86i,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8i88w,0,2.45,1.47,3.8,0.75,1.5,0.87,2.33,1.37,2,1.55,2.45,1.47,2.45,1.47,1.11,0.32,1.44,0.74,1.9,0.94,1.2,0.4,1.27,0.62,1.25,0.43,1.17,0.37,1.48,0.89,2.45,1.47,3.8,0.75,1.5,0.87,2.33,1.37,2,1.55,0,0,0,0,1,0,0,0,0,0,49,36,7,22,9,0,0.39,0.12,0.29,0.2,0,0,0,0,0.43,0.43,0.71,0.71,16.33,1.25,13.67,1.7,4.33,0.47,9.67,0.47,4.67,0.47,0,0,1.5,0.5,16.33,1.25,6.33,0.47,3,2,4.67,2.87,3.33,2.05,0.27,0.18,0.18,0.37,0,0,0,0,0.61,0,0,0,0,11,2.16,0,0.04,0,0,0,0.02,0,0,0,0.06,0.02
8i89m,0,1.33,0.47,2,0,1,0,0,0,1,0,1.33,0.47,1.33,0.47,1.33,0.47,1,0,1,0,1,0,0,0,1,0,1.33,0.47,1.33,0.47,1.33,0.47,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3,2,3,2,0,0.5,0.25,0,0.25,0,0,0,0,0.5,0.5,0,0.5,2,1,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,0,0,1,0,2,1,2,0,1,0,0,0,1,0,0.5,0.25,0.25,0,0,0,0,0,0.5,0,0,0,0,1.5,0.5,0,0,0,0,0,0,0,0.5,0,0,0.5
8i8ar,0,1.75,0.66,1.5,0.5,2,0,3,0,1.5,0.5,1.75,0.66,1.75,0.66,1.17,0.37,1.27,0.62,1,0,2,0,3,0,1,0,1.08,0.27,1.27,0.62,1.75,0.66,1.5,0.5,2,0,3,0,1.5,0.5,0,0,0,0,1,0,0,0,0,0,14,12,4,12,7,0,0.43,0.14,0.21,0.21,0,0,0,0,1,0,0.25,0.25,4.67,2.05,4,1.63,1.67,0.47,4,1.63,3.33,0.94,0,0,3,0,4.67,2.05,2,0.82,2,0,1.5,0.5,1.5,0.5,0.14,0.36,0.21,0.29,0,0,0,0,0.07,0,0,0,0,4,1.63,0,0.14,0,0,0.07,0,0,0.14,0,0,0.14
8i8bx,0,1.11,0.31,1.14,0.35,1,0,1.12,0.32,1.12,0.32,1.14,0.39,1.14,0.39,1.09,0.33,1.11,0.35,1.09,0.29,1,0,1.12,0.32,1.19,0.53,1.07,0.26,1.3,0.6,1.2,0.47,1.26,0.55,1,0,1.19,0.39,1.27,0.57,0,0,1,0,0,0,0,0,0,0,73,60,51,49,18,21,0.33,0.15,0.26,0.26,0.67,0.24,0.48,0.38,0.39,0.22,0.33,0.29,24.33,5.79,21.33,4.03,19.33,2.05,21,6.16,9.67,0.94,11.67,2.49,0,0,5,1.63,2,1,3,0,3,0,2.5,0.5,0.3,0.19,0.23,0.27,0.05,0.01,0.03,0.01,0.01,0.05,0.01,0.01,0.01,14.67,1.7,0,0.08,0.29,0.19,0,0.03,0,0.04,0,0,0.01
8i8cj,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8i8do,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,2,1,0,0,0.5,0,0.5,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.5,0,0,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8i8e5,0,4.47,4.06,2,0.63,7.5,3.5,8.33,4.5,3.4,3.5,4.47,4.06,4.47,4.06,1.4,0.76,1.72,0.88,1.25,0.43,1.88,0.6,2.27,1.05,1.42,0.76,1.43,0.74,3.35,3.41,4.47,4.06,2,0.63,7.5,3.5,8.33,4.5,3.4,3.5,1,0,0,0,0,0,0,0,0,0,67,28,8,24,4,0,0.15,0.22,0.37,0.25,0,0,0,0,0.38,0.63,0.75,0.75,22.33,1.25,15,1.41,6.33,0.47,11.67,1.7,3,0.82,0,0,1,0,22.33,1.25,3.33,1.7,5,2.94,8.33,3.3,5.67,2.87,0.09,0.4,0.3,0.21,0,0,0,0,0.24,0,0,0,0,9.67,1.25,0,0,0.01,0,0,0,0,0.06,0,0,0.75
8i8e7,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8i8ef,0,1.13,0.33,1,0,0,0,1.5,0.5,1,0,1.13,0.33,1.13,0.33,1,0,1.13,0.33,1,0,0,0,1.5,0.5,1,0,1.13,0.33,1.13,0.33,1.13,0.33,1,0,0,0,1.5,0.5,1,0,1,0,0,0,0,0,0,0,0,0,9,8,2,7,1,0,0.44,0,0.33,0.22,0,0,0,0,1,0,0.5,0.5,4.5,2.5,4.5,2.5,1.5,0.5,4,2,1,0,0,0,0,0,4.5,2.5,4,0,0,0,1.5,0.5,1,0,0.22,0.11,0.44,0.22,0,0,0,0,0.78,0,0,0,0,4.5,2.5,0,0,0,0,0,0,0,0,0,0,1
8i8en,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,1,3,1,0,0,0.33,0.33,0.33,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0.33,0.33,0,0.33,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8i8fk,0,1.55,0.86,1.8,0.75,1.2,0.4,1.17,0.37,2.25,1.3,1.55,0.86,1.55,0.86,1.15,0.45,1.07,0.25,1.13,0.33,1,0,1,0,1.13,0.33,1.19,0.48,1.24,0.51,1.55,0.86,1.8,0.75,1.2,0.4,1.17,0.37,2.25,1.3,0,1,0,0,0,0,0,0,0,0,31,21,11,20,6,0,0.29,0.19,0.23,0.29,0,0,0,0,0.55,0.27,0.45,0.45,10.33,3.86,8,2.45,6.33,2.49,7,2.45,4,0.82,0,0,2.5,1.5,10.33,3.86,3,0.82,3,0,2.33,1.25,3,2.16,0.06,0.39,0.39,0.16,0,0,0,0,0.03,0,0,0,0,8,2.94,0,0,0.1,0,0.1,0,0,0.16,0.13,0,0.29
8i8fm,0,11.25,8.73,18,10.89,10.6,5.43,5.2,2.04,7.83,3.93,11.25,8.73,11.25,8.73,1.16,0.48,2.57,2.68,3.06,3.17,3.31,3.39,1.63,0.99,1.81,1.11,2.03,1.81,4.5,4.69,11.25,8.73,18,10.89,10.6,5.43,5.2,2.04,7.83,3.93,0,1,0,0,0,0,0,0,0,0,270,140,14,63,11,2,0.53,0.2,0.1,0.17,1,0,0,0,0.93,0.43,0.43,0.79,90,8.6,62,6.38,10.33,2.62,28,3.74,8,2.16,0.67,0.47,9.33,5.79,89.33,8.99,47.33,3.86,17.67,9.74,8.67,3.3,15.67,3.86,0.3,0.21,0.24,0.24,0,0,0,0,0.01,0,0,0,0,19.33,2.05,0,0,0.06,0,0.11,0,0,0.03,0,0.02,0.53
8i8fn,0,1.87,0.88,2.2,0.98,2,0.82,2,0.82,1.25,0.43,1.87,0.88,1.87,0.88,1.17,0.47,1.27,0.54,1.57,0.73,1.2,0.4,1.2,0.4,1,0,1.22,0.51,1.47,0.75,1.87,0.88,2.2,0.98,2,0.82,2,0.82,1.25,0.43,0,1,0,0,0,0,0,0,0,0,28,22,8,19,7,0,0.39,0.21,0.21,0.18,0,0,0,0,0.63,0.38,0.38,0.38,9.33,1.25,8,0.82,4.33,0.47,7.33,1.25,4.33,0.47,0,0,1.5,0.5,9.33,1.25,3.67,0.94,2,0,2,0.82,2.5,0.5,0.25,0.32,0.11,0.32,0,0,0,0,0.25,0,0,0,0,6.33,0.94,0,0,0.11,0,0.11,0,0,0.14,0.04,0,0.43
8i8fq,0,3.38,4.12,8.6,5.68,1.8,0.98,2,0.89,1.5,1.12,3.38,4.12,3.38,4.12,1.54,2.22,1.82,1.8,3.31,2.49,1,0,1.11,0.31,1.13,0.33,1.48,1.22,2.29,3.35,3.38,4.12,8.6,5.68,1.8,0.98,2,0.89,1.5,1.12,0,1,0,0,0,0,0,0,0,0,71,25,10,30,6,0,0.61,0.13,0.14,0.13,0,0,0,0,0.5,0.6,0.7,0.3,23.67,0.94,12.67,2.49,6,2.16,13.33,0.94,4.33,1.25,0,0,7.33,0.94,23.67,0.94,14.33,4.03,3,1.41,3.33,1.89,3,2.83,0.3,0.18,0.32,0.2,0,0,0,0,0.01,0,0,0,0,11.33,2.87,0,0,0.04,0,0.51,0,0,0.06,0.06,0,0.01
8i8ft,0,2.64,2.8,4.2,3.54,1,0,1.5,0.5,1.5,0.5,2.64,2.8,2.64,2.8,1.12,0.32,1.45,0.97,1.62,1.15,1,0,1,0,1.5,0.5,1.16,0.46,2.23,2.36,2.64,2.8,4.2,3.54,1,0,1.5,0.5,1.5,0.5,0,1,0,0,0,0,0,0,0,0,29,19,8,17,5,0,0.72,0.07,0.1,0.1,0,0,0,0,0.88,0.13,0.25,0.13,9.67,0.47,7.33,0.94,4.67,0.47,6.67,1.25,3.33,0.94,0,0,2,0,9.67,0.47,7,2.45,1,0,1.5,0.5,1.5,0.5,0.24,0.38,0.14,0.24,0,0,0,0,0.07,0,0,0,0,6,1.63,0,0,0,0,0.62,0,0.03,0,0.1,0,0.07
8i8g3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0.5,0,0.5,0,0,0,0,0,1,0,0,0,1,0,1,0,0.5,0.5,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0.5,0,0,0
8i8go,0,12.67,15.52,6.5,2.69,6,9.44,15.13,16.89,23.33,19.5,12.67,15.52,13.15,15.61,1.92,1.81,3.29,3.49,1.77,1.13,2.8,2.64,3.9,3.86,3.89,4.07,1.9,1.72,5.61,11.06,13.15,15.61,6.5,2.69,6,9.44,17.29,17,23.33,19.5,0,1,0,0,0,0,0,0,0,0,342,83,9,57,13,1,0.11,0.12,0.35,0.41,0,1,1,0,0.67,0.56,0.89,1,114,10.68,36,4.08,7.67,0.94,28.67,2.49,8.67,0.47,0.67,0.47,3.33,2.05,113,9.93,13,4.97,13.67,2.36,39.67,4.64,46.67,5.25,0.19,0.27,0.35,0.2,0,0,0,0,0,0,0,0,0,20.67,1.25,0,0,0,0.01,0.06,0.02,0,0.02,0.02,0,0
8i8gu,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8i8gx,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8i8gz,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8i8h2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8i8h7,1,16.52,10.36,9.83,6.82,8.2,5.49,22.33,9.14,24.33,7.7,16.52,10.36,16.52,10.36,1.75,0.87,3.3,2.95,2.27,1.74,2.28,1.37,3.72,3.2,4.17,3.53,2.38,2.33,9.5,9.35,16.52,10.36,9.83,6.82,8.2,5.49,22.33,9.14,24.33,7.7,0,1,0,0,0,0,0,0,0,0,380,130,7,32,3,0,0.16,0.11,0.35,0.38,0,0,0,0,0.86,0.71,1,1,126.67,28.41,50,12.03,7,0,20.67,4.5,2.33,0.47,0,0,34.67,13.91,126.67,28.41,19.67,8.22,13.67,13.89,44.67,13.47,48.67,22.9,0.27,0.25,0.22,0.26,0,0,0,0,0.13,0,0,0,0,19.33,2.36,0,0,0,0,0,0,0,0.89,0,0,0.11
8i8hw,0,2,0.71,2,1,2,0,2,0,0,0,2,0.71,2,0.71,1.33,0.47,1.6,0.49,1.33,0.47,2,0,2,0,0,0,1.33,0.47,2,0.71,2,0.71,2,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,8,6,2,4,1,0,0.5,0.25,0.25,0,0,0,0,0,1,0,0,0,2.67,2.36,2,1.41,0.67,0.47,2,1.41,1,0,0,0,2.5,1.5,2.67,2.36,1.33,0.47,2,0,2,0,0,0,0.38,0.38,0.13,0.13,0,0,0,0,0.13,0,0,0,0,1.67,0.94,0,1,0,0,0,0,0,0,0,0,0
8i8ih,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,2,1,0,0.5,0,0.5,0,0,0,0,0,1,0,1,0,2,0,2,0,1,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
8i8is,0,10.04,5.83,16.83,5.58,4.8,2.23,8.5,3.82,9.17,2.85,10.04,5.83,10.04,5.83,1.17,0.52,2.29,2.41,2.73,3.09,1.71,1.16,1.89,1.81,2.39,2.16,1.72,1.27,3.45,3.72,10.04,5.83,16.83,5.58,4.8,2.23,8.5,3.82,9.17,2.85,1,0,0,0,0,0,0,0,0,0,231,93,13,46,11,0,0.44,0.1,0.22,0.24,0,0,0,0,0.85,0.54,0.62,0.54,77,22.02,45.33,6.8,8.33,0.47,24.67,4.71,8.33,1.7,0,0,6.67,3.09,77,22.02,33.67,4.19,8,2.16,17,8.98,18.33,11.32,0.23,0.23,0.32,0.22,0,0,0,0,0.49,0,0,0,0,18.67,4.19,0.04,0.03,0.02,0,0.01,0,0.02,0.05,0,0,0.08
8i8iv,0,2.35,1.23,3.4,1.5,2,0.71,2,0.63,1.67,0.94,2.35,1.23,2.35,1.23,1.11,0.31,1.25,0.5,1.13,0.34,1.33,0.47,1.25,0.43,1.67,0.94,1.21,0.48,1.38,0.61,2.35,1.23,3.4,1.5,2,0.71,2,0.63,1.67,0.94,1,0,0,0,0,0,0,0,0,0,40,29,7,23,8,0,0.43,0.2,0.25,0.13,0,0,0,0,1,0.14,0.43,0.29,13.33,1.25,10.67,1.25,3.67,1.89,9.67,2.49,4.67,0.47,0,0,2.33,0.47,13.33,1.25,5.67,0.47,2.67,1.7,3.33,0.47,2.5,1.5,0.13,0.25,0.35,0.28,0,0,0,0,0.5,0,0,0,0,9.67,1.25,0,0.08,0.03,0,0,0,0.15,0.3,0,0,0.05
8i8j2,0,2.43,1.84,3.67,2.81,1.5,0.5,2.33,0.94,1.8,0.75,2.43,1.84,2.43,1.84,1.09,0.28,1.5,0.85,2,1.21,1.2,0.4,1.27,0.45,1.29,0.45,1.31,0.56,2.13,1.59,2.43,1.84,3.67,2.81,1.5,0.5,2.33,0.94,1.8,0.75,1,0,0,0,0,0,0,0,0,0,51,34,7,18,7,0,0.43,0.12,0.27,0.18,0,0,0,0,0.57,0.43,0.57,0.43,17,2.45,14,2.16,4.67,0.47,9.67,1.25,3,1.41,0,0,1.33,0.47,17,2.45,7.33,1.7,2,0.82,4.67,2.05,3,2.16,0.25,0.29,0.14,0.31,0,0,0,0,0.57,0,0,0,0,10.67,2.49,0.02,0.02,0,0,0.02,0,0,0.04,0,0,0.02
8i8jl,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2,3,2,0,0.67,0,0.33,0,0,0,0,0,1,0,0.5,0,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,0,0,0,0,1.5,0.5,1,0,0,0,1,0,0,0,0.33,0,0.33,0.33,0,0,0,0,0.67,0,0,0,0,1.5,0.5,0,0.33,0,0,0,0,0,0,0,0,0.67
8i8k3,0,1.38,0.7,2,1,1,0,1.33,0.47,1,0,1.38,0.7,1.38,0.7,1,0,1.1,0.3,1.33,0.47,1,0,1,0,1,0,1,0,1.38,0.7,1.38,0.7,2,1,1,0,1.33,0.47,1,0,1,0,0,0,0,0,0,0,0,0,11,10,3,7,3,0,0.36,0.18,0.36,0.09,0,0,0,0,0.67,0.33,1,0.33,3.67,1.7,3.67,1.7,2.33,0.47,3,0.82,1.67,0.47,0,0,0,0,3.67,1.7,1.33,0.47,1,0,2,1,1,0,0.09,0.45,0.27,0.18,0,0,0,0,0.55,0,0,0,0,3.33,1.89,0,0,0.18,0,0,0,0,0,0,0,0.09
8i8kg,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8i8ku,0,1.17,0.37,2,0,0,0,1,0,1,0,1.17,0.37,1.17,0.37,1,0,1.17,0.37,2,0,0,0,1,0,1,0,1.17,0.37,1.17,0.37,1.17,0.37,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,7,7,1,5,1,0,0.29,0,0.43,0.29,0,0,0,0,1,0,1,1,2.33,0.47,2.33,0.47,1,0,2,0,1,0,0,0,0,0,2.33,0.47,2,0,0,0,1,0,1,0,0,0.14,0.14,0.71,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
8i8le,0,1.07,0.25,1.25,0.43,1,0,1,0,1,0,1.07,0.25,1.07,0.25,1.07,0.25,1.14,0.35,1.25,0.43,1,0,1,0,1.14,0.35,1.14,0.52,1.07,0.25,1.14,0.35,1.25,0.43,1,0,1,0,1.14,0.35,0,1,0,0,0,0,0,0,0,0,16,14,12,9,7,5,0.31,0.06,0.13,0.5,0.4,0,0.4,0.8,0.33,0.08,0.17,0.58,8,1,7.5,0.5,6.5,0.5,5.5,0.5,5,0,4,0,0,0,2,1,1,0,1,0,0,0,1,0,0.44,0.06,0.31,0.19,0.06,0.06,0.19,0,0,0.13,0.06,0,0,6,1,0,0.25,0,0.19,0,0,0,0,0,0,0.06
8i8lx,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
